period_date,analysis_period,treated_value,synthetic_value,gap,outcome,period_variance,period_se,gap_lower,gap_upper,a_star,b_star
2016-01-01,pre,91.66461,88.06114631395863,3.6034636860413656,services_volume_index,2.1798602691453235,1.476434986426874,0.7097042871298096,6.497223084952921,0,0
2016-02-01,pre,85.24311,88.5811353317286,-3.338025331728602,services_volume_index,5.429620785148121,2.3301546697908533,-7.905044562926496,1.228993899469292,0,0
2016-03-01,pre,91.48964,92.562658984234,-1.073018984234011,services_volume_index,4.143058649805036,2.0354504783474927,-5.062428614109921,2.916390645641899,0,0
2016-04-01,pre,88.41424,86.76649589807609,1.6477441019239194,services_volume_index,3.8240557513307762,1.955519304770673,-2.185003306499404,5.4804915103472425,0,0
2016-05-01,pre,86.99124,89.07930396709705,-2.0880639670970425,services_volume_index,4.53173900417423,2.1287881538974776,-6.260412079451608,2.0842841452575227,0,0
2016-06-01,pre,91.25815,87.79844444110347,3.4597055588965304,services_volume_index,10.163630241648312,3.188044893292488,-2.7887476130535847,9.708158730846645,0,0
2016-07-01,pre,91.07182,94.55899797084771,-3.4871779708477106,services_volume_index,2.1480277607939144,1.4656151475724841,-6.359730875286136,-0.6146250664092858,0,0
2016-08-01,pre,89.7365,91.45551045560492,-1.7190104556049164,services_volume_index,11.057313249613422,3.325253862431171,-8.236388265422718,4.798367354212885,0,0
2016-09-01,pre,89.6089,89.89883582054875,-0.2899358205487488,services_volume_index,2.354749118568511,1.5345191815576993,-3.297538149987719,2.7176665088902214,0,0
2016-10-01,pre,87.45334,86.2295525370842,1.2237874629157943,services_volume_index,6.513145384227934,2.552086476635918,-3.7782101167223257,6.225785042553914,0,0
2016-11-01,pre,86.59616,86.76335967086933,-0.16719967086933707,services_volume_index,14.541515652804367,3.813333928835025,-7.64119683241061,7.3067974906719355,0,0
2016-12-01,pre,90.57971,88.44953312673644,2.130176873263565,services_volume_index,8.443212265819954,2.905720610420065,-3.564930872295502,7.825284618822632,0,0
2017-01-01,pre,74.70367,75.57560732167454,-0.8719373216745367,services_volume_index,10.789526801044559,3.284741512059139,-7.309912383834087,5.566037740485013,0,0
2017-02-01,pre,72.46953,73.45356060323562,-0.9840306032356096,services_volume_index,3.7453690976513445,1.935295609887891,-4.777140298054354,2.8090790915831345,0,0
2017-03-01,pre,74.38708,73.23668646053665,1.1503935394633515,services_volume_index,2.9591948208117973,1.7202310370446747,-2.221197338232198,4.521984417158901,0,0
2017-04-01,pre,73.52525,72.38357611624393,1.14167388375607,services_volume_index,4.210578308653999,2.051969373225146,-2.8801121851444433,5.163459952656583,0,0
2017-05-01,pre,72.24052,74.51697222705978,-2.276452227059778,services_volume_index,1.60239033936517,1.2658555760295762,-4.757483565706951,0.20457911158739517,0,0
2017-06-01,pre,78.13524,80.2728956347902,-2.1376556347902067,services_volume_index,2.034846444561466,1.42648043960002,-4.933505921057109,0.6581946514766956,0,0
2017-07-01,pre,75.5713,75.16357617163803,0.4077238283619664,services_volume_index,3.877782063836823,1.969208486635385,-3.4518538834940116,4.267301540217945,0,0
2017-08-01,pre,85.63098,86.3188496309342,-0.6878696309342018,services_volume_index,5.504120504162763,2.3460862098743864,-5.286114106914077,3.9103748450456735,0,0
2017-09-01,pre,83.59432,80.24676290263108,3.34755709736892,services_volume_index,6.365960914260457,2.523085593922738,-1.5975997966314974,8.292713991369338,0,0
2017-10-01,pre,81.55076,81.39178689177405,0.15897310822595045,services_volume_index,2.504014898365173,1.582407943093428,-2.942489469087275,3.260435685539176,0,0
2017-11-01,pre,82.96924,83.77855467290998,-0.8093146729099772,services_volume_index,1.3823427255767031,1.1757307198405182,-3.1137045393147447,1.4950751934947903,0,0
2017-12-01,pre,103.46013,102.73911572456223,0.7210142754377813,services_volume_index,4.516263950481423,2.125150335971887,-3.4442038448003114,4.886232395675874,0,0
2018-01-01,pre,67.52923,67.58601943885982,-0.05678943885982335,services_volume_index,3.1313400454545564,1.769559280005775,-3.5250618961797704,3.4114830184601237,0,0
2018-02-01,pre,74.95567,74.93979492430691,0.015875075693088547,services_volume_index,1.7622483615627749,1.3274970288338783,-2.585971290405242,2.617721441791419,0,0
2018-03-01,pre,83.87716,83.7770224811645,0.10013751883550981,services_volume_index,2.3850222101125778,1.5443517119207586,-2.926736215991953,3.127011253662973,0,0
2018-04-01,pre,79.51326,77.33947717114752,2.173782828852481,services_volume_index,1.8329228105272286,1.3538547966924772,-0.47972381296157085,4.827289470666533,0,0
2018-05-01,pre,78.77282,79.25822279410264,-0.4854027941026402,services_volume_index,2.0565711716854596,1.4340750230324282,-3.296138190374647,2.3253326021693668,0,0
2018-06-01,pre,85.0043,84.4748519284169,0.5294480715831043,services_volume_index,9.160093146009453,3.026564578199093,-5.402509498571777,6.4614056417379855,0,0
2018-07-01,pre,81.32377,82.55366350699916,-1.2298935069991614,services_volume_index,1.4441756277480586,1.201738585445295,-3.5852578533040496,1.1254708393057267,0,0
2018-08-01,pre,86.05063,83.11299148658452,2.9376385134154788,services_volume_index,2.5004335473241275,1.5812759238425556,-0.16160534693623063,6.036882373767188,0,0
2018-09-01,pre,76.88374,76.81109202718523,0.07264797281477797,services_volume_index,2.998142709940496,1.731514571102564,-3.3210582252525653,3.4663541708821213,0,0
2018-10-01,pre,73.99355,77.50860279334586,-3.515052793345859,services_volume_index,1.2190168026897754,1.104090939501713,-5.679031270426208,-1.3510743162655103,0,0
2018-11-01,pre,84.86856,84.64001384161533,0.22854615838467396,services_volume_index,1.1275184124169813,1.0618466991129092,-1.852635128979367,2.309727445748715,0,0
2019-01-01,post,75.14729,64.132475158201,11.014814841798994,services_volume_index,41.12682918066791,6.413020285377859,-1.5544739496663844,23.584103633264373,0,0
2019-02-01,post,71.87261,78.81549995659509,-6.942889956595096,services_volume_index,23.26258069843394,4.823129761724635,-16.39605058233863,2.51027066914844,0,0
