rmspe_post,rmspe_pre,mean_gap_post,mean_gap_pre,outcome,a_star,b_star,post_pre_rmspe_ratio,att,att_se,att_lower,att_upper,p_value,negative_weight_sum,effective_donors
19.80047050087019,0.3455501536484167,-10.803098591352418,-1.849073416094273e-4,retail_volume_index_ma6_post_clean,0,0.1,57.301292711958595,-10.803098591352418,0.9478566779324644,-12.66086354260583,-8.945333640099006,4.3080919618523986e-30,8.726661883775797,0.042262417990412034
