rmspe_post,rmspe_pre,mean_gap_post,mean_gap_pre,outcome,a_star,b_star,post_pre_rmspe_ratio,att,att_se,att_lower,att_upper,p_value,negative_weight_sum,effective_donors
16.54310570500842,0.3028301820178383,-14.35294626043592,-2.6283152594471307e-4,services_volume_index_ma6_post_clean,0,0,54.628325336587295,-14.35294626043592,1.6542630997316798,-17.5952423568636,-11.110650164008236,4.087152446799952e-18,7.1557362329961745,0.05610822349195287
