rmspe_post,rmspe_pre,mean_gap_post,mean_gap_pre,outcome,a_star,b_star,post_pre_rmspe_ratio,att,att_se,att_lower,att_upper,p_value,negative_weight_sum,effective_donors
14.295255439025757,2.434742769469837,-8.542808673643291,-0.011852755324178637,retail_volume_index,0,0.1,5.871361697128496,-8.542808673643291,1.299371983165408,-11.089530963167876,-5.996086384118707,4.879482536505746e-11,4.730870509896725,0.143022170056669
