donor_state,scm_weight
PR,0.44799122074806796
RN,0.17515880277155313
SC,0.17295588779549814
SP,0.1712542671188997
AC,0.022399125804650276
MT,0.007789699825712562
MG,0.0024509959356165665
PI,1.0952889169413795e-15
AL,1.7833073630702715e-16
SE,1.706672196802847e-16
DF,1.129188595346597e-16
TO,9.957406008766543e-17
PB,3.808890041503914e-17
AP,4.959595053558438e-18
RS,7.671732641361062e-19
GO,8.745151433933619e-20
AM,0
BA,0
CE,0
ES,0
MA,0
MS,0
PA,0
PE,0
RO,0
RR,0
