outcome,short_label,channel_slug,post_pre_rmspe_ratio,donor_placebo_count,ratio_p_value,abs_gap_p_value
formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,0.6854904953347055,24,0.9583333333333334,1
formal_hiring_balance_construction_sa_per_100k_wap,Construction SA,labor_market,0.8676741715267734,24,0.5833333333333334,0.6666666666666666
retail_volume_index_sa,Retail SA,consumption,3.111576533263578,24,0.16666666666666666,0.3333333333333333
services_volume_index_sa,Services SA,consumption,3.7715012729367605,24,0,0.08333333333333333
state_tax_revenue_real_pc_sa,Own tax revenue SA,public_sector,603.2585724082114,24,0.125,0.4583333333333333
icms_revenue_real_pc_sa,ICMS SA,public_sector,94.2726273734442,24,0,0.3333333333333333
public_investment_liquidated_real_pc_sa,Public investment SA,public_sector,1300.6923165672686,24,0.25,1
liquidated_expenditure_total_real_pc_sa,Total expenditure SA,public_sector,760.8036285129117,24,0.041666666666666664,0.9583333333333334
