donor_state,scm_weight
SP,0.40853554462632197
PA,0.2995388185625891
AC,0.22523484978174818
MA,0.06602005580123968
MS,6.70731226243548e-4
MG,7.136652926892331e-13
SE,5.340530154790475e-13
ES,3.2579471349091967e-13
AL,2.8331960536482847e-13
MT,3.8868642103988326e-16
DF,2.2935596369283626e-16
RJ,1.3743545407071283e-16
BA,2.186000493598743e-17
AP,0
CE,0
GO,0
PB,0
PE,0
PI,0
PR,0
RN,0
RO,0
RS,0
SC,0
