pseudo_treated_state,outcome,short_label,channel_slug,period_date,analysis_period,augmented_gap
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2013-01-01,pre,4.586977975083567
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2013-02-01,pre,-0.33155034432454755
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2013-03-01,pre,-3.0720878765849164
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2013-04-01,pre,-4.495257512138604
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2013-05-01,pre,-3.5828654325644766
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2013-06-01,pre,-2.417714220671777
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2013-07-01,pre,1.5836156748568961
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2013-08-01,pre,2.028656299060877
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2013-09-01,pre,7.1646118664306435
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2013-10-01,pre,5.963818333099121
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2013-11-01,pre,2.7714201757610457
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2013-12-01,pre,0.5964930068429055
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2014-01-01,pre,1.3319733817982335
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2014-02-01,pre,-2.0733176994354405
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2014-03-01,pre,-1.829785207955796
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2014-04-01,pre,-0.3045879291936917
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2014-05-01,pre,0.21096820203707356
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2014-06-01,pre,-0.10162188583660203
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2014-07-01,pre,-0.679183562793213
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2014-08-01,pre,0.6753409029698645
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2014-09-01,pre,-0.27916172384749416
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2014-10-01,pre,0.8965696381974944
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2014-11-01,pre,-1.4751572071698398
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2014-12-01,pre,3.6757310064524518
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2015-01-01,pre,-0.24307598993425472
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2015-02-01,pre,1.0839161584994415
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2015-03-01,pre,2.222960124109605
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2015-04-01,pre,0.35636315902240767
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2015-05-01,pre,-1.0072657081165488
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2015-06-01,pre,0.0064753768396386135
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2015-07-01,pre,-0.3411094269445769
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2015-08-01,pre,-0.6656977986241372
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2015-09-01,pre,-0.4188355900165277
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2015-10-01,pre,0.24462747303172705
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2015-11-01,pre,0.5397417090902792
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2015-12-01,pre,0.5104572003200616
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2016-01-01,pre,-1.0093926448579253
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2016-02-01,pre,-0.13219203071541585
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2016-03-01,pre,-1.3212559688200258
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2016-04-01,pre,-0.46223953008315277
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2016-05-01,pre,1.0872248094952255
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2016-06-01,pre,-0.5482378196228836
AC,formal_hiring_balance_sa_per_100k_wap,Formal hiring SA,labor_market,2016-07-01,pre,-0.7319356626668565
