outcome,short_label,channel,channel_slug,pseudo_treated_state,pre_rmspe,crisis_rmspe,post_rmspe,mean_gap_crisis,mean_gap_post,post_pre_rmspe_ratio,abs_post_mean_gap,ratio_rank_desc,abs_gap_rank_desc,donor_placebo_count,ratio_p_value,abs_gap_p_value
formal_hiring_balance_construction_per_100k_wap_ma6_clean,"Construcao civil, MM6",Mercado de trabalho,labor_market,RR,3.418285574276583,,13.910922449236692,,3.3228525091111263,4.069561230904671,3.3228525091111263,9,15,24,0.36,0.6
formal_hiring_balance_per_100k_wap_ma6_clean,"Emprego formal, MM6",Mercado de trabalho,labor_market,RR,4.544834112876091,,40.676241226732216,,24.418216557028543,8.949994700904762,24.418216557028543,3,6,24,0.12,0.24
icms_revenue_real_pc_ma4_clean,"ICMS, MM4",Setor publico estadual,public_sector,RR,5.529739107063219,,118.829053904123,,16.455377774777144,21.489088653810242,16.455377774777144,8,19,24,0.32,0.76
liquidated_expenditure_total_real_pc_ma4_clean,"Despesa total, MM4",Setor publico estadual,public_sector,RR,31.831901593071038,,232.27533675000768,,-209.68032435971926,7.296935625126708,209.68032435971926,19,2,24,0.76,0.08
public_investment_liquidated_real_pc_ma4_clean,"Investimento publico, MM4",Setor publico estadual,public_sector,RR,1.9792384526656037,,15.679765606345725,,-10.042745918834683,7.922120543499188,10.042745918834683,11,14,24,0.44,0.56
retail_volume_index_ma6_clean,"Comercio, MM6",Consumo das familias,consumption,RR,0.5395177504301116,,8.380808935488956,,8.103964964481136,15.533889160843456,8.103964964481136,13,6,24,0.52,0.24
services_volume_index_ma6_clean,"Servicos, MM6",Consumo das familias,consumption,RR,0.39745304338496756,,3.295588761546064,,3.0507218688438837,8.29176884262527,3.0507218688438837,13,13,24,0.52,0.52
state_tax_revenue_real_pc_ma4_clean,"Arrecadacao propria, MM4",Setor publico estadual,public_sector,RR,3.2228208683290727,,52.986407818857835,,-50.842408732500964,16.441003078874054,50.842408732500964,9,8,24,0.36,0.32
