donor_state,scm_weight
AC,0.7983274766782807
RO,0.15798270921976307
AP,0.0436898141019533
PB,1.2025987708001131e-15
RS,9.73082680338251e-16
CE,2.9212119469147717e-16
MA,1.16879587363267e-16
RN,8.702322419929697e-17
BA,6.983627376220937e-17
GO,4.873605547977824e-17
MG,4.840009513711434e-17
PE,3.816993655764819e-17
AL,0
DF,0
ES,0
MS,0
MT,0
PA,0
PI,0
PR,0
SE,0
SP,0
