outcome,a_star,b_star,rmspe_pre,rmspe_post,post_pre_rmspe_ratio,mean_gap_pre,mean_gap_post,att,att_se,att_lower,att_upper,p_value,negative_weight_sum,effective_donors
formal_hiring_balance_per_100k,0,0,28.2512011957789,112.80565563752545,3.9929507724570694,2.557193263527249,28.757458500885814,28.757458500885814,21.63100144358246,-13.63852527806971,71.15344227984134,0.1836976667673094,2.9608527000573996,0.3377847390292412
formal_hiring_balance_per_100k_ma6_post_clean,0,0,5.5016365483995076,55.421538786215194,10.07364595946237,-0.21234175542534817,11.565371574943565,11.565371574943565,16.731055198952618,-21.226894038355187,44.35763718824232,0.48940733312871854,3.6829661847639574,0.1847567397333748
