rmspe_post,rmspe_pre,mean_gap_post,mean_gap_pre,outcome,a_star,b_star,post_pre_rmspe_ratio,att,att_se,att_lower,att_upper,p_value,negative_weight_sum,effective_donors
55.421538786215194,5.5016365483995076,11.565371574943565,-0.21234175542534817,formal_hiring_balance_per_100k_ma6_post_clean,0,0,10.07364595946237,11.565371574943565,16.731055198952618,-21.226894038355187,44.35763718824232,0.48940733312871854,3.6829661847639574,0.1847567397333748
