event_id,state_abbrev,state_name,governor_name,governor_gender,party,term_start_date,legal_term_end_date,removal_date,return_date,event_type,event_subtype,removal_mechanism,initiating_institution,succession_type,vice_assumed,presidential_intervention,intervention_start_date,intervention_end_date,judicialization_level,electoral_justice_case,case_notes,sample_class,sample_note,include_main_sample,include_extended_sample,source_primary,source_secondary,instability_start_date,instability_start_type,instability_process_type,instability_initiating_actor,instability_start_source_id,instability_start_confidence,instability_duration_days,instability_coding_notes,regime,monthly_window_start,monthly_window_end,bim_window_start,bim_window_end,removal_month,monthly_pre_target,monthly_pre_floor,monthly_post,bim_pre_target,bim_pre_floor,bim_post,donor_exclusion_window_start,donor_exclusion_window_end,qualifying_monthly_outcomes,qualifying_bimonthly_outcomes,covariate_set,treatment_frame,sa_method,deflation,per_capita
SC_2021_01,SC,Santa Catarina,Carlos Moises,M,PSL,2019-01-01,2022-12-31,2021-03-30,2021-05-07,impeachment_suspension,second_impeachment_case_respirators,tribunal_especial_accepts_denuncia,Tribunal_Especial_de_Julgamento,vice_assumed_interim,yes,no,,,state_impeachment,no,Segundo afastamento temporario; absolvido no caso dos respiradores e reconduzido em 7 de maio de 2021,extended,Temporary interruption later reversed,0,1,ALESC,ALESC agenciaal,2020-09-03,impeachment_request_received,state_impeachment,ALESC,SRC_SC_2021_01_C,high,208,Second impeachment case was received by ALESC presidency in September and overlapped with the first case timeline.,siconfi,2018-03-01,2023-02-01,2017-04-01,2023-02-01,2021-03-01,36,20,24,24,21,12,2017-03-01,2023-03-01,"retail,services,formal_hiring,construction","icms_siconfi,tax_siconfi,investment_siconfi,totalexp_siconfi","unemployment_rate,formalization_rate,labor_income_real,transfer_dependency_ratio,health_expenditure_real_pc,education_expenditure_real_pc,public_security_expenditure_real_pc",accountability: single cut at removal_date,monthly X-13 (freq 12); bimonthly STL (freq 6),IPCA real R$ of 202103 (CONFAZ); SICONFI panel real columns,"resident population (annual, year clamped)"
