outcome,short_label,channel_slug,post_pre_rmspe_ratio,donor_placebo_count,ratio_p_value,abs_gap_p_value
retail,Retail volume,consumption,2.4708754788125162,24,0.08333333333333333,0
services,Services volume,consumption,0.5819127229265618,24,1,1
formal_hiring,Formal hiring,labor_market,1.0704874290337585,24,0.4166666666666667,1
construction,Construction,labor_market,1.2015174723030513,24,0,0.125
icms_confaz,ICMS,public_sector,1.4707845953815177,24,0.3333333333333333,0.625
tax_confaz,Tax revenue,public_sector,1.2175678541821238,24,0.5833333333333334,0.9583333333333334
