pseudo_treated_state,rmspe_pre,rmspe_post,post_pre_ratio
AC,0.11510860309134274,0.3988063117798807,3.4646090828103766
AL,0.024637357019576055,0.06153388194762345,2.4975845379328065
AM,0.02259140243098441,0.06058786213811432,2.6818991128685865
AP,0.02702458635177818,0.08862608807954371,3.279461410654015
BA,0.024716948785027223,0.11009372478818567,4.4541794274735524
CE,0.015929708431141082,0.047846619842448104,3.0036092656229956
ES,0.017346095275293055,0.1198734512266929,6.91068792856424
GO,0.024967367710948138,0.09033978432795817,3.618314328279964
MG,0.012244448107007318,0.03939346502638652,3.2172511722959745
MS,0.011441365551222603,0.04871285825364073,4.257608764928883
MT,0.011970885643893217,0.05189253253042183,4.334895017303427
PA,0.009692057959594364,0.13519351839221164,13.948897020202075
PE,0.009369989244400566,0.10309500078634638,11.00268080328429
PI,0.017220852722054262,0.03179613976148039,1.8463742925319815
PR,0.010284736677388962,0.0474342532692572,4.61210187068198
RJ,0.02436624605312568,0.03928856079618462,1.6124174692533206
RN,0.018836473785081097,0.0370994785263457,1.969555392885122
RO,0.02241563014647862,0.11438677395259,5.102991671664407
RR,0.03642728049072456,0.059959421791927724,1.646003242190839
RS,0.008643761260136613,0.04686937949718033,5.422336189840528
SC,0.027095811314838247,0.022557140152237802,0.8324954691386203
SE,0.026954457056050374,0.0633408848698683,2.3499224910431056
SP,0.018819655780566377,0.05726274991927054,3.0427097385278117
