event_id,state_abbrev,state_name,governor_name,governor_gender,party,term_start_date,legal_term_end_date,removal_date,return_date,event_type,event_subtype,removal_mechanism,initiating_institution,succession_type,vice_assumed,presidential_intervention,intervention_start_date,intervention_end_date,judicialization_level,electoral_justice_case,case_notes,sample_class,sample_note,include_main_sample,include_extended_sample,source_primary,source_secondary,instability_start_date,instability_start_type,instability_process_type,instability_initiating_actor,instability_start_source_id,instability_start_confidence,instability_duration_days,instability_coding_notes,regime,monthly_window_start,monthly_window_end,bim_window_start,bim_window_end,removal_month,monthly_pre_target,monthly_pre_floor,monthly_post,bim_pre_target,bim_pre_floor,bim_post,donor_exclusion_window_start,donor_exclusion_window_end,qualifying_monthly_outcomes,qualifying_bimonthly_outcomes,covariate_set,treatment_frame,sa_method,deflation,per_capita
TO_2009_01,TO,Tocantins,Marcelo Miranda,M,PMDB,2007-01-01,2010-12-31,2009-09-08,,electoral_cassation,abuse_of_political_power,TSE_final_decision,TSE,indirect_election_after_interim,no,no,,,TSE_final_yes,yes,Cassacao definitiva apos rejeicao dos recursos no TSE; houve eleicao indireta no estado,main,Definitive electoral removal despite unusual succession mechanism,1,1,TSE imprensa/RCN67,NSC Total 2009,2009-06-25,first_tse_cassation_decision,electoral_cassation_appeals,TSE,SRC_TO_2009_01_B,medium,75,First TSE cassation decision preceded final rejection of appeals in September.,confaz,2006-09-01,2011-08-01,2005-09-01,2011-07-01,2009-09-01,36,20,24,24,21,12,2006-09-01,2011-09-01,"retail,formal_hiring,construction,icms_confaz,tax_confaz",,"va_icms_secundario_real_pc,va_icms_terciario_real_pc,va_icms_energia_real_pc,va_icms_combustiveis_real_pc,fpe_real_pc,iof_est_real_pc",accountability: single cut at removal_date,monthly X-13 (freq 12); bimonthly STL (freq 6),IPCA real R$ of 200909 (CONFAZ); SICONFI panel real columns,"resident population (annual, year clamped)"
