state_abbrev,period_date,year,month,retail,services,formal_hiring,construction,icms_confaz,tax_confaz,treated_unit,donor_pool_main,excluded_from_main_donor_pool,analysis_period,pre_instability_clean,instability_start_date,removal_date,donor_pool_exclusion_reason
AC,2006-09-01,2006,9,44.6618603716769,,,,3.8626327059426706,4.07373850269903,FALSE,TRUE,FALSE,pre,TRUE,2009-06-25,2009-09-08,
AC,2006-10-01,2006,10,43.5777636430039,,,,4.25564126696966,4.29241696948242,FALSE,TRUE,FALSE,pre,TRUE,2009-06-25,2009-09-08,
AC,2006-11-01,2006,11,43.5500478906288,,,,3.939952508489595,4.16118413907801,FALSE,TRUE,FALSE,pre,TRUE,2009-06-25,2009-09-08,
AC,2006-12-01,2006,12,43.7711852388531,,,,3.9849181263714892,4.12456795659337,FALSE,TRUE,FALSE,pre,TRUE,2009-06-25,2009-09-08,
AC,2007-01-01,2007,1,45.8554750690781,,3.76379711401565,9.63635488804452,4.029239416869875,4.32677517720599,FALSE,TRUE,FALSE,pre,TRUE,2009-06-25,2009-09-08,
AC,2007-02-01,2007,2,42.5499643546523,,-2.1182325726788,-7.49619580441575,3.9098944442374566,4.21477454458165,FALSE,TRUE,FALSE,pre,TRUE,2009-06-25,2009-09-08,
AC,2007-03-01,2007,3,41.8461016215218,,49.8771421961109,4.48755451317449,3.95787584184772,4.21685343738463,FALSE,TRUE,FALSE,pre,TRUE,2009-06-25,2009-09-08,
AC,2007-04-01,2007,4,41.0753440473832,,9.9794197354189,-27.6302805912146,4.1098978799690276,4.20237591440872,FALSE,TRUE,FALSE,pre,TRUE,2009-06-25,2009-09-08,
AC,2007-05-01,2007,5,41.9928974103063,,-26.3860195512327,-17.6059287801492,3.900410885312201,4.14913275762336,FALSE,TRUE,FALSE,pre,TRUE,2009-06-25,2009-09-08,
AC,2007-06-01,2007,6,42.0267554972099,,-2.02476977131063,-29.0959154128413,3.9477660616624934,4.21635441699038,FALSE,TRUE,FALSE,pre,TRUE,2009-06-25,2009-09-08,
AC,2007-07-01,2007,7,41.9949400794975,,-28.2092700648071,-26.466028555903,4.032241747599623,4.27748145348798,FALSE,TRUE,FALSE,pre,TRUE,2009-06-25,2009-09-08,
AC,2007-08-01,2007,8,41.8560694471492,,-48.4410709376844,-21.8284940553624,4.038006953729839,4.26042065131934,FALSE,TRUE,FALSE,pre,TRUE,2009-06-25,2009-09-08,
AC,2007-09-01,2007,9,41.7847056771433,,-3.14429648068039,-12.9885301437995,3.9788060243888816,4.18712285073354,FALSE,TRUE,FALSE,pre,TRUE,2009-06-25,2009-09-08,
