outcome,short_label,channel_slug,post_pre_rmspe_ratio,donor_placebo_count,ratio_p_value,abs_gap_p_value
retail,Retail volume,consumption,4.3901003319784495,23,0.21739130434782608,0.8260869565217391
formal_hiring,Formal hiring,labor_market,3.546466866207818,23,0.043478260869565216,0.9565217391304348
construction,Construction,labor_market,3.264780239736017,23,0.43478260869565216,0.8695652173913043
icms_confaz,ICMS,public_sector,5.551884681976401,23,0,0.6956521739130435
tax_confaz,Tax revenue,public_sector,5.39067025803818,23,0.08695652173913043,0.8260869565217391
