pseudo_treated_state,outcome,channel_slug,period_date,analysis_period,augmented_gap
AC,retail,consumption,2014-05-01,pre,5.159985182714053
AC,retail,consumption,2014-06-01,pre,0.6878611315410552
AC,retail,consumption,2014-07-01,pre,6.013174293763257
AC,retail,consumption,2014-08-01,pre,0.3971906528238378
AC,retail,consumption,2014-09-01,pre,-1.8037063623859666
AC,retail,consumption,2014-10-01,pre,3.2958395441524004
AC,retail,consumption,2014-11-01,pre,-6.30685148262269
AC,retail,consumption,2014-12-01,pre,-7.333371553007851
AC,retail,consumption,2015-01-01,pre,-3.9897341781627347
AC,retail,consumption,2015-02-01,pre,-7.140707301287321
AC,retail,consumption,2015-03-01,pre,2.391457370569185
AC,retail,consumption,2015-04-01,pre,-6.598260280359042
AC,retail,consumption,2015-05-01,pre,3.1382343172790854
AC,retail,consumption,2015-06-01,pre,-3.0425369641753264
AC,retail,consumption,2015-07-01,pre,-3.629577234138509
AC,retail,consumption,2015-08-01,pre,3.3283760320668563
AC,retail,consumption,2015-09-01,pre,3.4835910288996246
AC,retail,consumption,2015-10-01,pre,2.8216508167227943
AC,retail,consumption,2015-11-01,pre,2.6476111042115917
AC,retail,consumption,2015-12-01,pre,-0.8795774451285041
AC,retail,consumption,2016-01-01,pre,-0.4161257631019737
AC,retail,consumption,2016-02-01,pre,2.3487373687128894
AC,retail,consumption,2016-03-01,pre,7.020972142150754
AC,retail,consumption,2016-04-01,pre,8.6254916039683
AC,retail,consumption,2016-05-01,pre,0.79935482206551
AC,retail,consumption,2016-06-01,pre,0.48778377521261973
AC,retail,consumption,2016-07-01,pre,3.849233895855491
AC,retail,consumption,2016-08-01,pre,1.3149566219921809
AC,retail,consumption,2016-09-01,pre,-0.17991113979209672
AC,retail,consumption,2016-10-01,pre,-2.3820611187583296
AC,retail,consumption,2016-11-01,pre,-9.717917187210702
AC,retail,consumption,2016-12-01,pre,-4.3896645943155335
AC,retail,consumption,2017-01-01,pre,0.6463895113642479
AC,retail,consumption,2017-02-01,pre,3.7402674886205602
AC,retail,consumption,2017-03-01,pre,-8.29962534549523
AC,retail,consumption,2017-04-01,pre,2.5713180037495817
AC,retail,consumption,2017-05-01,post,-0.4647679922041448
AC,retail,consumption,2017-06-01,post,2.9411095346411003
AC,retail,consumption,2017-07-01,post,1.2626035504280964
AC,retail,consumption,2017-08-01,post,-1.5993266061100115
AC,retail,consumption,2017-09-01,post,1.048439003252824
AC,retail,consumption,2017-10-01,post,-3.4293682667729115
AC,retail,consumption,2017-11-01,post,3.963237827209241
AC,retail,consumption,2017-12-01,post,9.319287112781211
AC,retail,consumption,2018-01-01,post,-6.9000292848584195
AC,retail,consumption,2018-02-01,post,-5.876480571143702
AC,retail,consumption,2018-03-01,post,-10.986518057291292
AC,retail,consumption,2018-04-01,post,-7.53620831498813
AC,retail,consumption,2018-05-01,post,-7.819794914428201
AC,retail,consumption,2018-06-01,post,-3.080121153231758
AC,retail,consumption,2018-07-01,post,-5.9596374073690015
AC,retail,consumption,2018-08-01,post,-3.632784738802087
AC,retail,consumption,2018-09-01,post,-5.162636525010527
AC,retail,consumption,2018-10-01,post,-0.5709376065181146
AC,retail,consumption,2018-11-01,post,3.024092199615623
AC,retail,consumption,2018-12-01,post,3.5942183655220816
AC,retail,consumption,2019-01-01,post,-1.5393233331195972
AC,retail,consumption,2019-02-01,post,0.10543229296150969
AC,retail,consumption,2019-03-01,post,-1.3027459685161773
AC,retail,consumption,2019-04-01,post,-1.8690092056996832
AC,services,consumption,2014-05-01,pre,-4.505711318131574
AC,services,consumption,2014-06-01,pre,-2.8783917993253993
AC,services,consumption,2014-07-01,pre,0.060529683351660424
AC,services,consumption,2014-08-01,pre,2.570817964951331
AC,services,consumption,2014-09-01,pre,0.031441986804921385
AC,services,consumption,2014-10-01,pre,-0.8399260039018799
AC,services,consumption,2014-11-01,pre,4.814830335065821
AC,services,consumption,2014-12-01,pre,4.15843542134877
AC,services,consumption,2015-01-01,pre,2.2543689917324485
AC,services,consumption,2015-02-01,pre,10.117638935488614
AC,services,consumption,2015-03-01,pre,1.81804384698043
AC,services,consumption,2015-04-01,pre,0.1354085314454352
AC,services,consumption,2015-05-01,pre,1.4854218984020662
AC,services,consumption,2015-06-01,pre,-17.509602072298918
AC,services,consumption,2015-07-01,pre,0.2631511620962783
AC,services,consumption,2015-08-01,pre,-11.41373757792688
AC,services,consumption,2015-09-01,pre,-6.191149599211528
AC,services,consumption,2015-10-01,pre,-0.6029361598045995
AC,services,consumption,2015-11-01,pre,-6.303770014033873
AC,services,consumption,2015-12-01,pre,-14.304433864902919
AC,services,consumption,2016-01-01,pre,-9.193165964756773
AC,services,consumption,2016-02-01,pre,-17.9197476143965
AC,services,consumption,2016-03-01,pre,3.578202300867332
AC,services,consumption,2016-04-01,pre,3.4630546335636865
