period_date,analysis_period,treated_value,scm_synthetic_value,augmentation_correction,augmentation_lambda,augmentation_cv_rmse,augmented_synthetic_value,scm_gap,augmented_gap,outcome
2016-04-01,pre,97.93241494874044,97.67715155530799,0.15348844915046495,1e-4,0.0401505852959444,97.830640004458445,0.2552633934324575,0.10177494428199907,services_volume_index_ma6_clean
2016-05-01,pre,96.80084592302988,97.09758950549417,-0.040736032375559575,0.004763938010401341,0.05526231165997242,97.05685347311861,-0.29674358246428767,-0.2560075500887251,services_volume_index_ma6_clean
2016-06-01,pre,95.55243405562024,96.2115534886867,-0.856895154959025,8.227241341700474e-4,0.0655717993812521,95.35465833372768,-0.6591194330664649,0.19777572189255466,services_volume_index_ma6_clean
2016-07-01,pre,95.4465722409067,96.0642250786521,-0.5299741071549477,1e-4,0.05675911664263648,95.53425097149716,-0.6176528377453963,-0.08767873059045428,services_volume_index_ma6_clean
2016-08-01,pre,96.2490122611765,96.60928055634355,-0.41834312410362373,1e-4,0.09411311558763318,96.19093743223992,-0.36026829516704595,0.05807482893658289,services_volume_index_ma6_clean
2016-09-01,pre,95.91314534472318,95.34212207528785,0.5289098562622141,0.00335292414924956,0.06951810625774349,95.87103193155006,0.5710232694353294,0.042113413173112235,services_volume_index_ma6_clean
2016-10-01,pre,95.74154559142394,94.81826659764465,1.0755937599392578,1e-4,0.061916632021339235,95.8938603575839,0.9232789937792916,-0.15231476615996087,services_volume_index_ma6_clean
2016-11-01,pre,95.6709912876114,94.25692040347964,1.66683109333517,1e-4,0.07606631348314181,95.92375149681482,1.4140708841317604,-0.2527602092034158,services_volume_index_ma6_clean
2016-12-01,pre,95.5498338970106,93.47945712354284,1.754917155101651,1e-4,0.08461821182851285,95.2343742786445,2.070376773467757,0.3154596183661056,services_volume_index_ma6_clean
2017-01-01,pre,92.6267716616428,91.95132712327124,0.7315109084037801,1e-4,0.07856801772249443,92.68283803167502,0.6754445383715648,-0.056066370032212376,services_volume_index_ma6_clean
2017-02-01,pre,89.5431960635313,89.98505782908732,-0.37086414917264127,0.039194067748472214,0.08592623436921844,89.61419367991468,-0.44186176555602685,-0.07099761638338009,services_volume_index_ma6_clean
2017-03-01,pre,86.82484810144847,89.48279681756124,-2.8493297376677047,0.055688139909452726,0.05347192476495376,86.63346707989353,-2.65794871611277,0.19138102155493186,services_volume_index_ma6_clean
2017-04-01,pre,84.33753744692712,88.4672689520286,-4.187126443288705,0.07912342618981327,0.06442213792106535,84.2801425087399,-4.129731505101489,0.057394938187215416,services_volume_index_ma6_clean
2017-05-01,pre,81.77387392059487,87.51390468626195,-5.827457225517359,0.019414919457438815,0.059468583316151076,81.68644746074459,-5.740030765667086,0.08742645985027764,services_volume_index_ma6_clean
2017-06-01,pre,79.55151157077724,86.2726434295805,-6.735602397004014,0.0011689518164985776,0.09362755674302854,79.53704103257648,-6.721131858803261,0.01447053820075439,services_volume_index_ma6_clean
2017-07-01,pre,79.70645495089485,86.83334625603797,-6.935846722215429,0.013664483492953258,0.06627425651596355,79.89749953382254,-7.126891305143118,-0.1910445829276881,services_volume_index_ma6_clean
2017-08-01,pre,82.05685725400677,87.62151700419678,-5.205892186937657,0.009617248711152965,0.06486414015787768,82.41562481725911,-5.564659750190003,-0.3587675632523428,services_volume_index_ma6_clean
2017-09-01,pre,83.70110755327502,87.10809007925069,-3.4565272910078044,0.039194067748472214,0.07362216020575399,83.65156278824288,-3.406982525975664,0.049544765032138116,services_volume_index_ma6_clean
2017-10-01,pre,85.13432176505623,86.86743089591674,-1.1922173819290012,1e-4,0.08955761733661036,85.67521351398774,-1.7331091308605124,-0.5408917489315144,services_volume_index_ma6_clean
