scm_rmspe_post,scm_rmspe_post_partial_window_ma12,scm_rmspe_pre,augmented_rmspe_post,augmented_rmspe_post_partial_window_ma12,augmented_rmspe_pre,scm_mean_gap_post,scm_mean_gap_post_partial_window_ma12,scm_mean_gap_pre,augmented_mean_gap_post,augmented_mean_gap_post_partial_window_ma12,augmented_mean_gap_pre,outcome,scm_post_pre_rmspe_ratio,augmented_post_pre_rmspe_ratio
470.43252776364255,1846.9829654513985,227.70107777881609,247.88337516330114,1039.0540164120719,35.60474552393088,145.33501612035343,-1734.7019826408855,91.24409720026594,11.32467316698553,-769.6620472455131,2.2929630013272906,formal_hiring_balance_ma12,2.066009227328342,6.962088101337285
