scm_rmspe_post,scm_rmspe_post_partial_window_ma6,scm_rmspe_pre,augmented_rmspe_post,augmented_rmspe_post_partial_window_ma6,augmented_rmspe_pre,scm_mean_gap_post,scm_mean_gap_post_partial_window_ma6,scm_mean_gap_pre,augmented_mean_gap_post,augmented_mean_gap_post_partial_window_ma6,augmented_mean_gap_pre,outcome,scm_post_pre_rmspe_ratio,augmented_post_pre_rmspe_ratio
1017.9936333291718,2302.3328880240697,361.4539963527122,379.7472117398815,1237.1035046164652,33.385050494636985,-91.02335504437526,-2209.698799449282,93.96188792479666,4.622264795350582,-1152.3555174051446,2.1296779578491534,formal_hiring_balance_ma6,2.8163850548101244,11.3747682304954
