donor_state,scm_weight
TO,0.6373241079061069
AP,0.27355418555540884
AC,0.08815613474160362
SP,9.655717968796156e-4
PE,4.3892020304832696e-16
PB,4.0107369575367194e-16
SE,5.80823599165533e-17
BA,3.7230667525565225e-17
RJ,3.1696856431566686e-17
PR,2.895930161539599e-17
MG,1.813394307888708e-17
ES,5.672293581636313e-18
SC,5.574196627150923e-18
AL,0
AM,0
CE,0
DF,0
GO,0
MA,0
MS,0
MT,0
PA,0
RN,0
RO,0
RS,0
