outcome,a_star,b_star,rmspe_pre,rmspe_post,post_pre_rmspe_ratio,mean_gap_pre,mean_gap_post,att,att_se,att_lower,att_upper,p_value,negative_weight_sum,effective_donors
formal_hiring_balance,0,0.2,296.4442094658487,607.9504917077456,2.050809131347811,22.466009664059165,-87.46341935232003,-87.46341935232003,1501.2014956036571,-3029.7642842731516,2854.837445568511,0.9535397139896383,0.35894000551479766,2.3879030103752608
formal_hiring_balance_ma6_post_clean,0,0,34.137395424422856,322.3137269059107,9.441661348168301,0.8606560687664798,105.45274707164269,105.45274707164269,1439.8344939366452,-2716.5710047426364,2927.4764988859215,0.9416155405893429,0.7230488140291876,0.91340649838102
retail_volume_index,0,0.1,2.434742769469837,14.295255439025757,5.871361697128496,-0.011852755324178637,-8.542808673643291,-8.542808673643291,1.299371983165408,-11.089530963167876,-5.996086384118707,4.879482536505746e-11,4.730870509896725,0.143022170056669
retail_volume_index_ma6_post_clean,0,0.1,0.3455501536484167,19.80047050087019,57.301292711958595,-1.849073416094273e-4,-10.803098591352418,-10.803098591352418,0.9478566779324644,-12.66086354260583,-8.945333640099006,4.3080919618523986e-30,8.726661883775797,0.042262417990412034
services_volume_index,0,0,1.855872712595015,17.265160715488125,9.302987536977541,-0.004758321988795241,-14.445901210852101,-14.445901210852101,1.3569137216449463,-17.105403235404403,-11.7863991862998,1.8173464629655356e-26,5.471152663445994,0.09157913828243927
services_volume_index_ma6_post_clean,0,0,0.3028301820178383,16.54310570500842,54.628325336587295,-2.6283152594471307e-4,-14.35294626043592,-14.35294626043592,1.6542630997316798,-17.5952423568636,-11.110650164008236,4.087152446799952e-18,7.1557362329961745,0.05610822349195287
