rmspe_post,rmspe_pre,mean_gap_post,mean_gap_pre,outcome,a_star,b_star,post_pre_rmspe_ratio,att,att_se,att_lower,att_upper,p_value,negative_weight_sum,effective_donors
17.265160715488125,1.855872712595015,-14.445901210852101,-0.004758321988795241,services_volume_index,0,0,9.302987536977541,-14.445901210852101,1.3569137216449463,-17.105403235404403,-11.7863991862998,1.8173464629655356e-26,5.471152663445994,0.09157913828243927
