rmspe_post,rmspe_pre,mean_gap_post,mean_gap_pre,outcome,a_star,b_star,post_pre_rmspe_ratio,att,att_se,att_lower,att_upper,p_value,negative_weight_sum,effective_donors
322.3137269059107,34.137395424422856,105.45274707164269,0.8606560687664798,formal_hiring_balance_ma6_post_clean,0,0,9.441661348168301,105.45274707164269,1439.8344939366452,-2716.5710047426364,2927.4764988859215,0.9416155405893429,0.7230488140291876,0.91340649838102
