period_date,analysis_period,treated_value,synthetic_value,gap,outcome,period_variance,period_se,gap_lower,gap_upper,a_star,b_star
2016-01-01,pre,75.68497,75.89209057059936,-0.20712057059935773,retail_volume_index_ma6_post_clean,0.03150894902150687,0.17750760271466365,-0.5550290789021428,0.1407879377034273,0,0.1
2016-02-01,pre,73.181065,73.6176217564862,-0.43655675648619763,retail_volume_index_ma6_post_clean,0.07428141476110027,0.27254616996226577,-0.9707374337365707,0.09762392076417548,0,0.1
2016-03-01,pre,74.30825333333334,73.8067082231176,0.5015451102157442,retail_volume_index_ma6_post_clean,0.05735749921855087,0.23949425717238162,0.032144991653702826,0.9709452287777856,0,0.1
2016-04-01,pre,74.4330175,73.94092813331757,0.4920893666824355,retail_volume_index_ma6_post_clean,0.0866783308565004,0.29441183885248295,-0.08494723409064109,1.0691259674555122,0,0.1
2016-05-01,pre,74.34267,74.2331740607236,0.10949593927639967,retail_volume_index_ma6_post_clean,0.02399102124518881,0.15489035233089507,-0.1940835728448742,0.41307545139767354,0,0.1
2016-06-01,pre,74.40290166666666,74.17320211339619,0.22969955327047842,retail_volume_index_ma6_post_clean,0.04453939783275683,0.21104359225704256,-0.1839382867212811,0.6433373932622379,0,0.1
2016-07-01,pre,75.27195333333333,75.76258147568197,-0.4906281423486405,retail_volume_index_ma6_post_clean,0.01952493419779446,0.13973165066581894,-0.7644971451539778,-0.21675913954330317,0,0.1
2016-08-01,pre,77.543535,78.06872483531504,-0.5251898353150324,retail_volume_index_ma6_post_clean,0.025332560647423542,0.15916205781348625,-0.8371417363347473,-0.2132379342953175,0,0.1
2016-09-01,pre,78.62769833333334,79.17752185624296,-0.5498235229096196,retail_volume_index_ma6_post_clean,0.05715477445904054,0.23907064742255696,-1.0183933816185045,-0.08125366420073454,0,0.1
2016-10-01,pre,80.26255,79.83866811415504,0.42388188584496334,retail_volume_index_ma6_post_clean,0.05420518485419328,0.23282006969802513,-0.03243706564127097,0.8802008373311976,0,0.1
2016-11-01,pre,81.85437833333333,81.82038918457576,0.033989148757569865,retail_volume_index_ma6_post_clean,0.03147059179585746,0.1773995259177923,-0.3137075329157828,0.3816858304309225,0,0.1
2016-12-01,pre,85.96731833333334,85.4159832324827,0.5513351008506362,retail_volume_index_ma6_post_clean,0.02774982176060655,0.16658277750297762,0.22483885650015095,0.8778313452011215,0,0.1
2017-01-01,pre,83.22848333333333,83.15758373804552,0.07089959528781264,retail_volume_index_ma6_post_clean,0.058310017169280734,0.24147467190014096,-0.40238206481508976,0.544181255390715,0,0.1
2017-02-01,pre,79.880575,79.93722923304655,-0.056654233046558033,retail_volume_index_ma6_post_clean,0.05267557017399058,0.2295115905003287,-0.5064886844617074,0.39318021836859135,0,0.1
2017-03-01,pre,77.58627,77.3321598737587,0.2541101262413008,retail_volume_index_ma6_post_clean,0.031219233683180143,0.17668965358271588,-0.09219523122168077,0.6004154837042823,0,0.1
2017-04-01,pre,74.766265,74.91720145529044,-0.15093645529043442,retail_volume_index_ma6_post_clean,0.026523060067910303,0.16285901899468233,-0.4701342670775363,0.16826135649666746,0,0.1
2017-05-01,pre,72.885925,73.4928217114328,-0.6068967114327961,retail_volume_index_ma6_post_clean,0.04906518435427655,0.22150662372551425,-1.0410417162718693,-0.17275170659372285,0,0.1
2017-06-01,pre,68.34416666666667,68.17283041481329,0.17133625185337564,retail_volume_index_ma6_post_clean,0.015481544649678491,0.12442485543362504,-0.07253198357813223,0.4152044872848835,0,0.1
2017-07-01,pre,70.51462333333333,70.44019840798893,0.07442492534440248,retail_volume_index_ma6_post_clean,0.044927324421260635,0.21196066715610384,-0.3410103484206429,0.48986019910944784,0,0.1
