period_date,analysis_period,treated_value,synthetic_value,gap,outcome,period_variance,period_se,gap_lower,gap_upper,a_star,b_star
2016-01-01,pre,-84,-72.53609180959626,-11.463908190403743,formal_hiring_balance_ma6_post_clean,60697.678691006186,246.36898889877799,-494.3382533395569,471.4104369587494,0,0
2016-02-01,pre,-83.5,-44.932882470665675,-38.567117529334325,formal_hiring_balance_ma6_post_clean,101502.4951733433,318.594562372529,-663.000985449791,585.8667503911222,0,0
2016-03-01,pre,17.666666666666668,-31.038179859044646,48.70484652571132,formal_hiring_balance_ma6_post_clean,108812.12598752337,329.86683068705673,-597.8222613152916,695.2319543667143,0,0
2016-04-01,pre,-2.75,19.096801971827745,-21.846801971827745,formal_hiring_balance_ma6_post_clean,75965.85211074635,275.61903437670327,-562.0501828038731,518.3565788602176,0,0
2016-05-01,pre,-10.8,-28.158967464511534,17.358967464511533,formal_hiring_balance_ma6_post_clean,87213.49233256304,295.31930572274314,-561.4562356914383,596.1741706204615,0,0
2016-06-01,pre,-47.666666666666664,-62.95387010505715,15.287203438390485,formal_hiring_balance_ma6_post_clean,170423.12790215126,412.8233616235293,-793.8317173204814,824.4061241972624,0,0
2016-07-01,pre,-48.666666666666664,-70.99857077915573,22.331904112489063,formal_hiring_balance_ma6_post_clean,27996.412681438087,167.32128579902226,-305.6117899005277,350.2755981255058,0,0
2016-08-01,pre,-24.333333333333332,-18.561646761732277,-5.771686571601055,formal_hiring_balance_ma6_post_clean,146442.7788924935,382.6784275243295,-755.807622179708,744.2642490365058,0,0
2016-09-01,pre,-3.5,37.51928083375316,-41.01928083375316,formal_hiring_balance_ma6_post_clean,115947.39830709936,340.51049661809157,-708.4075905630602,626.369028895554,0,0
2016-10-01,pre,-27.333333333333332,-12.328662977411966,-15.004670355921366,formal_hiring_balance_ma6_post_clean,44128.11720798842,210.06693506591756,-426.72829742783387,396.71895671599117,0,0
2016-11-01,pre,-24,-69.08470121957026,45.08470121957026,formal_hiring_balance_ma6_post_clean,54482.98129966759,233.41589770122255,-412.4020516939114,502.57145413305193,0,0
2016-12-01,pre,-67,-73.41996252226079,6.419962522260789,formal_hiring_balance_ma6_post_clean,37888.13299151058,194.64874258908168,-375.08456258834696,387.92448763286853,0,0
2017-01-01,pre,-9,-89.26561471827642,80.26561471827642,formal_hiring_balance_ma6_post_clean,345471.81080841733,587.7685010345632,-1071.7394785565607,1232.2707079931133,0,0
2017-02-01,pre,7.833333333333333,-32.61142942381662,40.44476275714995,formal_hiring_balance_ma6_post_clean,104470.41853613088,323.2188400080213,-593.0525227833855,673.9420482976855,0,0
2017-03-01,pre,-64,-38.66919208721572,-25.33080791278428,formal_hiring_balance_ma6_post_clean,92488.38924498219,304.1190379522173,-621.3931693120999,570.7315534865313,0,0
