pseudo_treated_state,outcome,channel_slug,period_date,analysis_period,augmented_gap
AC,retail,consumption,2017-08-01,pre,-3.7175530186565737
AC,retail,consumption,2017-09-01,pre,-1.9898800042583105
AC,retail,consumption,2017-10-01,pre,-1.487020067479989
AC,retail,consumption,2017-11-01,pre,-3.9694392405483256
AC,retail,consumption,2017-12-01,pre,8.170108443650179
AC,retail,consumption,2018-01-01,pre,-4.596106423586292
AC,retail,consumption,2018-02-01,pre,-3.270428942569822
AC,retail,consumption,2018-03-01,pre,-2.533154313577853
AC,retail,consumption,2018-04-01,pre,-9.346969539715246
AC,retail,consumption,2018-05-01,pre,-1.5747407422250745
AC,retail,consumption,2018-06-01,pre,0.7023622582132845
AC,retail,consumption,2018-07-01,pre,-3.855696943713909
AC,retail,consumption,2018-08-01,pre,1.5159753977818582
AC,retail,consumption,2018-09-01,pre,4.72580858091932
AC,retail,consumption,2018-10-01,pre,3.657726441057875
AC,retail,consumption,2018-11-01,pre,2.9115109378423796
AC,retail,consumption,2018-12-01,pre,11.767339567226472
AC,retail,consumption,2019-01-01,pre,-0.2528379197942314
AC,retail,consumption,2019-02-01,pre,0.6036199751102771
AC,retail,consumption,2019-03-01,pre,0.6613920518105942
AC,retail,consumption,2019-04-01,pre,-0.16215298829771996
AC,retail,consumption,2019-05-01,pre,-0.5752276890854802
AC,retail,consumption,2019-06-01,pre,-0.11865491146321006
AC,retail,consumption,2019-07-01,pre,-0.04733653932419202
AC,retail,consumption,2019-08-01,pre,1.368605075182387
AC,retail,consumption,2019-09-01,pre,-3.0063965009237137
AC,retail,consumption,2019-10-01,pre,-3.653078950314722
AC,retail,consumption,2019-11-01,pre,-1.9832315251487955
AC,retail,consumption,2019-12-01,pre,1.140145424491223
AC,retail,consumption,2020-01-01,pre,0.1694467297415514
AC,retail,consumption,2020-02-01,pre,6.008842544068955
AC,retail,consumption,2020-03-01,pre,2.6058003073775353
AC,retail,consumption,2020-04-01,pre,2.930400498743893
AC,retail,consumption,2020-05-01,pre,-2.7604871582724826
AC,retail,consumption,2020-06-01,pre,-0.10095609654359805
AC,retail,consumption,2020-07-01,pre,-1.7559691902236807
AC,retail,consumption,2020-08-01,post,-0.6236594325782079
AC,retail,consumption,2020-09-01,post,1.9286405944335314
AC,retail,consumption,2020-10-01,post,0.46410121351445355
