pre_rmspe,post_rmspe,mean_abs_gap_post,post_pre_ratio,pseudo_treated_state,outcome,channel_slug
2.4197060845887566,3.593987538316053,2.85298242743592,1.4852992110101142,AC,retail,consumption
4.314460573503728,5.722381598422834,4.95393767203923,1.326326084323387,AC,services,consumption
38.67404213870889,47.84443296662008,37.20769316868563,1.2371200505760565,AC,formal_hiring,labor_market
8.992645050138668,17.61166706445622,11.783180409923586,1.9584523759430097,AC,construction,labor_market
38.45355426405292,30.193559597154117,20.50850299050524,0.785195547590242,AC,icms_siconfi,public_sector
42.131803000228594,47.57498020678861,38.4485121683563,1.1291940249158214,AC,tax_siconfi,public_sector
16.754140352238263,67.09335949258747,42.52259090255944,4.004583827162708,AC,investment_siconfi,public_sector
98.15747343978694,156.42678553134223,103.02094425474444,1.5936309284417312,AC,totalexp_siconfi,public_sector
3.873015239403218,4.991338974147169,3.9601636785619143,1.2887475689138446,AM,retail,consumption
2.301777688695006,6.513849003742074,4.924185234696656,2.8299209935582894,AM,services,consumption
26.36873061425109,24.276982775767955,19.82827699000872,0.9206731689483513,AM,formal_hiring,labor_market
6.347566826127577,6.326888281302302,5.014179038275471,0.9967422879677046,AM,construction,labor_market
17.82511954097479,84.47652840549584,78.08931351912608,4.739184397126132,AM,icms_siconfi,public_sector
25.50126895478903,72.66619112450496,61.54201667957788,2.849512753790182,AM,tax_siconfi,public_sector
14.405451355466187,39.922376503026754,31.96912276120241,2.7713381217922133,AM,investment_siconfi,public_sector
68.99386571231628,192.99849406018964,148.29877288372424,2.797328314156732,AM,totalexp_siconfi,public_sector
4.043632639201163,16.76047900210573,13.53452511452306,4.144906448627547,AP,retail,consumption
3.910894616544733,5.275169742489329,4.324880698007701,1.3488396542758112,AP,services,consumption
31.064953499677657,59.90415670680623,45.55510289799816,1.928351726244426,AP,formal_hiring,labor_market
11.338907752507316,12.862538366152455,9.775730211491052,1.1343719030881283,AP,construction,labor_market
23.456498244032264,41.39838451598808,39.081852328760874,1.764900458938731,AP,icms_siconfi,public_sector
34.09698613420069,58.61065825381765,52.12571553498568,1.718939557388878,AP,tax_siconfi,public_sector
19.54268348296879,63.91952920020177,43.29856488858882,3.2707652076495464,AP,investment_siconfi,public_sector
164.48721535414694,553.1182624682306,430.3129139581894,3.362682390101546,AP,totalexp_siconfi,public_sector
2.128022997101477,6.023292490637482,4.664337006364277,2.830464002899239,BA,retail,consumption
2.120496332389776,4.757316580964644,3.7761865483368506,2.24349201094972,BA,services,consumption
19.409324410350216,17.980429902287515,14.617201793119166,0.9263810281155006,BA,formal_hiring,labor_market
6.760144972635549,8.392072314994312,7.334300538715115,1.2414041931000972,BA,construction,labor_market
15.735588575244613,31.29238981685397,24.648850191410315,1.9886380269298267,BA,icms_siconfi,public_sector
24.62572554447209,36.53967674386658,30.737078490771427,1.483801022547695,BA,tax_siconfi,public_sector
11.361716191094855,48.65493567559577,40.35129851391896,4.282357951673779,BA,investment_siconfi,public_sector
53.25497734775572,149.46995110653808,134.4946467157304,2.806685094061674,BA,totalexp_siconfi,public_sector
2.4078260419109383,9.911016338719536,9.381076150802821,4.1161679316558075,CE,retail,consumption
2.4248627143293375,2.4535230226550584,1.8645755395555152,1.0118193529705237,CE,services,consumption
23.200748281531514,13.997106033619797,9.986037051583697,0.6033040772552112,CE,formal_hiring,labor_market
3.494728255547482,5.840335730512649,4.796591223972852,1.6711845109106218,CE,construction,labor_market
14.440248749126473,39.927172162919284,36.9309125894348,2.7649919926299455,CE,icms_siconfi,public_sector
19.887664574995373,65.85129719187613,61.82487102868931,3.3111629041989437,CE,tax_siconfi,public_sector
8.060205611209636,35.79938094274053,28.51966362407634,4.441497235871124,CE,investment_siconfi,public_sector
39.15803699873094,78.86192853902915,65.51826970596291,2.0139397830791403,CE,totalexp_siconfi,public_sector
2.3228840579738375,4.046407613421777,2.9427885567689795,1.7419757131362392,DF,retail,consumption
4.44212196276333,9.67907033568048,8.786713438340584,2.1789294433643556,DF,services,consumption
41.421467363141446,51.85412229767092,39.25866595882742,1.25186589463542,DF,formal_hiring,labor_market
8.099213363793213,12.141022476731548,10.236680441011412,1.4990372436670047,DF,construction,labor_market
105.20852425497614,97.1621691804269,75.92108937486799,0.9235199321392566,DF,icms_siconfi,public_sector
118.18879363959606,146.15884391518185,132.1622539711624,1.2366556880246822,DF,tax_siconfi,public_sector
15.095257347970279,59.02463892404542,30.242545402222955,3.910144594651904,DF,investment_siconfi,public_sector
122.2896283940803,262.7777060266492,228.67453875876313,2.1488143310064185,DF,totalexp_siconfi,public_sector
1.9953549071790553,5.181063086056314,4.7029118005326405,2.5965621791970195,ES,retail,consumption
1.5821727825444956,8.607510379294673,7.212072347995891,5.440309980210777,ES,services,consumption
31.00602625833336,34.7725831155155,20.973305683733553,1.1214782192919617,ES,formal_hiring,labor_market
8.25420663601072,9.447355505135606,7.654144085049447,1.1445503997827633,ES,construction,labor_market
21.083480048246926,74.10170491067115,67.84825812474169,3.5146809132599834,ES,icms_siconfi,public_sector
26.06619103297209,55.744303390693396,46.64132942001667,2.1385672851158177,ES,tax_siconfi,public_sector
11.858142492039258,33.919684995415075,24.98246887345701,2.860455169786197,ES,investment_siconfi,public_sector
33.15977496659987,142.69573244248144,118.09826102412461,4.303278070680863,ES,totalexp_siconfi,public_sector
1.0050053728686157,2.2836818412685824,2.022849298747096,2.2723080919957708,GO,retail,consumption
1.5110534297465905,2.3106388665286732,1.873976356094938,1.5291576201353623,GO,services,consumption
26.572546129245197,33.17596963442218,23.060522605558713,1.2485054865671827,GO,formal_hiring,labor_market
6.230558350980391,7.372719785585948,6.011694148068329,1.18331606418963,GO,construction,labor_market
18.085716897602136,71.72565032940953,54.54109786635921,3.9658726682224663,GO,icms_siconfi,public_sector
24.702267911050427,46.5937858142385,35.80476697057707,1.8862149006729467,GO,tax_siconfi,public_sector
14.545722055688959,31.29733252130746,24.01906263944264,2.1516520391001697,GO,investment_siconfi,public_sector
70.793945619825,163.80034874246306,119.57500553960234,2.3137621064673746,GO,totalexp_siconfi,public_sector
2.626228066223608,8.6505685696385,7.867224650581026,3.2939136859037563,MA,retail,consumption
1.660106978349096,3.8351089077599827,3.013348783847428,2.3101576933155425,MA,services,consumption
12.862321445597317,26.918921653438314,20.641678824422844,2.092850949752346,MA,formal_hiring,labor_market
4.3660944849008905,7.2995298600050065,6.370703798784279,1.6718671309676671,MA,construction,labor_market
27.5320720056615,29.471768027436728,24.171820562090087,1.0704522355373893,MA,icms_siconfi,public_sector
34.460104397635526,40.39414835533236,35.6490941755174,1.1722004056988289,MA,tax_siconfi,public_sector
5.6273847874135186,72.28515888001961,57.444512685209084,12.8452490118849,MA,investment_siconfi,public_sector
62.02060415658629,106.19220892579827,92.66099126706384,1.7122085534299196,MA,totalexp_siconfi,public_sector
