rmspe_post,rmspe_pre,mean_gap_post,mean_gap_pre,outcome,lambda,cv_rmse,post_pre_rmspe_ratio
13.608027348524246,0.24031624562418952,10.148033381920257,8.120511641590556e-16,retail_volume_index_ma6,0.007920164050192557,0.205521561889862,56.6254990925778
