scm_rmspe_crisis,scm_rmspe_post,scm_rmspe_pre,augmented_rmspe_crisis,augmented_rmspe_post,augmented_rmspe_pre,scm_mean_gap_crisis,scm_mean_gap_post,scm_mean_gap_pre,augmented_mean_gap_crisis,augmented_mean_gap_post,augmented_mean_gap_pre,n_periods_crisis,n_periods_post,n_periods_pre,outcome,donor_count
56.70450003347199,75.06466626968793,35.524777626524106,77.44920962531262,57.84444250245121,4.518589893796048,51.746226726943306,-34.4664895114566,19.62483461525783,74.76739238561345,-14.227917783059098,0.16547830535736413,2,12,31,formal_hiring_balance_per_100k_wap_ma6_clean,24
