scm_rmspe_crisis,scm_rmspe_post,scm_rmspe_pre,augmented_rmspe_crisis,augmented_rmspe_post,augmented_rmspe_pre,scm_mean_gap_crisis,scm_mean_gap_post,scm_mean_gap_pre,augmented_mean_gap_crisis,augmented_mean_gap_post,augmented_mean_gap_pre,n_periods_crisis,n_periods_post,n_periods_pre,outcome,donor_count
41.51090262061871,185.69810588326476,154.92835362286988,110.65985737092933,377.1564835596693,1.2644824894421371,-41.51090262061871,100.50543102852271,76.2626375294969,-110.65985737092933,254.67037813988742,0.015602037746308877,1,8,15,labor_income_real_pnadc,26
