state_abbrev,va_icms_secundario_real_pc,va_icms_terciario_real_pc,va_icms_energia_real_pc,va_icms_combustiveis_real_pc,fpe_real_pc,iof_est_real_pc,donor_pool_main,excluded_from_main_donor_pool,donor_pool_exclusion_reason
AC,1.0374425841648813,163.28840045175426,1.100375891549332,2.7167251754925386,67.1071308142168,0,TRUE,FALSE,
AL,2.9516256225218993,6.83628330164924,1.234470041461314,0.08067568521410481,16.0328063214184,0,TRUE,FALSE,
AM,19.690037507824186,20.978790680023838,1.4382719073155696,2.97729178386827,11.056302189872573,2.450744738694192e-4,TRUE,FALSE,
AP,3.687156401240883,8.166955279033491,0.37146458442163793,4.206767317255185,79.31993480641769,0.008559158279699395,TRUE,FALSE,
BA,6.614900858487864,8.648340101102647,1.9728644224355485,5.646923640182233,7.666165964755811,5.299914278128855e-8,TRUE,FALSE,
CE,7.052192964276089,8.70326001214179,2.1308797590342254,2.788184963830898,10.766883010893036,1.790842200319232e-6,TRUE,FALSE,
DF,12.064864938680595,27.366843448350068,4.8435811887543645,11.82766245026366,3.656836892780277,0,TRUE,FALSE,
ES,14.706968273324291,28.283883385137457,4.718108743520825,6.369847080706787,5.30339592714708,6.361079406451828e-6,TRUE,FALSE,
GO,9.31419812462111,13.577741835486545,4.035154865947826,6.822528354896269,6.138816961154322,6.960199969459995e-6,TRUE,FALSE,
MA,0.9252509804849306,2.5398675651496765,0.5527928421934115,1.224039076318211,13.911079058826589,4.847129063670667e-7,TRUE,FALSE,
MG,12.714804806958208,11.06436621979159,4.2862435748390775,7.17556458628855,2.698725276536807,4.2395746113804315e-5,TRUE,FALSE,
MS,1.3692651313438824,20.592928184400336,2.9455643430661844,9.097326969620047,6.9082827959593835,0,TRUE,FALSE,
MT,9.991196864354514,17.134924594970535,4.505373478585317,8.951225269938258,10.08379850965001,0.004346994128431456,TRUE,FALSE,
PA,2.3013858114595203,9.47858500106944,1.2764974767872481,1.142644836811157,10.619668658354149,0.0021776975952160697,TRUE,FALSE,
PB,4.154078926430705,12.606871906644987,1.075786356346482,0.17324048144114162,14.966954770103989,-1.1036349554457326e-6,TRUE,FALSE,
PE,4.753503458446291,11.733681981465024,1.6059514917489464,3.2041193525516554,9.502835911489939,-2.1696628494081748e-11,TRUE,FALSE,
PI,1.3662426944285855,7.981585475390836,1.1635186014674805,2.172452350223443,16.533334913391776,1.3341743762597774e-9,FALSE,TRUE,treated_unit
PR,6.531390437025268,14.401180872656674,4.510071229239673,7.9463228110384945,3.239697382748201,1.4339872883429434e-5,TRUE,FALSE,
RJ,15.412385895979384,19.890668823397373,6.310330964281326,6.338323461382779,1.1556432691580145,3.4859179868960945e-5,TRUE,FALSE,
RN,3.48828183962809,13.908111120363328,1.5588390778172843,0.39890193751159514,16.418219585205392,5.1512696436063243e-11,TRUE,FALSE,
RO,3.8458309428765474,20.36706322206234,0.3348827766369881,2.919458783493187,22.463956797746192,0.003395101806823832,TRUE,FALSE,
RR,2.169263747056583,12.113319192196224,0.24349193748267892,7.608518885402142,91.10049671254993,0.0020623991769290312,TRUE,FALSE,
RS,14.961202653104927,16.253393814429913,4.815741118623013,9.393313269997263,2.4873948512384927,6.711380315148321e-9,TRUE,FALSE,
SC,12.662447025584829,17.87955455098613,4.858635415972241,8.962857539088938,2.611946663187355,2.4211873879756683e-9,TRUE,FALSE,
SE,1.9416167263159305,8.771867133087545,1.9638105691720564,3.527488585568854,25.3239370545316,0,TRUE,FALSE,
SP,31.413033092868606,22.700140104733464,5.662785091467907,9.71824745609444,0.29230343077373594,6.29641524038622e-5,TRUE,FALSE,
TO,0.6580644741762438,9.483589126286937,1.8219727203548413,5.479033504557321,40.219710211174224,1.6838073481885869e-4,TRUE,FALSE,
