state_abbrev,period_date,year,month,retail,services,formal_hiring,construction,icms_confaz,tax_confaz,treated_unit,donor_pool_main,excluded_from_main_donor_pool,analysis_period,pre_instability_clean,instability_start_date,removal_date,donor_pool_exclusion_reason
AC,1998-11-01,1998,11,,,,,,,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,
AC,1998-12-01,1998,12,,,,,,,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,
AC,1999-01-01,1999,1,,,,,,,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,
AC,1999-02-01,1999,2,,,,,,,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,
AC,1999-03-01,1999,3,,,,,,,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,
AC,1999-04-01,1999,4,,,,,,,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,
AC,1999-05-01,1999,5,,,,,,,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,
AC,1999-06-01,1999,6,,,,,,,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,
AC,1999-07-01,1999,7,,,,,,,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,
AC,1999-08-01,1999,8,,,,,,,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,
AC,1999-09-01,1999,9,,,,,,,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,
AC,1999-10-01,1999,10,,,,,,,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,
AC,1999-11-01,1999,11,,,,,,,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,
AC,1999-12-01,1999,12,,,,,,,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,
AC,2000-01-01,2000,1,26.4114763915826,,,,2.878118843085979,3.40718582380521,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,
AC,2000-02-01,2000,2,26.4400588961142,,,,2.823773247033301,3.40974970064098,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,
AC,2000-03-01,2000,3,25.8751215098288,,,,2.8641067457693823,3.39457257822965,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,
AC,2000-04-01,2000,4,29.1003066652378,,,,2.798215433566926,3.29420165743409,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,
AC,2000-05-01,2000,5,25.8363117035035,,,,2.8064286634143887,3.24346242140047,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,
AC,2000-06-01,2000,6,28.2532174686835,,,,2.842162386813603,3.28139069416079,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,
AC,2000-07-01,2000,7,27.727066125943,,,,2.3566624958672326,3.01845824801193,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,
AC,2000-08-01,2000,8,26.6713818897589,,,,3.0619295945930878,2.35646006723602,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,
AC,2000-09-01,2000,9,26.1903092000764,,,,2.8802464796909564,2.37578596099317,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,
AC,2000-10-01,2000,10,25.9948822048211,,,,3.130251731600372,3.53958893205717,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,
AC,2000-11-01,2000,11,26.8771158934459,,,,3.0741882908249574,3.27459658784229,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,
AC,2000-12-01,2000,12,26.3793787016257,,,,3.0589356604517115,3.29721653405261,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,
AC,2001-01-01,2001,1,28.5006691976645,,,,2.917789330899918,2.40222051286178,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,
AC,2001-02-01,2001,2,26.7640953210052,,,,3.101610705485692,3.53061062662722,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,
AC,2001-03-01,2001,3,25.9260054593407,,,,2.897248048890928,3.37311716260332,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,
AC,2001-04-01,2001,4,24.325939282642,,,,3.004078798700383,3.38760739869122,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,
AC,2001-05-01,2001,5,25.0766887950695,,,,2.9918957785537286,2.2380877484361,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,
AC,2001-06-01,2001,6,26.2104927160172,,,,3.086697846129962,3.46582286855108,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,
AC,2001-07-01,2001,7,24.9308787313775,,,,2.978284306836157,3.46172892275019,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,
AC,2001-08-01,2001,8,24.824214528861,,,,2.9457025833444863,3.4665396392929,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,
AC,2001-09-01,2001,9,25.6689335582,,,,2.9857014510847937,3.47526325372227,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,
AC,2001-10-01,2001,10,25.5430183976921,,,,3.018433913891635,3.49468186277958,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,
AC,2001-11-01,2001,11,25.3008490565979,,,,3.1463141369514456,3.38341636598116,FALSE,TRUE,FALSE,post,FALSE,2001-11-06,2001-11-06,
AC,2001-12-01,2001,12,23.6768432230078,,,,3.014482642764185,3.37514372062781,FALSE,TRUE,FALSE,post,FALSE,2001-11-06,2001-11-06,
AC,2002-01-01,2002,1,23.7627997388949,,,,2.998557179284392,3.53304301623642,FALSE,TRUE,FALSE,post,FALSE,2001-11-06,2001-11-06,
AC,2002-02-01,2002,2,24.3597456278748,,,,2.9250942229447925,3.45473165451957,FALSE,TRUE,FALSE,post,FALSE,2001-11-06,2001-11-06,
AC,2002-03-01,2002,3,24.9263483257614,,,,2.9480996233361045,3.41815478609719,FALSE,TRUE,FALSE,post,FALSE,2001-11-06,2001-11-06,
AC,2002-04-01,2002,4,23.4641941312157,,,,2.9906315822681497,3.43630719900418,FALSE,TRUE,FALSE,post,FALSE,2001-11-06,2001-11-06,
AC,2002-05-01,2002,5,24.6111716561172,,,,3.211108930490105,3.53080122338708,FALSE,TRUE,FALSE,post,FALSE,2001-11-06,2001-11-06,
AC,2002-06-01,2002,6,23.4762202897134,,,,3.0212670017775154,3.46767560066988,FALSE,TRUE,FALSE,post,FALSE,2001-11-06,2001-11-06,
AC,2002-07-01,2002,7,24.6005200675433,,,,3.1108412148013573,3.59033732207506,FALSE,TRUE,FALSE,post,FALSE,2001-11-06,2001-11-06,
AC,2002-08-01,2002,8,24.9512641137224,,,,3.210003448766229,3.61567201179,FALSE,TRUE,FALSE,post,FALSE,2001-11-06,2001-11-06,
AC,2002-09-01,2002,9,24.1497303066263,,,,3.1299381118797056,3.57228010947671,FALSE,TRUE,FALSE,post,FALSE,2001-11-06,2001-11-06,
AC,2002-10-01,2002,10,21.9396050326965,,,,3.1693483219885508,3.57306993965982,FALSE,TRUE,FALSE,post,FALSE,2001-11-06,2001-11-06,
AC,2002-11-01,2002,11,20.8409143246004,,,,3.387357896018753,3.65661129402549,FALSE,TRUE,FALSE,post,FALSE,2001-11-06,2001-11-06,
AC,2002-12-01,2002,12,20.4137822093847,,,,3.2971093297429714,3.54920562515182,FALSE,TRUE,FALSE,post,FALSE,2001-11-06,2001-11-06,
AC,2003-01-01,2003,1,22.8375567016758,,,,3.174163101380204,3.64100648530885,FALSE,TRUE,FALSE,post,FALSE,2001-11-06,2001-11-06,
AC,2003-02-01,2003,2,20.6419915360934,,,,3.233117298066172,2.38729841580157,FALSE,TRUE,FALSE,post,FALSE,2001-11-06,2001-11-06,
AC,2003-03-01,2003,3,20.4552318573525,,,,3.1201678612439037,3.4605730701822,FALSE,TRUE,FALSE,post,FALSE,2001-11-06,2001-11-06,
AC,2003-04-01,2003,4,21.491590618062,,,,3.0696665778945853,3.50166712627211,FALSE,TRUE,FALSE,post,FALSE,2001-11-06,2001-11-06,
AC,2003-05-01,2003,5,20.3514065395531,,,,3.2969244151480055,3.59212802622061,FALSE,TRUE,FALSE,post,FALSE,2001-11-06,2001-11-06,
AC,2003-06-01,2003,6,19.7565645884848,,,,3.014110148341198,3.47153861973136,FALSE,TRUE,FALSE,post,FALSE,2001-11-06,2001-11-06,
AC,2003-07-01,2003,7,21.3097422607321,,,,3.1114506342845814,3.5596803213319,FALSE,TRUE,FALSE,post,FALSE,2001-11-06,2001-11-06,
AC,2003-08-01,2003,8,21.1784236223247,,,,3.1768649427929363,3.52762202620955,FALSE,TRUE,FALSE,post,FALSE,2001-11-06,2001-11-06,
AC,2003-09-01,2003,9,21.1952363330942,,,,3.176695186839103,3.56593018859656,FALSE,TRUE,FALSE,post,FALSE,2001-11-06,2001-11-06,
AC,2003-10-01,2003,10,23.3190440327219,,,,3.170286316770525,3.53502488568464,FALSE,TRUE,FALSE,post,FALSE,2001-11-06,2001-11-06,
AL,1998-11-01,1998,11,,,,,,,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,
AL,1998-12-01,1998,12,,,,,,,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,
AL,1999-01-01,1999,1,,,,,,,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,
AL,1999-02-01,1999,2,,,,,,,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,
AL,1999-03-01,1999,3,,,,,,,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,
AL,1999-04-01,1999,4,,,,,,,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,
AL,1999-05-01,1999,5,,,,,,,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,
AL,1999-06-01,1999,6,,,,,,,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,
AL,1999-07-01,1999,7,,,,,,,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,
AL,1999-08-01,1999,8,,,,,,,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,
AL,1999-09-01,1999,9,,,,,,,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,
AL,1999-10-01,1999,10,,,,,,,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,
AL,1999-11-01,1999,11,,,,,,,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,
AL,1999-12-01,1999,12,,,,,,,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,
AL,2000-01-01,2000,1,40.4101332096784,,,,2.75589456554335,2.82787221778815,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,
AL,2000-02-01,2000,2,40.4600476838778,,,,2.76112619623821,2.83526076226194,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,
AL,2000-03-01,2000,3,41.0915400057827,,,,2.76624748670674,2.83500925912744,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,
AL,2000-04-01,2000,4,41.1428940341822,,,,2.88005383907979,2.9347588899414,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,
AL,2000-05-01,2000,5,42.37333085298,,,,2.78362790627057,2.86951306553192,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,
AL,2000-06-01,2000,6,43.2349022376404,,,,2.90355333992201,2.96599730843009,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,
AL,2000-07-01,2000,7,41.9621257876618,,,,3.24350583654315,3.28343802919734,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,
AL,2000-08-01,2000,8,42.6126571899804,,,,2.80973317148171,2.8771565919921,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,
AL,2000-09-01,2000,9,42.7050464824488,,,,2.86349715339313,2.91472559211697,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,
AL,2000-10-01,2000,10,41.4150178460518,,,,2.86359543824843,2.92132109951187,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,
AL,2000-11-01,2000,11,42.1790108137712,,,,2.80272461445696,2.85895309406939,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,
AL,2000-12-01,2000,12,42.2749760027957,,,,2.85476191090261,2.86967400740873,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,
AL,2001-01-01,2001,1,42.0466212151133,,,,2.92388555994561,2.98012191223981,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,
AL,2001-02-01,2001,2,42.1450884753512,,,,2.91037782557385,2.95491804119236,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,
AL,2001-03-01,2001,3,41.6227141753964,,,,2.91436778632252,2.97477106297366,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,
AL,2001-04-01,2001,4,40.5774691094635,,,,2.85522151407746,2.90543005924628,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,
AL,2001-05-01,2001,5,40.4299798891994,,,,2.95012757333315,2.99820133855158,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,
AL,2001-06-01,2001,6,40.3577972009471,,,,2.83531167841176,2.88634345543678,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,
AL,2001-07-01,2001,7,40.7901469278344,,,,2.88203243996306,2.93622733658243,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,
AL,2001-08-01,2001,8,38.7406596236675,,,,2.91879800749073,2.98141293663997,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,
AL,2001-09-01,2001,9,38.315388316554,,,,2.75729636063051,2.84352409825568,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,
AL,2001-10-01,2001,10,38.1323788785036,,,,2.87953221064656,2.93530338091225,FALSE,TRUE,FALSE,pre,TRUE,2001-11-06,2001-11-06,
AL,2001-11-01,2001,11,37.8085174557454,,,,2.91281045041657,2.96994906797458,FALSE,TRUE,FALSE,post,FALSE,2001-11-06,2001-11-06,
AL,2001-12-01,2001,12,38.4102419125523,,,,2.77099589269947,2.79075409984433,FALSE,TRUE,FALSE,post,FALSE,2001-11-06,2001-11-06,
AL,2002-01-01,2002,1,38.9853847731137,,,,2.90654280214891,2.96265201760239,FALSE,TRUE,FALSE,post,FALSE,2001-11-06,2001-11-06,
AL,2002-02-01,2002,2,39.1813752155469,,,,2.88950706430867,2.95344973243871,FALSE,TRUE,FALSE,post,FALSE,2001-11-06,2001-11-06,
AL,2002-03-01,2002,3,38.9658369815534,,,,2.82956453466491,2.88026904194948,FALSE,TRUE,FALSE,post,FALSE,2001-11-06,2001-11-06,
AL,2002-04-01,2002,4,40.1263367158411,,,,2.83268654946983,2.91133624518959,FALSE,TRUE,FALSE,post,FALSE,2001-11-06,2001-11-06,
AL,2002-05-01,2002,5,39.8112155428247,,,,2.94166884472002,2.9958904138107,FALSE,TRUE,FALSE,post,FALSE,2001-11-06,2001-11-06,
