state_abbrev,monthly_pre_periods,unemployment_rate,formalization_rate,labor_income_real,transfer_dependency_ratio,health_expenditure_real_pc,education_expenditure_real_pc,public_security_expenditure_real_pc,donor_pool_main,excluded_from_main_donor_pool,donor_pool_exclusion_reason
AC,37,0.125,0.4890833333333333,2605,0.11023866757268833,254.5770897944567,339.19233638144385,152.59709190070814,TRUE,FALSE,
AL,37,0.15741666666666665,0.5394166666666667,2111.6666666666665,0.09023423457292198,86.31678075490592,63.086347128781355,86.14127949461886,TRUE,FALSE,
AM,37,0.14141666666666666,0.44225000000000003,2576.5833333333335,0.0390274703881779,164.72908885454254,151.85747522539512,96.38375204985331,FALSE,TRUE,coded_rupture_in_main_estimation_window:AM_2017_01
AP,37,0.17500000000000002,0.5083333333333333,3163.1666666666665,0.12453623406649136,198.19843938590736,294.7968313889578,145.944005994268,TRUE,FALSE,
BA,37,0.16316666666666665,0.4539166666666667,2199.25,0.06612431809588074,106.69378351642732,81.5212023412714,69.1089320026664,TRUE,FALSE,
CE,37,0.11983333333333333,0.45583333333333337,2176.0833333333335,0.07380823979880294,87.8683178545229,84.05923241956984,59.51492781240258,TRUE,FALSE,
DF,37,0.1255,0.7306666666666667,5962.833333333333,0.007406939515172871,415.78197405497383,478.19055486854666,63.046256230348,TRUE,FALSE,
ES,37,0.1235,0.6069166666666667,3139.5,0.07391217208335506,154.35647890375816,82.28516617700654,85.78444358653047,TRUE,FALSE,
GO,37,0.10175,0.6029166666666667,3098.8333333333335,0.026986750028008828,124.54223046171161,161.8773738443489,105.71110777757094,TRUE,FALSE,
MA,37,0.133,0.3763333333333333,1801.1666666666667,0.09480264919063364,70.44114857286762,90.15061479513278,54.517231760407896,TRUE,FALSE,
MG,37,0.11383333333333334,0.6126666666666667,2929.6666666666665,0.018085126168848057,77.03071525914642,108.4990928850974,171.5832306016064,TRUE,FALSE,
MS,37,0.07875,0.6375,3340.0833333333335,0.025541798402401433,97.09836107160116,161.25947085692235,115.82506403112586,TRUE,FALSE,
MT,37,0.08741666666666667,0.6204999999999999,3306.9166666666665,0.03143790191316021,117.87220043628962,179.00683246288006,138.24289912171233,TRUE,FALSE,
PA,37,0.11283333333333334,0.38725,2158.0833333333335,0.030464010208865775,79.55651960999643,100.91301113518473,73.52784608126699,TRUE,FALSE,
PB,37,0.11341666666666667,0.47933333333333333,2353.9166666666665,0.08001045870005791,80.22145535153157,120.5387843610056,72.29703957875137,TRUE,FALSE,
PE,37,0.16125,0.5196666666666666,2506.75,0.05139766033531405,132.93962891170008,81.50496930075815,67.68269834794117,TRUE,FALSE,
PI,37,0.114,0.41274999999999995,2079,0.08811328174714562,112.24886465094266,108.36030025818793,47.66479708377688,TRUE,FALSE,
PR,37,0.08549999999999999,0.6628333333333333,3543.1666666666665,0.021478537290437794,98.77779359904082,225.30109732841046,85.2533613206043,TRUE,FALSE,
RJ,37,0.13475,0.6520833333333333,3625.25,0.01134508937649817,80.06475367941913,94.48717942559462,139.50940586996632,TRUE,FALSE,
RN,37,0.14116666666666666,0.5365833333333334,2447.0833333333335,0.07293948115362968,91.39451543612519,96.0806480825553,66.31497963749909,TRUE,FALSE,
RO,37,0.08258333333333333,0.5083333333333333,2665,0.07726345094244669,139.97546401043806,156.34802321433034,120.88710958762576,TRUE,FALSE,
RR,37,0.09966666666666667,0.5631666666666667,3218.0833333333335,0.12881850902453124,283.5738432189393,312.0648611904213,174.95394290992368,FALSE,TRUE,treated_unit
RS,37,0.08275,0.6700833333333334,3622.5,0.03395409745669677,126.60647083893618,96.49174943202401,83.22588996831131,TRUE,FALSE,
SC,37,0.06483333333333334,0.7281666666666666,3563.8333333333335,0.019075631870723385,109.70565110449722,118.17085852116696,83.0738455642785,TRUE,FALSE,
SE,37,0.1455,0.48141666666666666,2426.9166666666665,0.09324102220569132,119.13114800479141,107.33623889138029,97.28501431605844,TRUE,FALSE,
SP,37,0.1295,0.7113333333333334,4408.083333333333,0.021406927755657244,130.28193635915508,184.5669909124391,66.63453046732208,TRUE,FALSE,
TO,37,0.11191666666666666,0.56275,2707.8333333333335,0.10202745189998712,241.54889482664677,184.69804040265993,133.33931422643562,FALSE,TRUE,coded_rupture_in_main_estimation_window:TO_2018_01
