outcome,is_main,status,skip_reason,donor_count,rmspe_pre,att_mean_w3m,att_mean_w6m,att_mean_w12m,att_mean_w24m,n_periods_w3m,n_periods_w6m,n_periods_w12m,n_periods_w24m,sign_consistent_w3m,sign_consistent_w6m,sign_consistent_w12m,sign_consistent_w24m,loo_frac_w3m,loo_frac_w6m,loo_frac_w12m,loo_frac_w24m
retail_ma6_log,TRUE,estimated,,25,0.020888138957146387,-0.25013130799954464,-0.29063894969369836,-0.2995792648694752,-0.29066926667485304,3,6,12,19,TRUE,TRUE,TRUE,TRUE,1,1,1,1
icms_conf6m_pc_log,TRUE,estimated,,25,0.03155305641334695,0.15016089784105238,0.147941059792536,0.12160737039881082,0.13984297399920917,3,6,12,19,TRUE,TRUE,TRUE,TRUE,0.92,0.92,0.16,0.92
