scm_rmspe_post,scm_rmspe_pre,augmented_rmspe_post,augmented_rmspe_pre,scm_mean_gap_post,scm_mean_gap_pre,augmented_mean_gap_post,augmented_mean_gap_pre,outcome,scm_post_pre_rmspe_ratio,augmented_post_pre_rmspe_ratio
113.74497402253299,39.16316262276699,115.09062117807292,2.3566527834001367,-70.62938598151385,-0.4149701095158724,-61.967993187988554,-0.12249423043766167,labor_income_real_pnadc_ma4_post_clean,2.904386837144987,48.836477731786275
