state_abbrev,va_icms_secundario_real_pc,va_icms_terciario_real_pc,va_icms_energia_real_pc,va_icms_combustiveis_real_pc,fpe_real_pc,iof_est_real_pc,donor_pool_main,excluded_from_main_donor_pool,donor_pool_exclusion_reason
AC,0.6688587549305505,105.34877312387184,0.7105548627958288,1.7490206155098655,125.60017865264928,3.008882022265929e-6,TRUE,FALSE,
AL,6.81792231513602,16.009020864086978,3.009841046605887,2.5776659215317057,31.820798252979777,0,TRUE,FALSE,
AM,27.80490336060525,43.61772843848716,2.5993586515411105,11.111476178824562,20.74302066116501,7.421807276616609e-4,TRUE,FALSE,
AP,3.2206011882047294,18.731680549808093,0.921891087026364,10.979203606798215,143.43306314184224,0.02980836463096615,TRUE,FALSE,
BA,12.487178332038935,17.32003656514969,4.514557025833456,12.533338912750814,15.472587107594087,8.70000201049444e-7,TRUE,FALSE,
CE,9.641262950178929,16.617258673556282,4.401326417897543,7.327359308171374,21.067918215180935,1.0763435631421936e-4,TRUE,FALSE,
DF,20.75917047748487,55.13999648725888,9.101551606794668,24.652796454481443,6.925659326964592,0,FALSE,TRUE,coded_removal_in_scm_window:DF_2010_01
ES,37.1785134474838,49.77657024641929,10.29243317427726,15.753376748741802,10.362066993215546,4.072679147082127e-6,TRUE,FALSE,
GO,15.959649387501578,25.965571309670043,7.787126416110991,16.283039635721895,11.893073066504591,1.5078915429304116e-5,TRUE,FALSE,
MA,3.243636986847049,7.932511134527188,1.72360013801098,5.2119997541702565,27.44579468727957,6.859355314652395e-5,FALSE,TRUE,treated_unit
MG,22.78301301497356,22.23985949239343,9.14062134113797,15.205144049735145,5.356488512652599,2.825568461662105e-5,TRUE,FALSE,
MS,3.678209709355925,45.772073819642905,5.854625351340866,27.743884513510597,13.663037906629034,4.970064043742798e-6,TRUE,FALSE,
MT,12.716942871639374,42.27931106737008,9.01255391916037,21.04873005897184,19.347584146563737,0.00815114495728249,TRUE,FALSE,
PA,6.38069016896253,16.325223882600017,3.558494525976998,7.317927523402894,20.553217832692106,0.00552967768921344,TRUE,FALSE,
PB,7.1693315334079974,19.667041679213725,3.225722349891299,4.47831230939487,30.290810457578573,5.049548255679412e-6,FALSE,TRUE,coded_removal_in_scm_window:PB_2009_01
PE,7.108575974848584,24.325344071444643,4.590718175687065,7.81257451818418,18.88470210903476,7.840409445197629e-8,TRUE,FALSE,
PI,3.4629669896048245,13.81266382640728,2.7376396308219832,6.18431816903557,33.01492536112234,8.18492699929404e-7,TRUE,FALSE,
PR,13.635521751548314,27.965872914357995,10.057989841599772,17.869765229999196,6.4752337570556024,5.570089173404837e-5,TRUE,FALSE,
RJ,23.20779204567763,36.194748373152535,12.506944014060222,11.732074487621526,2.294707765204427,2.380483988632182e-4,TRUE,FALSE,
RN,11.371266155941662,26.12033899354821,3.7561856213995335,1.0936579824163049,32.315648012500255,1.6801269385063109e-6,TRUE,FALSE,
RO,4.2504600141119715,41.45844287143751,1.9699033614185344,15.59670385067363,43.77776300167854,0.01003616284169452,TRUE,FALSE,
RR,3.727196867479261,23.788108830437643,2.8554329324924277,12.534866005703105,158.74664151357834,0.00449677774986831,TRUE,FALSE,
RS,27.868787466892464,32.01983509085955,9.637078834478412,19.266229805486788,5.0258966956682105,1.262769528106164e-6,TRUE,FALSE,
SC,22.489292341440343,36.00965034417366,10.763662587265546,19.302386168296067,5.101462101744071,1.1365045893991345e-7,TRUE,FALSE,
SE,8.529637460253067,21.268339953151894,4.357103684140149,4.836241823579018,49.62079136162336,0,TRUE,FALSE,
SP,49.77139488609286,44.20037016087534,10.329278166752204,17.505397779464428,0.5779682808207518,8.792482872598007e-5,TRUE,FALSE,
TO,5.971707605171817,18.209449349482668,4.45418205498281,12.7869421346804,79.26732604312376,1.2534282164358568e-4,FALSE,TRUE,coded_removal_in_scm_window:TO_2009_01
