outcome,short,channel,transform,gap_post,effect_label,mag_sd,persistence,pre_trend_p,pre_fit_corr,pre_fit_r2,poor_fit,inspace_rank,inspace_n_units,inspace_p,loo_rank,loo_p,loo_frac,tier,considerable
retail_ma6_log,Varejo MA6 (log),consumption,log,0.3108989755896947,+19.6%,11.426499445851125,1,0.3842004333385365,0.9656111100877731,0.9345050420653287,FALSE,1/24,24,0.04166666666666666,24/24,0.042,1,strong,TRUE
icms_conf6m_pc_log,ICMS CONFAZ 6m pc (log),fiscal,log,-0.049808643578133804,-4.7%,0.5958481959446241,0.631578947368421,0.8023502420443587,0.977155944930094,0.9547399285124084,FALSE,9/24,24,0.375,24/24,0.042,1,weak,FALSE
