donor_state,scm_weight
PR,0.5894176811630716
RS,0.2245158422131427
ES,0.09502983771788795
GO,0.09103663890408671
CE,1.6419550635580375e-12
MG,1.6807979139963764e-13
PE,3.9056824616107474e-16
AP,3.6400221876851387e-16
SE,2.756723977183923e-16
MA,4.9949088793913866e-17
MT,8.790391945675348e-18
AC,0
BA,0
DF,0
MS,0
PA,0
PB,0
PI,0
RN,0
RO,0
