donor_state,scm_weight
PR,0.6390190132528016
MS,0.3411667953875235
GO,0.01981419135487471
SE,3.4722996502034435e-12
CE,6.446607763289886e-13
MG,3.601956086755668e-13
AL,3.1130727989664064e-13
MA,1.1619537020627567e-14
RO,1.2864829874696034e-16
DF,1.100551103769295e-18
MT,6.006206303437455e-19
AC,3.124235977408496e-19
AP,0
BA,0
ES,0
PA,0
PB,0
PE,0
PI,0
RN,0
RS,0
SP,0
