period_date,analysis_period,treated_value,scm_synthetic_value,augmentation_correction,augmented_synthetic_value,scm_gap,augmented_gap,outcome
2016-10-01,pre,824.6668728699351,929.0014723121417,-63.507143779226965,865.4943285329148,-104.33459944220658,-40.82745566297967,totalexp_siconfi
2016-12-01,pre,819.1521415156426,1082.8724935307441,-225.60129699998515,857.271196530759,-263.7203520151015,-38.11905501511637,totalexp_siconfi
2017-02-01,pre,1434.186886107664,1115.7165760506616,252.3314055606682,1368.0479816113298,318.4703100570023,66.13890449633413,totalexp_siconfi
2017-04-01,pre,1539.950051214601,968.9265558537992,392.21069087538984,1361.137246729189,571.0234953608018,178.81280448541202,totalexp_siconfi
2017-06-01,pre,888.6389990520204,983.6512327395687,-329.3486629245346,654.3025698150341,-95.01223368754836,234.3364292369863,totalexp_siconfi
2017-08-01,pre,847.2943817542234,950.6122840110166,-34.042096258964584,916.5701877520521,-103.31790225679322,-69.27580599782868,totalexp_siconfi
2017-10-01,pre,853.389930429669,971.1141213855553,-157.13207259549165,813.9820487900637,-117.72419095588634,39.40788163960531,totalexp_siconfi
2017-12-01,pre,876.9569843865152,1107.7840795234013,-137.5757477559162,970.2083317674851,-230.8270951368861,-93.25134738096995,totalexp_siconfi
2018-02-01,pre,894.9650788523186,999.340052372056,-50.19213430992747,949.1479180621285,-104.37497351973741,-54.18283920980991,totalexp_siconfi
2018-04-01,pre,874.5554375169594,962.2048890710752,-35.50125867974485,926.7036303913303,-87.64945155411579,-52.14819287437092,totalexp_siconfi
2018-06-01,pre,870.8941552163258,938.1185430976057,26.29711906113913,964.4156621587448,-67.22438788127988,-93.52150694241902,totalexp_siconfi
2018-08-01,pre,853.6968123741053,957.7036125018353,0.6699946436299382,958.3736071454653,-104.00680012773,-104.67679477135994,totalexp_siconfi
2018-10-01,pre,853.2824912203861,920.6563500086105,-67.55023958187593,853.1061104267346,-67.37385878822442,0.17638079365144677,totalexp_siconfi
2018-12-01,pre,906.933350253913,910.7475912351401,28.480338056397915,939.2279292915381,-3.814240981227158,-32.29457903762511,totalexp_siconfi
2019-02-01,pre,889.1168010850938,1036.6823092217755,-87.54605418469058,949.136255037085,-147.56550813668173,-60.01945395199118,totalexp_siconfi
2019-04-01,pre,833.5519302235795,949.3746919677831,-82.39455880343063,866.9801331643524,-115.8227617442036,-33.42820294077296,totalexp_siconfi
2019-06-01,pre,821.4206976254029,902.9546957041143,-83.43115980287432,819.52353590124,-81.53399807871142,1.8971617241628564,totalexp_siconfi
2019-08-01,pre,837.7671197238376,913.2926411418082,-58.465256768034116,854.8273843737741,-75.5255214179706,-17.06026464993647,totalexp_siconfi
2019-10-01,pre,868.4682362873585,944.2828718499261,-18.293264283638955,925.9896075662872,-75.81463556256756,-57.521371278928655,totalexp_siconfi
2019-12-01,pre,886.1458154672082,875.1894166576781,-27.7510645665219,847.4383520911562,10.956398809530128,38.70746337605203,totalexp_siconfi
2020-02-01,pre,873.8419450609933,915.1433431812844,-38.35365736242929,876.7896858188551,-41.30139812029108,-2.947740757861766,totalexp_siconfi
2020-04-01,pre,862.2302990259334,869.1094605780431,-170.50923810428355,698.6002224737596,-6.879161552109736,163.63007655217382,totalexp_siconfi
2020-06-01,pre,762.7176506736861,834.5632327803773,-47.05918994726137,787.5040428331159,-71.84558210669127,-24.78639215942985,totalexp_siconfi
2020-08-01,pre,863.7779541695509,824.346255595389,45.65533153816577,870.0015871335548,39.43169857416183,-6.2236329640039685,totalexp_siconfi
2020-10-01,post,795.2442576988223,814.3860960546147,-69.78600005812261,744.6000959964921,-19.1418383557924,50.644161702330166,totalexp_siconfi
2020-12-01,post,834.9787629626808,817.3258223306111,-57.15297553803413,760.172846792577,17.652940632069658,74.80591617010373,totalexp_siconfi
2021-02-01,post,899.142327420504,876.6697369834887,-121.75163052675778,754.9181064567309,22.472590437015242,144.22422096377306,totalexp_siconfi
2021-04-01,post,886.9581202620318,846.0013564021918,-104.671303147013,741.3300532551789,40.95676385983995,145.62806700685292,totalexp_siconfi
2021-06-01,post,876.6323280538226,846.4257442487399,-195.1472073669575,651.2785368817824,30.206583805082687,225.35379117204013,totalexp_siconfi
2021-08-01,post,870.9608088290327,914.7360990446558,-10.192435382807988,904.5436636618479,-43.77529021562316,-33.5828548328152,totalexp_siconfi
2021-10-01,post,898.2011846170732,866.0323003662783,-40.88515050760029,825.147149858678,32.16888425079492,73.05403475839523,totalexp_siconfi
2021-12-01,post,969.6077950779244,859.2762317722469,110.27749450129761,969.5537262735445,110.33156330567749,0.05406880437988093,totalexp_siconfi
2022-02-01,post,911.0440180753236,877.0022291036448,-95.97467226402078,781.027556839624,34.041788971678784,130.01646123569958,totalexp_siconfi
2022-04-01,post,990.7052215349768,881.7856026414364,-123.32090410516469,758.4646985362717,108.91961889354036,232.24052299870505,totalexp_siconfi
2022-06-01,post,1122.6304466205083,969.687621634713,-111.30972184946576,858.3778997852472,152.94282498579537,264.2525468352611,totalexp_siconfi
2022-08-01,post,1037.517313176292,952.1939149919779,-152.62985992088838,799.5640550710895,85.3233981843141,237.9532581052025,totalexp_siconfi
