outcome,short_label,channel_slug,post_pre_rmspe_ratio,donor_placebo_count,ratio_p_value,abs_gap_p_value
formal_hiring_balance_per_100k_wap_ma6_v5,"Formal hiring, MA6",labor_market,678.4044697311488,24,0.125,1
formal_hiring_balance_construction_per_100k_wap_ma6_v5,"Construction hiring, MA6",labor_market,74.74364765879118,24,0.7083333333333334,1
retail_volume_index_ma6_v5,"Retail, MA6",consumption,522.6253622910318,24,0.5833333333333334,0.375
services_volume_index_ma6_v5,"Services, MA6",consumption,492.19385232005936,24,0.5,0.625
