scm_rmspe_post,scm_rmspe_pre,augmented_rmspe_post,augmented_rmspe_pre,scm_mean_gap_post,scm_mean_gap_pre,augmented_mean_gap_post,augmented_mean_gap_pre,outcome,scm_post_pre_rmspe_ratio,augmented_post_pre_rmspe_ratio
4.46333525510698,5.057042185187996,6.5500255690836005,2.6156291367325446,-2.8050720063530643,-0.7136935594960664,-2.5784446819492666,0.08295481208154172,retail_volume_index,0.8825979874520377,2.504187415982803
