donor_state,scm_weight
MG,0.6672352867664958
SC,0.2541792675288194
PA,0.07194762727246853
SP,0.006637818432214479
SE,4.0320431117581516e-16
PI,3.961677262901682e-16
ES,3.102540817870426e-16
MA,2.1149252899125938e-16
RS,1.589337556195608e-16
PE,9.563649237068571e-17
MT,8.086462870246677e-17
PB,7.179495728386769e-17
RO,2.8683500588605726e-17
DF,1.0360166114842325e-17
AC,0
AL,0
AP,0
BA,0
CE,0
GO,0
MS,0
PR,0
RJ,0
RN,0
