scm_rmspe_post,scm_rmspe_pre,augmented_rmspe_post,augmented_rmspe_pre,scm_mean_gap_post,scm_mean_gap_pre,augmented_mean_gap_post,augmented_mean_gap_pre,outcome,scm_post_pre_rmspe_ratio,augmented_post_pre_rmspe_ratio
1044.0257715929185,361.4539963527122,388.64575585271643,33.385050494636985,-304.9480543862766,93.96188792479666,-71.92845136237707,2.1296779578491534,formal_hiring_balance_ma6,2.8884056674646437,11.641311008804642
