state_abbrev,period_date,year,month,retail,services,formal_hiring,construction,icms_confaz,tax_confaz,treated_unit,donor_pool_main,excluded_from_main_donor_pool,analysis_period,pre_instability_clean,instability_start_date,removal_date,donor_pool_exclusion_reason,event_time,icms_nominal,population,retail_ma6,retail_ma6_log,icms_pc,icms_sum6m_pc,icms_conf6m_pc_log
AC,2006-02-01,2006,2,37.3905479269573,,,,4.036665183440061,4.23324686004783,FALSE,TRUE,FALSE,pre,TRUE,2008-11-20,2009-02-17,,-36,34074419,686652,,,49.62400022136395,,
AC,2006-03-01,2006,3,35.8556372244876,,,,3.796731636650318,4.05005066767135,FALSE,TRUE,FALSE,pre,TRUE,2008-11-20,2009-02-17,,-35,26920917,686652,,,39.206056342951015,,
AC,2006-04-01,2006,4,37.4628049116049,,,,4.055608006755774,4.15400132023752,FALSE,TRUE,FALSE,pre,TRUE,2008-11-20,2009-02-17,,-34,34948565,686652,,,50.89705556817719,,
AC,2006-05-01,2006,5,39.4391910318188,,,,3.7657953766888608,4.03023834881215,FALSE,TRUE,FALSE,pre,TRUE,2008-11-20,2009-02-17,,-33,26181822,686652,,,38.129681410670905,,
AC,2006-06-01,2006,6,38.4046168159229,,,,3.735156957703083,4.0389541867217,FALSE,TRUE,FALSE,pre,TRUE,2008-11-20,2009-02-17,,-32,25338470,686652,,,36.90147265281394,,
AC,2006-07-01,2006,7,39.500331348916,,,,3.689723457213532,3.97173103270136,FALSE,TRUE,FALSE,pre,TRUE,2008-11-20,2009-02-17,,-31,24259007,686652,38.00885487661792,3.6378191556496198,35.32940557953665,250.08767177551366,5.521811543487951
AC,2006-08-01,2006,8,42.7831782187668,,,,3.858835819321469,4.10555703107108,FALSE,TRUE,FALSE,pre,TRUE,2008-11-20,2009-02-17,,-30,28743175,686652,38.9076265919195,3.6611902877554114,41.8598868131164,242.3235583672661,5.490273851190506
AC,2006-09-01,2006,9,44.6618603716769,,,,3.8412730518081455,4.0523788485645,FALSE,TRUE,FALSE,pre,TRUE,2008-11-20,2009-02-17,,-29,28302091,686652,40.375330449784386,3.698218966024111,41.21751775280637,244.33501977712146,5.498540315420321
AC,2006-10-01,2006,10,43.5777636430039,,,,4.234281612835135,4.27105731534789,FALSE,TRUE,FALSE,pre,TRUE,2008-11-20,2009-02-17,,-28,42065897,686652,41.39449023835088,3.723147785944365,61.262323564192634,254.7002877731369,5.5400875118361155
AC,2006-11-01,2006,11,43.5500478906288,,,,3.91859285435507,4.13982448494349,FALSE,TRUE,FALSE,pre,TRUE,2008-11-20,2009-02-17,,-27,30773153,686652,42.07963304815255,3.739563848052852,44.81622859905745,261.38683496152345,5.5660014363469426
AC,2006-12-01,2006,12,43.7711852388531,,,,3.963558472236964,4.10320830245885,FALSE,TRUE,FALSE,pre,TRUE,2008-11-20,2009-02-17,,-26,32342945,686652,42.97406111864092,3.7605967038782167,47.10238228389344,271.5877445926029,5.60428527166427
AC,2007-01-01,2007,1,45.8554750690781,,3.76379711401565,9.63635488804452,4.00787976273535,4.30541552307146,FALSE,TRUE,FALSE,pre,TRUE,2008-11-20,2009-02-17,,-25,32411206,655385,44.033251738667936,3.784945069838043,49.45368905299938,285.71202806606567,5.65498440868678
AC,2007-02-01,2007,2,42.5499643546523,,-2.1182325726788,-7.49619580441575,3.888534790102931,4.19341489044713,FALSE,TRUE,FALSE,pre,TRUE,2008-11-20,2009-02-17,,-24,28891597,655385,43.99438276131552,3.7840619612528967,44.08339678204414,287.93553803499344,5.662736628815725
AC,2007-03-01,2007,3,41.8461016215218,,49.8771421961109,4.48755451317449,3.9365161877131953,4.1954937832501,FALSE,TRUE,FALSE,pre,TRUE,2008-11-20,2009-02-17,,-23,30423793,655385,43.525089636289664,3.773337545072917,46.421253156541574,293.13927343872865,5.68064783204907
AC,2007-04-01,2007,4,41.0753440473832,,9.9794197354189,-27.6302805912146,4.088538225834503,4.1810162602742,FALSE,TRUE,FALSE,pre,TRUE,2008-11-20,2009-02-17,,-22,35507502,655385,43.10801970368622,3.7637090518117335,54.178081585632874,286.05503146016883,5.6561842100028406
AC,2007-05-01,2007,5,41.9928974103063,,-26.3860195512327,-17.6059287801492,3.8790512311776753,4.12777310348883,FALSE,TRUE,FALSE,pre,TRUE,2008-11-20,2009-02-17,,-21,28877193,655385,42.84849462363247,3.757670513122877,44.06141886066968,285.3002217217811,5.653542035372258
AC,2007-06-01,2007,6,42.0267554972099,,-2.02476977131063,-29.0959154128413,3.926406407527968,4.19499476285585,FALSE,TRUE,FALSE,pre,TRUE,2008-11-20,2009-02-17,,-20,30362312,655385,42.5577563333586,3.7508621259125245,46.32744417403511,284.52528361192276,5.650822119958328
AC,2007-07-01,2007,7,41.9949400794975,,-28.2092700648071,-26.466028555903,4.010882093465098,4.25612179935346,FALSE,TRUE,FALSE,pre,TRUE,2008-11-20,2009-02-17,,-19,33117976,655385,41.914333835095164,3.735627864729481,50.53209334971048,285.60368790863384,5.654605143227416
AC,2007-08-01,2007,8,41.8560694471492,,-48.4410709376844,-21.8284940553624,4.016647299595314,4.23906099718483,FALSE,TRUE,FALSE,pre,TRUE,2008-11-20,2009-02-17,,-18,33466061,655385,41.79868468384465,3.7328648721419486,51.06320864835173,292.58349977494146,5.678750095249338
AC,2007-09-01,2007,9,41.7847056771433,,-3.14429648068039,-12.9885301437995,3.957446370254356,4.16576319659902,FALSE,TRUE,FALSE,pre,TRUE,2008-11-20,2009-02-17,,-17,31599131,655385,41.78845202644823,3.7326200340520166,48.21460820738955,294.37685482578945,5.684860765645233
AC,2007-10-01,2007,10,40.4797728840828,,-14.4973370336425,2.31097646486606,4.095088156338484,4.19028362208221,FALSE,TRUE,FALSE,pre,TRUE,2008-11-20,2009-02-17,,-16,36370829,655385,41.68919016589817,3.7302418665636696,55.49536379380059,295.69413703395713,5.689325599248802
AC,2007-11-01,2007,11,42.5239455932107,,18.6830836392081,42.7091253052206,4.070475768111223,4.29107838410062,FALSE,TRUE,FALSE,pre,TRUE,2008-11-20,2009-02-17,,-15,35621367,655385,41.77769819638223,3.732362661178031,54.35181915973054,305.984537333018,5.723534569084173
AC,2007-12-01,2007,12,41.8549189064676,,32.2119255048366,74.224901793559,4.051430649440333,4.29031898387711,FALSE,TRUE,FALSE,pre,TRUE,2008-11-20,2009-02-17,,-14,35208057,655385,41.74905876459185,3.7316769064820576,53.72118220587899,313.3782753648619,5.747411008326068
AC,2008-01-01,2008,1,42.2798603449533,,-7.08330435565107,43.0595002161539,3.8981269235635145,4.27971592454581,FALSE,TRUE,FALSE,pre,TRUE,2008-11-20,2009-02-17,,-13,31510999,680075,41.79654547550115,3.73281369198873,46.3345939786053,309.1807759937567,5.733926141409649
AC,2008-02-01,2008,2,42.6792354594032,,10.9210687115663,-24.9907783080465,3.908608216289855,4.22725482212047,FALSE,TRUE,FALSE,pre,TRUE,2008-11-20,2009-02-17,,-12,31999075,680075,41.933739810876816,3.736090748974385,47.05227364628901,305.169840991694,5.720868477331277
AC,2008-03-01,2008,3,44.5553832809405,,15.0267235611313,-6.98041919303107,3.9734719461403074,4.20181648560954,FALSE,TRUE,FALSE,pre,TRUE,2008-11-20,2009-02-17,,-11,34307372,680075,42.39551941150968,3.747042682397147,50.44645369995956,307.401686484264,5.7281553173752755
AC,2008-04-01,2008,4,44.7867121215709,,-16.6898850671241,-6.16648166784831,4.049010271151023,4.24092410845588,FALSE,TRUE,FALSE,pre,TRUE,2008-11-20,2009-02-17,,-10,37202755,680075,43.1133426177577,3.7638325226995724,54.70390030511341,306.6102229955768,5.725577308985487
AC,2008-05-01,2008,5,44.9890296721485,,84.5039028404153,25.6692412030487,4.02342730034961,4.29604133882141,FALSE,TRUE,FALSE,pre,TRUE,2008-11-20,2009-02-17,,-9,36549576,680075,43.524189964247334,3.773316874665385,53.74344888431423,306.0018527201605,5.7235911565750985
AC,2008-06-01,2008,6,45.8129995427555,,23.4921130725551,6.10896457468198,4.085462671666548,4.31094571316743,FALSE,TRUE,FALSE,pre,TRUE,2008-11-20,2009-02-17,,-8,39176571,680075,44.18387007029531,3.788359791943995,57.606250781163844,309.88692129544535,5.736207460919735
AC,2008-07-01,2008,7,47.3593837879606,,25.308421229024,-7.56708024364501,3.9443422186729222,4.23772239332667,FALSE,TRUE,FALSE,pre,TRUE,2008-11-20,2009-02-17,,-7,34200581,680075,45.030457310796535,3.8073390899535955,50.289425431018635,313.84175274785866,5.748888886731033
