pseudo_treated_state,rmspe_pre,rmspe_post,post_pre_ratio
AC,0.005923390336234871,0.016669018354025428,2.8141009468946936
AL,0.002745040588047679,0.04047174917094722,14.743588618385946
AP,0.012431282260954739,0.023032023008757306,1.8527471684154662
BA,0.006667398974755957,0.010228635709104972,1.5341268383416886
CE,0.0048407421696138025,0.038058054416387856,7.8620288135329774
DF,0.007355836600939478,0.08289121336929572,11.268767628512705
ES,0.00488976410076362,0.017891659542044584,3.6590025967204625
GO,0.003474730516133885,0.010017355983827093,2.882915937599897
MA,0.003945148839393622,0.014339532808401187,3.6347254291691575
MG,0.007593760505431576,0.0507473637494637,6.6827711662970835
MS,0.004177475022085133,0.015883974097244027,3.8022906213130976
MT,0.005336076253961749,0.035519645943157034,6.656510187009718
PA,0.0034638819813720308,0.0333315932847419,9.622612278360414
PB,0.005767396309082107,0.10760745117612132,18.657890911132352
PE,0.004330815493567422,0.033487683827547556,7.732419881956862
PI,0.005873158680258203,0.04273624214692294,7.276534565731181
PR,0.004004160466733631,0.01169026063995826,2.9195285096789636
RN,0.004646956078330668,0.016472219449291926,3.544733191282768
RO,0.00830258771881098,0.059655649451488144,7.185187494776806
RS,0.004535404288436315,0.05005094547723521,11.03560835907121
SE,0.005578563512366209,0.01774029614378772,3.1800832068080154
SP,0.0032614207264552255,0.04278721312621051,13.11919458263672
