pseudo_treated_state,rmspe_pre,rmspe_post,post_pre_ratio
AC,0.034355828248227985,0.2808557115217875,8.174907310996748
AL,0.011304144247364173,0.03854944479948532,3.410204607790106
AP,0.0175619060442962,0.08419261013890399,4.794047407299977
BA,0.01434284725408554,0.14766467418571752,10.295352907955946
CE,0.011421927740267644,0.042968201041956144,3.76190447173581
DF,0.030813939193868944,0.22789808609407336,7.395941319291572
ES,0.025887438710112284,0.10405290962237748,4.019436251981615
GO,0.008185395622456647,0.02620633730309472,3.201596906470542
MA,0.015982709714815097,0.17456507281352734,10.922119961405235
MG,0.011977542735870962,0.10719310431140758,8.949507146434982
MS,0.016825213770292027,0.13764263844030863,8.180736382876855
MT,0.02619942288765056,0.28657022312078057,10.938035709781195
PA,0.01798290661783345,0.08156432550626332,4.535658625139991
PB,0.010187772722319448,0.03990619115519924,3.917067276910532
PE,0.01022812583893133,0.09431733066259082,9.221369794218862
PI,0.018815296187981802,0.05848711697100871,3.1084877105664237
PR,0.0140200000522283,0.038421188173878344,2.7404556370006423
RN,0.011749740883328454,0.05595984756288967,4.762645246270097
RO,0.016877630719069295,0.09357192971826002,5.544138941998369
RS,0.018024393504774323,0.04897884913657692,2.7173646161022473
SE,0.016754307732948018,0.06982161747954449,4.167383015308802
SP,0.021178726959057176,0.08150284561212372,3.8483354438482276
