period_date,analysis_period,clean_treated_value,clean_scm_synthetic_value,clean_augmented_synthetic_value,visual_treated_value,display_treated_value
2015-08-01,pre,0.02845195024778255,0.04246661351357104,0.02828527586292885,0.02845195024778255,0.02845195024778255
2015-10-01,pre,0.04683109105618621,0.05607083756638004,0.04638367335951386,0.04683109105618621,0.04683109105618621
2015-12-01,pre,0.05820777173839344,0.06779890693793687,0.05662621249267199,0.05820777173839344,0.05820777173839344
2016-02-01,pre,0.04653074139706689,0.05985061208188232,0.05344325388994819,0.04653074139706689,0.04653074139706689
2016-04-01,pre,0.04736700203122664,0.04529422887742464,0.04133010233977436,0.04736700203122664,0.04736700203122664
2016-06-01,pre,0.02958013322066119,0.03570323221534077,0.02952872585500102,0.02958013322066119,0.02958013322066119
2016-08-01,pre,0.03408736482377507,0.029909055492702,0.03694323152543607,0.03408736482377507,0.03408736482377507
2016-10-01,pre,0.04429519707734222,0.03707327755527732,0.04135686735425248,0.04429519707734222,0.04429519707734222
2016-12-01,pre,0.04611240525898764,0.04344642007719624,0.04740351805712153,0.04611240525898764,0.04611240525898764
2017-02-01,pre,0.04115895064495249,0.03833262082468815,0.03986580077061581,0.04115895064495249,0.04115895064495249
2017-04-01,pre,0.0276294572502868,0.03446800500451848,0.02825177222253215,0.0276294572502868,0.0276294572502868
2017-06-01,pre,0.02652200534183688,0.03273612603439826,0.02518962395577862,0.02652200534183688,0.02652200534183688
2017-08-01,pre,0.026349876280364,0.03053118409784893,0.02653574430686577,0.026349876280364,0.026349876280364
2017-10-01,pre,0.03562026872999253,0.03726881207440868,0.03355749916911326,0.03562026872999253,0.03562026872999253
2017-12-01,pre,0.04257149568807211,0.04283370404909122,0.04374737959757294,0.04257149568807211,0.04257149568807211
2018-02-01,pre,0.03765269610408001,0.03864443417736635,0.03788120188996643,0.03765269610408001,0.03765269610408001
2018-04-01,pre,0.03056466998189486,0.03476131717542,0.03057767215316888,0.03056466998189486,0.03056466998189486
2018-06-01,pre,0.02927367491173652,0.03240083515392934,0.02765894907481305,0.02927367491173652,0.02927367491173652
2018-08-01,pre,0.02415967701369868,0.03197216003056283,0.02367098038015828,0.02415967701369868,0.02415967701369868
2018-10-01,pre,0.02248381686208542,0.04279486758319268,0.02807566928304777,0.02248381686208542,0.02248381686208542
2019-08-01,post,0.01773019760097549,0.01326743225869954,0.01093768701991236,0.01773019760097549,0.01773019760097549
2019-10-01,post,0.01857760563267694,0.02040657335120063,0.01785336054222607,0.01857760563267694,0.01857760563267694
2019-12-01,post,0.02167899299147365,0.02901368351277787,0.02555364206675626,0.02167899299147365,0.02167899299147365
2020-02-01,post,0.02373457714150879,0.02789537883219749,0.02512777394992483,0.02373457714150879,0.02373457714150879
2020-04-01,post,0.02181477464500925,0.02614332400146934,0.02179770274879185,0.02181477464500925,0.02181477464500925
2020-06-01,post,0.01965886595617159,0.0238882730513894,0.02007057427722859,0.01965886595617159,0.01965886595617159
2020-08-01,post,0.01373076161704862,0.02036367588369066,0.01879518415141289,0.01373076161704862,0.01373076161704862
2020-10-01,post,0.02102500979496091,0.02240914549473997,0.01988039759901557,0.02102500979496091,0.02102500979496091
2020-12-01,post,0.0221181400902444,0.02849242824922971,0.026347230285415,0.0221181400902444,0.0221181400902444
