period_date,analysis_period,clean_treated_value,clean_scm_synthetic_value,clean_augmented_synthetic_value,visual_treated_value,display_treated_value
2015-08-01,pre,315.0253148691046,298.4053101232318,312.73604929640356,315.0253148691046,315.0253148691046
2015-10-01,pre,308.8612681006013,285.5004091311486,309.872826439667,308.8612681006013,308.8612681006013
2015-12-01,pre,309.72945015086975,294.1648811557747,308.85049866356866,309.72945015086975,309.72945015086975
2016-02-01,pre,305.6640787354914,301.55000801111606,307.09094110636596,305.6640787354914,305.6640787354914
2016-04-01,pre,310.0298380730531,303.4846188194239,309.87873547733966,310.0298380730531,310.0298380730531
2016-06-01,pre,308.188965142381,302.06063505573127,313.2532775917007,308.188965142381,308.188965142381
2016-08-01,pre,304.0264315117596,288.7080581470902,303.21540611205995,304.0264315117596,304.0264315117596
2016-10-01,pre,313.55825145319886,285.92829114834564,314.5823284688897,313.55825145319886,313.55825145319886
2016-12-01,pre,314.5618769133411,296.91399482495183,308.92093187128916,314.5618769133411,314.5618769133411
2017-02-01,pre,323.0248299924752,304.6296517593882,325.933038773311,323.0248299924752,323.0248299924752
2017-04-01,pre,327.0693313551082,301.8794562157522,329.993538600696,327.0693313551082,327.0693313551082
2017-06-01,pre,320.2979915882348,304.63639345836043,314.24311414257124,320.2979915882348,320.2979915882348
2017-08-01,pre,314.64823777656875,298.6109485020377,314.21431613120706,314.64823777656875,314.64823777656875
2017-10-01,pre,308.00388432810075,302.3691506412805,311.6955541790895,308.00388432810075,308.00388432810075
2017-12-01,pre,306.1582966736265,316.55801006869564,317.50726356501355,306.1582966736265,306.1582966736265
2018-02-01,pre,316.7861464013155,320.0326058237217,302.55486243107515,316.7861464013155,316.7861464013155
2018-04-01,pre,261.18051706540524,316.3245337250516,267.6509359406807,261.18051706540524,261.18051706540524
2018-06-01,pre,239.023110586461,308.0228844324227,238.23046496156087,239.023110586461,239.023110586461
2019-08-01,post,254.0788816170239,330.24883492608893,334.094953498043,254.0788816170239,254.0788816170239
2019-10-01,post,268.9132862275206,318.9324321669082,321.39981014350957,268.9132862275206,268.9132862275206
2019-12-01,post,527.753662322478,341.3268428357027,345.8807744085331,527.753662322478,527.753662322478
