dropped_donor,period_date,event_time,plot_time,analysis_period,loo_gap
AC,2015-08-01,-20,-20,pre,8.710504612086538
AC,2015-10-01,-19,-19,pre,12.056263493492054
AC,2015-12-01,-18,-18,pre,12.549463896536736
AC,2016-02-01,-17,-17,pre,2.3777607448625417
AC,2016-04-01,-16,-16,pre,5.668644075632699
AC,2016-06-01,-15,-15,pre,2.0716687747060405
AC,2016-08-01,-14,-14,pre,-10.010831456856181
AC,2016-10-01,-13,-13,pre,3.0276530618846778
AC,2016-12-01,-12,-12,pre,0.8687769800064302
AC,2017-02-01,-11,-11,pre,10.653055213636833
AC,2017-04-01,-10,-10,pre,23.77819669877522
AC,2017-06-01,-9,-9,pre,17.04754477847837
AC,2017-08-01,-8,-8,pre,25.46197060696926
AC,2017-10-01,-7,-7,pre,25.629757102618328
AC,2017-12-01,-6,-6,pre,1.1610674693541796
AC,2018-02-01,-5,-5,pre,16.41350322963632
AC,2018-04-01,-4,-4,pre,-39.40010915090289
AC,2018-06-01,-3,-3,pre,-62.10766824330338
AC,2018-08-01,-2,-2,pre,-64.47925408788757
AC,2018-10-01,-1,-1,pre,-98.51534928230322
AC,2019-08-01,4,1,post,-32.66588218157091
AC,2019-10-01,5,2,post,-24.124656099169272
AC,2019-12-01,6,3,post,230.90295176986234
AL,2015-08-01,-20,-20,pre,16.92917579606268
AL,2015-10-01,-19,-19,pre,23.650983279195373
AL,2015-12-01,-18,-18,pre,15.943131461625967
AL,2016-02-01,-17,-17,pre,3.9903387812558435
AL,2016-04-01,-16,-16,pre,6.158610540000723
AL,2016-06-01,-15,-15,pre,5.097609045877903
AL,2016-08-01,-14,-14,pre,13.35804321151295
AL,2016-10-01,-13,-13,pre,26.034567275862514
AL,2016-12-01,-12,-12,pre,16.144290006995675
AL,2017-02-01,-11,-11,pre,17.460898255199027
AL,2017-04-01,-10,-10,pre,26.03069000614181
AL,2017-06-01,-9,-9,pre,18.564457597433545
AL,2017-08-01,-8,-8,pre,21.405573929801108
AL,2017-10-01,-7,-7,pre,14.335812028830219
AL,2017-12-01,-6,-6,pre,1.6919269878796968
AL,2018-02-01,-5,-5,pre,7.561321027582096
AL,2018-04-01,-4,-4,pre,-46.53906409169866
AL,2018-06-01,-3,-3,pre,-63.11802936776556
AL,2018-08-01,-2,-2,pre,-91.07791091668184
AL,2018-10-01,-1,-1,pre,-127.02803004968004
AL,2019-08-01,4,1,post,-73.51162899927982
AL,2019-10-01,5,2,post,-46.42481817168675
AL,2019-12-01,6,3,post,200.97512485338393
AP,2015-08-01,-20,-20,pre,17.763168409113803
AP,2015-10-01,-19,-19,pre,24.46790317625272
AP,2015-12-01,-18,-18,pre,16.77921854645365
AP,2016-02-01,-17,-17,pre,4.731056166144242
AP,2016-04-01,-16,-16,pre,6.863422985046043
AP,2016-06-01,-15,-15,pre,5.710551543890915
AP,2016-08-01,-14,-14,pre,13.818654012731542
AP,2016-10-01,-13,-13,pre,26.53421227980425
AP,2016-12-01,-12,-12,pre,16.650564358230383
AP,2017-02-01,-11,-11,pre,17.956394676663876
AP,2017-04-01,-10,-10,pre,26.586468878693154
AP,2017-06-01,-9,-9,pre,19.078027783178186
AP,2017-08-01,-8,-8,pre,21.825980984162072
AP,2017-10-01,-7,-7,pre,14.76408858414004
AP,2017-12-01,-6,-6,pre,2.1372593246769043
AP,2018-02-01,-5,-5,pre,8.18411954683961
AP,2018-04-01,-4,-4,pre,-45.75569694865567
AP,2018-06-01,-3,-3,pre,-62.26661893354148
AP,2018-08-01,-2,-2,pre,-90.15955167421646
AP,2018-10-01,-1,-1,pre,-126.16251562236798
AP,2019-08-01,4,1,post,-72.68008092073353
AP,2019-10-01,5,2,post,-45.638507129958214
AP,2019-12-01,6,3,post,201.7849930088454
BA,2015-08-01,-20,-20,pre,16.42081395186881
BA,2015-10-01,-19,-19,pre,23.13306439202762
BA,2015-12-01,-18,-18,pre,15.431296873847089
BA,2016-02-01,-17,-17,pre,3.4776911763607927
BA,2016-04-01,-16,-16,pre,5.631238061593535
BA,2016-06-01,-15,-15,pre,4.534406128702699
BA,2016-08-01,-14,-14,pre,12.729665374581884
BA,2016-10-01,-13,-13,pre,25.402792203890385
BA,2016-12-01,-12,-12,pre,15.528786792884034
BA,2017-02-01,-11,-11,pre,16.875496298991095
BA,2017-04-01,-10,-10,pre,25.469053458931285
BA,2017-06-01,-9,-9,pre,18.018974507095777
BA,2017-08-01,-8,-8,pre,20.8435208763363
BA,2017-10-01,-7,-7,pre,13.780744449890392
BA,2017-12-01,-6,-6,pre,1.1434265976276947
BA,2018-02-01,-5,-5,pre,7.027321823218131
BA,2018-04-01,-4,-4,pre,-47.052070715682305
BA,2018-06-01,-3,-3,pre,-63.62243284845684
BA,2018-08-01,-2,-2,pre,-91.57207651267203
BA,2018-10-01,-1,-1,pre,-127.51688457523292
BA,2019-08-01,4,1,post,-73.94482312230735
BA,2019-10-01,5,2,post,-46.89424161114107
BA,2019-12-01,6,3,post,200.51643116523792
CE,2015-08-01,-20,-20,pre,16.265884530516644
CE,2015-10-01,-19,-19,pre,23.03961560677851
CE,2015-12-01,-18,-18,pre,15.282392484716581
CE,2016-02-01,-17,-17,pre,3.5186692469723084
CE,2016-04-01,-16,-16,pre,5.785817020745526
CE,2016-06-01,-15,-15,pre,4.97426366026076
CE,2016-08-01,-14,-14,pre,13.659384066370649
CE,2016-10-01,-13,-13,pre,26.26568761008025
CE,2016-12-01,-12,-12,pre,16.331122155957928
CE,2017-02-01,-11,-11,pre,17.611104156287354
CE,2017-04-01,-10,-10,pre,26.01672630836464
CE,2017-06-01,-9,-9,pre,18.602454347106857
CE,2017-08-01,-8,-8,pre,21.658566861099132
CE,2017-10-01,-7,-7,pre,14.559915282984491
CE,2017-12-01,-6,-6,pre,1.8698826979007208
CE,2018-02-01,-5,-5,pre,7.362504620888046
CE,2018-04-01,-4,-4,pre,-47.09389839041933
CE,2018-06-01,-3,-3,pre,-63.82316909599129
CE,2018-08-01,-2,-2,pre,-91.93434411931247
CE,2018-10-01,-1,-1,pre,-127.79076546661636
CE,2019-08-01,4,1,post,-74.3144922064231
CE,2019-10-01,5,2,post,-47.06915278827648
CE,2019-12-01,6,3,post,200.26386509288153
DF,2015-08-01,-20,-20,pre,19.780661778912588
DF,2015-10-01,-19,-19,pre,26.73680487168025
DF,2015-12-01,-18,-18,pre,18.824939610161607
DF,2016-02-01,-17,-17,pre,7.571347908404107
DF,2016-04-01,-16,-16,pre,10.38263289155202
DF,2016-06-01,-15,-15,pre,10.744768379976392
DF,2016-08-01,-14,-14,pre,21.36908254164541
DF,2016-10-01,-13,-13,pre,33.90016202750337
DF,2016-12-01,-12,-12,pre,23.610802538546352
DF,2017-02-01,-11,-11,pre,24.45972136952105
DF,2017-04-01,-10,-10,pre,32.08689667650873
DF,2017-06-01,-9,-9,pre,24.546835407878064
DF,2017-08-01,-8,-8,pre,28.322283356162245
DF,2017-10-01,-7,-7,pre,20.98672025454772
DF,2017-12-01,-6,-6,pre,8.160811093830773
DF,2018-02-01,-5,-5,pre,12.643800820792308
DF,2018-04-01,-4,-4,pre,-42.89338378343655
DF,2018-06-01,-3,-3,pre,-60.072947389698385
DF,2018-08-01,-2,-2,pre,-88.62752813001913
DF,2018-10-01,-1,-1,pre,-124.36315249829752
DF,2019-08-01,4,1,post,-71.83032258785443
DF,2019-10-01,5,2,post,-43.79827656217168
DF,2019-12-01,6,3,post,203.15566302691423
ES,2015-08-01,-20,-20,pre,16.454461567308385
ES,2015-10-01,-19,-19,pre,23.215133182484635
ES,2015-12-01,-18,-18,pre,15.470431191066382
ES,2016-02-01,-17,-17,pre,3.657981957311506
ES,2016-04-01,-16,-16,pre,5.900141261608553
ES,2016-06-01,-15,-15,pre,5.025500577104253
ES,2016-08-01,-14,-14,pre,13.603358600084391
ES,2016-10-01,-13,-13,pre,26.22788663539592
ES,2016-12-01,-12,-12,pre,16.304180088587486
ES,2017-02-01,-11,-11,pre,17.59256814595932
ES,2017-04-01,-10,-10,pre,26.03970367642995
ES,2017-06-01,-9,-9,pre,18.611475730054337
ES,2017-08-01,-8,-8,pre,21.612720316787772
ES,2017-10-01,-7,-7,pre,14.521277321174125
ES,2017-12-01,-6,-6,pre,1.8429179178370418
ES,2018-02-01,-5,-5,pre,7.432195196635064
ES,2018-04-01,-4,-4,pre,-46.93312816421587
ES,2018-06-01,-3,-3,pre,-63.62393744689186
ES,2018-08-01,-2,-2,pre,-91.69645266604317
ES,2018-10-01,-1,-1,pre,-127.57721845482988
ES,2019-08-01,4,1,post,-74.09251801765163
ES,2019-10-01,5,2,post,-46.886807360741216
ES,2019-12-01,6,3,post,200.46309787008482
GO,2015-08-01,-20,-20,pre,16.5981491978103
GO,2015-10-01,-19,-19,pre,23.3569022223233
GO,2015-12-01,-18,-18,pre,15.614592191117822
GO,2016-02-01,-17,-17,pre,3.788731924958313
GO,2016-04-01,-16,-16,pre,6.0265809722976655
GO,2016-06-01,-15,-15,pre,5.140817051331453
GO,2016-08-01,-14,-14,pre,13.700526678494498
GO,2016-10-01,-13,-13,pre,26.330734870229435
GO,2016-12-01,-12,-12,pre,16.40712975497422
GO,2017-02-01,-11,-11,pre,17.692455250097908
GO,2017-04-01,-10,-10,pre,26.146876493570858
GO,2017-06-01,-9,-9,pre,18.711867035089142
GO,2017-08-01,-8,-8,pre,21.700819155471947
GO,2017-10-01,-7,-7,pre,14.61012831565381
GO,2017-12-01,-6,-6,pre,1.93383830019377
GO,2018-02-01,-5,-5,pre,7.547405684581804
GO,2018-04-01,-4,-4,pre,-46.7963436998387
GO,2018-06-01,-3,-3,pre,-63.47799569596967
GO,2018-08-01,-2,-2,pre,-91.54159177088019
GO,2018-10-01,-1,-1,pre,-127.43008387342994
GO,2019-08-01,4,1,post,-73.9530264468745
GO,2019-10-01,5,2,post,-46.75184063088108
GO,2019-12-01,6,3,post,200.600837784698
MA,2015-08-01,-20,-20,pre,15.893827836038497
MA,2015-10-01,-19,-19,pre,22.669790519686842
MA,2015-12-01,-18,-18,pre,14.908809076756995
MA,2016-02-01,-17,-17,pre,3.1717323485987663
MA,2016-04-01,-16,-16,pre,5.445022888335529
MA,2016-06-01,-15,-15,pre,4.649684960897787
MA,2016-08-01,-14,-14,pre,13.360137938110654
MA,2016-10-01,-13,-13,pre,25.954529151394638
MA,2016-12-01,-12,-12,pre,16.022485179983107
MA,2017-02-01,-11,-11,pre,17.313622502808016
MA,2017-04-01,-10,-10,pre,25.708673191848675
MA,2017-06-01,-9,-9,pre,18.310648532755806
MA,2017-08-01,-8,-8,pre,21.388535867719384
MA,2017-10-01,-7,-7,pre,14.289551618388145
MA,2017-12-01,-6,-6,pre,1.5964857480226442
MA,2018-02-01,-5,-5,pre,7.043026532320312
MA,2018-04-01,-4,-4,pre,-47.452946634320995
MA,2018-06-01,-3,-3,pre,-64.19906473696861
MA,2018-08-01,-2,-2,pre,-92.32633790364434
MA,2018-10-01,-1,-1,pre,-128.1664402323909
MA,2019-08-01,4,1,post,-74.6655854083046
MA,2019-10-01,5,2,post,-47.41727471419449
MA,2019-12-01,6,3,post,199.9120012065822
MG,2015-08-01,-20,-20,pre,17.39788384920007
MG,2015-10-01,-19,-19,pre,24.213276456531048
MG,2015-12-01,-18,-18,pre,16.424366641889208
MG,2016-02-01,-17,-17,pre,4.722629522687669
MG,2016-04-01,-16,-16,pre,7.059940735481234
MG,2016-06-01,-15,-15,pre,6.4219191291819016
MG,2016-08-01,-14,-14,pre,15.413494697271858
MG,2016-10-01,-13,-13,pre,28.006541353739294
MG,2016-12-01,-12,-12,pre,18.01500577231792
MG,2017-02-01,-11,-11,pre,19.203936983967026
MG,2017-04-01,-10,-10,pre,27.494866030111552
MG,2017-06-01,-9,-9,pre,20.054398928076864
MG,2017-08-01,-8,-8,pre,23.222297118514916
MG,2017-10-01,-7,-7,pre,16.096062386042263
MG,2017-12-01,-6,-6,pre,3.3740887310728453
MG,2018-02-01,-5,-5,pre,8.709184292732914
MG,2018-04-01,-4,-4,pre,-45.91531183905181
MG,2018-06-01,-3,-3,pre,-62.71486364979873
MG,2018-08-01,-2,-2,pre,-90.90094773979541
MG,2018-10-01,-1,-1,pre,-126.74173368236805
MG,2019-08-01,4,1,post,-73.42508824171131
MG,2019-10-01,5,2,post,-46.03393994581887
MG,2019-12-01,6,3,post,201.24957283923533
MS,2015-08-01,-20,-20,pre,16.564592219477845
MS,2015-10-01,-19,-19,pre,23.289914026834765
MS,2015-12-01,-18,-18,pre,15.577197869331144
MS,2016-02-01,-17,-17,pre,3.6544362302888658
MS,2016-04-01,-16,-16,pre,5.831161900724794
MS,2016-06-01,-15,-15,pre,4.792156604918262
MS,2016-08-01,-14,-14,pre,13.08792305674757
MS,2016-10-01,-13,-13,pre,25.75141776764758
MS,2016-12-01,-12,-12,pre,15.862260584015246
MS,2017-02-01,-11,-11,pre,17.188235298530344
MS,2017-04-01,-10,-10,pre,25.74364411048623
MS,2017-06-01,-9,-9,pre,18.293969370831633
MS,2017-08-01,-8,-8,pre,21.161301266597206
MS,2017-10-01,-7,-7,pre,14.090429879212934
MS,2017-12-01,-6,-6,pre,1.442444443068041
MS,2018-02-01,-5,-5,pre,7.2585252696832185
MS,2018-04-01,-4,-4,pre,-46.88853959969339
MS,2018-06-01,-3,-3,pre,-63.487344012570105
MS,2018-08-01,-2,-2,pre,-91.4663948369161
MS,2018-10-01,-1,-1,pre,-127.39873391078149
MS,2019-08-01,4,1,post,-73.86056953965232
MS,2019-10-01,5,2,post,-46.766604330193275
MS,2019-12-01,6,3,post,200.62800353552768
MT,2015-08-01,-20,-20,pre,16.70809892354731
MT,2015-10-01,-19,-19,pre,23.456573535754785
MT,2015-12-01,-18,-18,pre,15.723934986901725
MT,2016-02-01,-17,-17,pre,3.8617989209561188
MT,2016-04-01,-16,-16,pre,6.080192857040629
MT,2016-06-01,-15,-15,pre,5.145391484760012
MT,2016-08-01,-14,-14,pre,13.62147335722642
MT,2016-10-01,-13,-13,pre,26.26502913021352
MT,2016-12-01,-12,-12,pre,16.350465973906523
MT,2017-02-01,-11,-11,pre,17.643832828807376
MT,2017-04-01,-10,-10,pre,26.130533389580194
MT,2017-06-01,-9,-9,pre,18.68610915717835
MT,2017-08-01,-8,-8,pre,21.633281200805357
MT,2017-10-01,-7,-7,pre,14.548365638444807
MT,2017-12-01,-6,-6,pre,1.8811454015532831
MT,2018-02-01,-5,-5,pre,7.567438375590598
MT,2018-04-01,-4,-4,pre,-46.70734456956336
MT,2018-06-01,-3,-3,pre,-63.35988875836043
MT,2018-08-01,-2,-2,pre,-91.3941322369713
MT,2018-10-01,-1,-1,pre,-127.30040815286597
MT,2019-08-01,4,1,post,-73.81377247487131
MT,2019-10-01,5,2,post,-46.644206584805886
MT,2019-12-01,6,3,post,200.72166604489507
PA,2015-08-01,-20,-20,pre,15.941749728927107
PA,2015-10-01,-19,-19,pre,22.716343173363327
PA,2015-12-01,-18,-18,pre,14.956808613906787
PA,2016-02-01,-17,-17,pre,3.2131055697911393
PA,2016-04-01,-16,-16,pre,5.483621026911862
PA,2016-06-01,-15,-15,pre,4.681218397420196
PA,2016-08-01,-14,-14,pre,13.379845144658645
PA,2016-10-01,-13,-13,pre,25.976875930526205
PA,2016-12-01,-12,-12,pre,16.045607901499068
PA,2017-02-01,-11,-11,pre,17.33658352436919
PA,2017-04-01,-10,-10,pre,25.736274819343237
PA,2017-06-01,-9,-9,pre,18.33563861495753
PA,2017-08-01,-8,-8,pre,21.40674616218263
PA,2017-10-01,-7,-7,pre,14.308443227311443
PA,2017-12-01,-6,-6,pre,1.6166872798488043
PA,2018-02-01,-5,-5,pre,7.075811047219702
PA,2018-04-01,-4,-4,pre,-47.408624147062085
PA,2018-06-01,-3,-3,pre,-64.14985855934864
