dropped_donor,period_date,event_time,plot_time,analysis_period,loo_gap
AC,2016-04-01,-32,-32,pre,64.98176569753628
AC,2016-05-01,-31,-31,pre,72.47773573346797
AC,2016-06-01,-30,-30,pre,38.616361743058306
AC,2016-07-01,-29,-29,pre,46.741954845624115
AC,2016-08-01,-28,-28,pre,37.34092335378381
AC,2016-09-01,-27,-27,pre,32.47844733202204
AC,2016-10-01,-26,-26,pre,23.362280277175266
AC,2016-11-01,-25,-25,pre,10.657526863816138
AC,2016-12-01,-24,-24,pre,28.66066744103704
AC,2017-01-01,-23,-23,pre,30.171039610185904
AC,2017-02-01,-22,-22,pre,23.665335503358122
AC,2017-03-01,-21,-21,pre,5.568823517451456
AC,2017-04-01,-20,-20,pre,22.564592662501255
AC,2017-05-01,-19,-19,pre,32.31213260685256
AC,2017-06-01,-18,-18,pre,20.179152207133132
AC,2017-07-01,-17,-17,pre,10.991208604628646
AC,2017-08-01,-16,-16,pre,32.229891948871995
AC,2017-09-01,-15,-15,pre,54.526436828442414
AC,2017-10-01,-14,-14,pre,44.381979878368426
AC,2017-11-01,-13,-13,pre,40.77965878483663
AC,2017-12-01,-12,-12,pre,60.75098329668312
AC,2018-01-01,-11,-11,pre,46.9005448554141
AC,2018-02-01,-10,-10,pre,12.86281835937531
AC,2018-03-01,-9,-9,pre,-7.603925495905251
AC,2018-04-01,-8,-8,pre,-10.371336236910366
AC,2018-05-01,-7,-7,pre,-31.30701334249465
AC,2018-06-01,-6,-6,pre,-52.221324853996855
AC,2018-07-01,-5,-5,pre,-51.288773077119885
AC,2018-08-01,-4,-4,pre,-39.65153351840085
AC,2018-09-01,-3,-3,pre,-26.068181950852452
AC,2018-10-01,-2,-2,pre,-22.826034330424378
AC,2018-11-01,-1,-1,pre,-10.409802284218014
AC,2019-06-01,6,1,post,-40.38703929101943
AC,2019-07-01,7,2,post,-9.164373827650103
AC,2019-08-01,8,3,post,27.714805978712747
AC,2019-09-01,9,4,post,35.08914730237892
AC,2019-10-01,10,5,post,33.97978356914791
AC,2019-11-01,11,6,post,42.15298342838935
AC,2019-12-01,12,7,post,57.76723602593399
AL,2016-04-01,-32,-32,pre,87.00873053732482
AL,2016-05-01,-31,-31,pre,67.53506071290394
AL,2016-06-01,-30,-30,pre,26.17651125824149
AL,2016-07-01,-29,-29,pre,24.407255552309444
AL,2016-08-01,-28,-28,pre,23.078507144068148
AL,2016-09-01,-27,-27,pre,11.208320653586613
AL,2016-10-01,-26,-26,pre,-1.7269564436877145
AL,2016-11-01,-25,-25,pre,10.403592398372258
AL,2016-12-01,-24,-24,pre,32.23826099496796
AL,2017-01-01,-23,-23,pre,40.292908290704375
AL,2017-02-01,-22,-22,pre,34.891673410317544
AL,2017-03-01,-21,-21,pre,30.34652284218645
AL,2017-04-01,-20,-20,pre,49.73812893189495
AL,2017-05-01,-19,-19,pre,44.2305868722395
AL,2017-06-01,-18,-18,pre,25.972832174094243
AL,2017-07-01,-17,-17,pre,22.786025070979576
AL,2017-08-01,-16,-16,pre,38.120599588533146
AL,2017-09-01,-15,-15,pre,41.31366755138565
AL,2017-10-01,-14,-14,pre,23.74492251374766
AL,2017-11-01,-13,-13,pre,20.689578265167192
AL,2017-12-01,-12,-12,pre,42.46845409197366
AL,2018-01-01,-11,-11,pre,36.140444016226994
AL,2018-02-01,-10,-10,pre,12.355257442470325
AL,2018-03-01,-9,-9,pre,0.0879990091255858
AL,2018-04-01,-8,-8,pre,-1.042549731787553
AL,2018-05-01,-7,-7,pre,-15.607008337752163
AL,2018-06-01,-6,-6,pre,-45.26908439177212
AL,2018-07-01,-5,-5,pre,-46.61573910993911
AL,2018-08-01,-4,-4,pre,-30.020080529469897
AL,2018-09-01,-3,-3,pre,-16.718476751102774
AL,2018-10-01,-2,-2,pre,-18.977858611656576
AL,2018-11-01,-1,-1,pre,-7.2194329793224945
AL,2019-06-01,6,1,post,-49.59939835525731
AL,2019-07-01,7,2,post,-23.48188036982487
AL,2019-08-01,8,3,post,15.321953686080334
AL,2019-09-01,9,4,post,9.014558740984995
AL,2019-10-01,10,5,post,17.448627588107556
AL,2019-11-01,11,6,post,39.900623513803254
AL,2019-12-01,12,7,post,63.19046885325132
AP,2016-04-01,-32,-32,pre,89.9179546022587
AP,2016-05-01,-31,-31,pre,65.48229677672333
AP,2016-06-01,-30,-30,pre,23.567015630696325
AP,2016-07-01,-29,-29,pre,18.510263597044066
AP,2016-08-01,-28,-28,pre,18.187030220131135
AP,2016-09-01,-27,-27,pre,5.389859580999337
AP,2016-10-01,-26,-26,pre,-7.904711754657698
AP,2016-11-01,-25,-25,pre,9.47527744582582
AP,2016-12-01,-24,-24,pre,31.95603287717521
AP,2017-01-01,-23,-23,pre,42.92094056459811
AP,2017-02-01,-22,-22,pre,38.6478965841186
AP,2017-03-01,-21,-21,pre,35.69977588164562
AP,2017-04-01,-20,-20,pre,55.60570039138654
AP,2017-05-01,-19,-19,pre,46.98515437124344
AP,2017-06-01,-18,-18,pre,28.317637744514688
AP,2017-07-01,-17,-17,pre,25.338447027610577
AP,2017-08-01,-16,-16,pre,39.21272872766231
AP,2017-09-01,-15,-15,pre,40.564826264028824
AP,2017-10-01,-14,-14,pre,22.578050421645017
AP,2017-11-01,-13,-13,pre,20.586199023889606
AP,2017-12-01,-12,-12,pre,42.29010034368011
AP,2018-01-01,-11,-11,pre,38.33803644197674
AP,2018-02-01,-10,-10,pre,16.789463071839094
AP,2018-03-01,-9,-9,pre,5.501104078435976
AP,2018-04-01,-8,-8,pre,3.7382584548245847
AP,2018-05-01,-7,-7,pre,-11.027872071141362
AP,2018-06-01,-6,-6,pre,-41.79989669800382
AP,2018-07-01,-5,-5,pre,-45.24275147029567
AP,2018-08-01,-4,-4,pre,-28.86532455534796
AP,2018-09-01,-3,-3,pre,-15.19215030337077
AP,2018-10-01,-2,-2,pre,-17.751218316560916
AP,2018-11-01,-1,-1,pre,-5.062606027014841
