dropped_donor,period_date,event_time,plot_time,analysis_period,loo_gap
AC,2015-08-01,-20,-20,pre,-4.613727388904195
AC,2015-10-01,-19,-19,pre,21.14888702812967
AC,2015-12-01,-18,-18,pre,9.548160183389143
AC,2016-02-01,-17,-17,pre,-3.4815222535643358
AC,2016-04-01,-16,-16,pre,15.044459780631257
AC,2016-06-01,-15,-15,pre,7.196532182346637
AC,2016-08-01,-14,-14,pre,3.093261315545334
AC,2016-10-01,-13,-13,pre,2.0460855698698666
AC,2016-12-01,-12,-12,pre,10.745023721528597
AC,2017-02-01,-11,-11,pre,6.188392915664636
AC,2017-04-01,-10,-10,pre,0.9343006918504031
AC,2017-06-01,-9,-9,pre,1.7074059450035932
AC,2017-08-01,-8,-8,pre,-4.8081844809154575
AC,2017-10-01,-7,-7,pre,-0.413888139336855
AC,2017-12-01,-6,-6,pre,17.114742393311005
AC,2018-02-01,-5,-5,pre,15.601649517654735
AC,2018-04-01,-4,-4,pre,10.024939856329425
AC,2018-06-01,-3,-3,pre,11.187292358713101
AC,2018-08-01,-2,-2,pre,-9.047431871276743
AC,2018-10-01,-1,-1,pre,-27.205276304137918
AC,2019-08-01,4,1,post,-9.683534756297192
AC,2019-10-01,5,2,post,-32.59923782803659
AC,2019-12-01,6,3,post,-33.19879941844704
AL,2015-08-01,-20,-20,pre,-11.037925477146615
AL,2015-10-01,-19,-19,pre,19.967386208812897
AL,2015-12-01,-18,-18,pre,-6.222231174550799
AL,2016-02-01,-17,-17,pre,-16.63179404503616
AL,2016-04-01,-16,-16,pre,4.301381228503104
AL,2016-06-01,-15,-15,pre,-0.2789861320882139
AL,2016-08-01,-14,-14,pre,0.9364274471284162
AL,2016-10-01,-13,-13,pre,-2.2110739091356066
AL,2016-12-01,-12,-12,pre,-0.9865411801877713
AL,2017-02-01,-11,-11,pre,-1.1977489802090702
AL,2017-04-01,-10,-10,pre,-3.8153802173061067
AL,2017-06-01,-9,-9,pre,-1.4673876489085202
AL,2017-08-01,-8,-8,pre,-3.2319182157029545
AL,2017-10-01,-7,-7,pre,-1.8205831974269557
AL,2017-12-01,-6,-6,pre,10.80445610707018
AL,2018-02-01,-5,-5,pre,11.28378708792421
AL,2018-04-01,-4,-4,pre,7.30456646162623
AL,2018-06-01,-3,-3,pre,7.804703770994038
AL,2018-08-01,-2,-2,pre,-11.70988327846905
AL,2018-10-01,-1,-1,pre,-30.41335403593814
AL,2019-08-01,4,1,post,6.154333620070002
AL,2019-10-01,5,2,post,-13.228229934700366
AL,2019-12-01,6,3,post,-21.224840842180278
AP,2015-08-01,-20,-20,pre,-14.033369548376811
AP,2015-10-01,-19,-19,pre,11.64289869851828
AP,2015-12-01,-18,-18,pre,0.649986679667208
AP,2016-02-01,-17,-17,pre,-6.740076111602917
AP,2016-04-01,-16,-16,pre,6.057620775669065
AP,2016-06-01,-15,-15,pre,-1.2678636050717245
AP,2016-08-01,-14,-14,pre,-3.1843211875004727
AP,2016-10-01,-13,-13,pre,-5.1263794881416445
AP,2016-12-01,-12,-12,pre,-2.5109646331569166
AP,2017-02-01,-11,-11,pre,-2.576162211812388
AP,2017-04-01,-10,-10,pre,-5.56927916565941
AP,2017-06-01,-9,-9,pre,-2.56380371733097
AP,2017-08-01,-8,-8,pre,-4.795283274173769
AP,2017-10-01,-7,-7,pre,-3.060338298796509
AP,2017-12-01,-6,-6,pre,12.28652881738607
AP,2018-02-01,-5,-5,pre,10.889050383589549
AP,2018-04-01,-4,-4,pre,5.54315920840066
AP,2018-06-01,-3,-3,pre,5.878912803240567
AP,2018-08-01,-2,-2,pre,-15.171031830896894
AP,2018-10-01,-1,-1,pre,-36.994975632503326
AP,2019-08-01,4,1,post,11.13076953880265
AP,2019-10-01,5,2,post,-3.039725949060287
AP,2019-12-01,6,3,post,-12.988981700923908
BA,2015-08-01,-20,-20,pre,-10.967804314206049
BA,2015-10-01,-19,-19,pre,20.192576592656145
BA,2015-12-01,-18,-18,pre,-5.955951727337691
BA,2016-02-01,-17,-17,pre,-16.389565079898347
BA,2016-04-01,-16,-16,pre,4.3931407813489045
BA,2016-06-01,-15,-15,pre,-0.21557069452791922
BA,2016-08-01,-14,-14,pre,0.8484226247220477
BA,2016-10-01,-13,-13,pre,-2.2752004989076937
BA,2016-12-01,-12,-12,pre,-1.0250410112380592
BA,2017-02-01,-11,-11,pre,-1.2810369436043771
BA,2017-04-01,-10,-10,pre,-3.9025700918011523
BA,2017-06-01,-9,-9,pre,-1.5454720234485606
BA,2017-08-01,-8,-8,pre,-3.3090566483820325
BA,2017-10-01,-7,-7,pre,-1.8732369878251873
BA,2017-12-01,-6,-6,pre,10.736825353793833
BA,2018-02-01,-5,-5,pre,11.192823056627518
BA,2018-04-01,-4,-4,pre,7.191591594646702
BA,2018-06-01,-3,-3,pre,7.7110610107960795
BA,2018-08-01,-2,-2,pre,-11.676382385493866
BA,2018-10-01,-1,-1,pre,-30.394658096107435
BA,2019-08-01,4,1,post,6.166666296073728
BA,2019-10-01,5,2,post,-13.110187644887155
BA,2019-12-01,6,3,post,-21.06217838515412
CE,2015-08-01,-20,-20,pre,-11.142060090816301
CE,2015-10-01,-19,-19,pre,20.19324502525749
CE,2015-12-01,-18,-18,pre,-6.583501516932017
CE,2016-02-01,-17,-17,pre,-16.96242996212372
CE,2016-04-01,-16,-16,pre,4.162418473219134
CE,2016-06-01,-15,-15,pre,-0.3184436382771594
CE,2016-08-01,-14,-14,pre,1.0650978228241144
CE,2016-10-01,-13,-13,pre,-2.1108480765643876
CE,2016-12-01,-12,-12,pre,-0.9139282816035603
CE,2017-02-01,-11,-11,pre,-1.1135554222708635
CE,2017-04-01,-10,-10,pre,-3.7375746215724988
CE,2017-06-01,-9,-9,pre,-1.3934912248221778
CE,2017-08-01,-8,-8,pre,-3.1594798643127575
CE,2017-10-01,-7,-7,pre,-1.7572466321934002
CE,2017-12-01,-6,-6,pre,10.885127286604515
CE,2018-02-01,-5,-5,pre,11.398449614454975
CE,2018-04-01,-4,-4,pre,7.499359723737939
CE,2018-06-01,-3,-3,pre,8.04309463909388
CE,2018-08-01,-2,-2,pre,-11.464771782642458
CE,2018-10-01,-1,-1,pre,-30.103738620206293
CE,2019-08-01,4,1,post,6.098581628167217
CE,2019-10-01,5,2,post,-13.395828342211352
CE,2019-12-01,6,3,post,-21.419684792994147
DF,2015-08-01,-20,-20,pre,-15.041435141744103
DF,2015-10-01,-19,-19,pre,9.6394458389355009
DF,2015-12-01,-18,-18,pre,-10.324986469609783
DF,2016-02-01,-17,-17,pre,-21.024787395179416
DF,2016-04-01,-16,-16,pre,1.3038925158500945
DF,2016-06-01,-15,-15,pre,-1.0395059701381797
DF,2016-08-01,-14,-14,pre,-0.050446025321626564
DF,2016-10-01,-13,-13,pre,-2.1712914946238584
DF,2016-12-01,-12,-12,pre,-0.14153708329500603
DF,2017-02-01,-11,-11,pre,-2.0549386550926556
DF,2017-04-01,-10,-10,pre,-5.206323404291837
DF,2017-06-01,-9,-9,pre,-3.0329296027079806
DF,2017-08-01,-8,-8,pre,-3.811108797762799
DF,2017-10-01,-7,-7,pre,-1.2507096931653408
DF,2017-12-01,-6,-6,pre,11.839498769079995
DF,2018-02-01,-5,-5,pre,11.538124079897287
DF,2018-04-01,-4,-4,pre,6.305068347126777
DF,2018-06-01,-3,-3,pre,7.531772460259518
DF,2018-08-01,-2,-2,pre,-9.422738332847686
DF,2018-10-01,-1,-1,pre,-27.68540763144658
DF,2019-08-01,4,1,post,6.4712104349548625
DF,2019-10-01,5,2,post,-11.089251624957669
DF,2019-12-01,6,3,post,-17.32974573949602
ES,2015-08-01,-20,-20,pre,-11.187129322188746
ES,2015-10-01,-19,-19,pre,19.84306678594931
ES,2015-12-01,-18,-18,pre,-6.4972755652187715
ES,2016-02-01,-17,-17,pre,-16.879880045865363
ES,2016-04-01,-16,-16,pre,4.176784981376102
ES,2016-06-01,-15,-15,pre,-0.30452335531373365
ES,2016-08-01,-14,-14,pre,0.9910261081175662
ES,2016-10-01,-13,-13,pre,-2.150700252885244
ES,2016-12-01,-12,-12,pre,-0.9341868936703008
