dropped_donor,period_date,event_time,plot_time,analysis_period,loo_gap
AC,2015-08-01,-20,-20,pre,-306.5444819188183
AC,2015-10-01,-19,-19,pre,-217.52518695662434
AC,2015-12-01,-18,-18,pre,-155.47898210835297
AC,2016-02-01,-17,-17,pre,-13.70601696003996
AC,2016-04-01,-16,-16,pre,166.80014445173197
AC,2016-06-01,-15,-15,pre,628.9998223237383
AC,2016-08-01,-14,-14,pre,418.91769569283383
AC,2016-10-01,-13,-13,pre,264.9411890180745
AC,2016-12-01,-12,-12,pre,276.4747773119186
AC,2017-02-01,-11,-11,pre,-99.06286937952018
AC,2017-04-01,-10,-10,pre,135.2649775447585
AC,2017-06-01,-9,-9,pre,235.53002013082596
AC,2017-08-01,-8,-8,pre,170.78745563294956
AC,2017-10-01,-7,-7,pre,118.61826963567114
AC,2017-12-01,-6,-6,pre,442.11172409251935
AC,2018-02-01,-5,-5,pre,405.07331509271216
AC,2018-04-01,-4,-4,pre,334.2217457941772
AC,2018-06-01,-3,-3,pre,231.9240003981165
AC,2018-08-01,-2,-2,pre,-80.10742775948347
AC,2018-10-01,-1,-1,pre,-133.39444301680805
AC,2019-08-01,4,1,post,-132.47230568904
AC,2019-10-01,5,2,post,-123.39305900069962
AC,2019-12-01,6,3,post,-43.0569960559983
AL,2015-08-01,-20,-20,pre,-117.89731814392235
AL,2015-10-01,-19,-19,pre,-71.9035935593538
AL,2015-12-01,-18,-18,pre,-185.37104496142183
AL,2016-02-01,-17,-17,pre,-200.6697660298314
AL,2016-04-01,-16,-16,pre,29.05797819074064
AL,2016-06-01,-15,-15,pre,559.0943690808251
AL,2016-08-01,-14,-14,pre,515.0748917377002
AL,2016-10-01,-13,-13,pre,433.54916385878505
AL,2016-12-01,-12,-12,pre,286.49873252199313
AL,2017-02-01,-11,-11,pre,-196.2056300309082
AL,2017-04-01,-10,-10,pre,-41.34174196605272
AL,2017-06-01,-9,-9,pre,2.673787202069434
AL,2017-08-01,-8,-8,pre,-39.85661792967244
AL,2017-10-01,-7,-7,pre,-42.944025082069174
AL,2017-12-01,-6,-6,pre,134.76517815770308
AL,2018-02-01,-5,-5,pre,78.30657048803982
AL,2018-04-01,-4,-4,pre,57.99943531564668
AL,2018-06-01,-3,-3,pre,43.207053124981485
AL,2018-08-01,-2,-2,pre,-183.31821813343186
AL,2018-10-01,-1,-1,pre,-244.8247406290168
AL,2019-08-01,4,1,post,-350.8920572127297
AL,2019-10-01,5,2,post,-314.28215763977755
AL,2019-12-01,6,3,post,-176.39734549692093
AP,2015-08-01,-20,-20,pre,-111.12831274899145
AP,2015-10-01,-19,-19,pre,-65.32595274045298
AP,2015-12-01,-18,-18,pre,-179.09584837542707
AP,2016-02-01,-17,-17,pre,-196.13880161343377
AP,2016-04-01,-16,-16,pre,34.19840979984042
AP,2016-06-01,-15,-15,pre,564.4378297141723
AP,2016-08-01,-14,-14,pre,520.3690429124836
AP,2016-10-01,-13,-13,pre,439.7181602008552
AP,2016-12-01,-12,-12,pre,291.2778153844638
AP,2017-02-01,-11,-11,pre,-193.0783267347747
AP,2017-04-01,-10,-10,pre,-39.930695265635904
AP,2017-06-01,-9,-9,pre,3.0985196531557904
AP,2017-08-01,-8,-8,pre,-40.47231951498202
AP,2017-10-01,-7,-7,pre,-42.952276452558635
AP,2017-12-01,-6,-6,pre,134.59078847993578
AP,2018-02-01,-5,-5,pre,77.77082952736828
AP,2018-04-01,-4,-4,pre,58.517655421358995
AP,2018-06-01,-3,-3,pre,44.14770955117751
AP,2018-08-01,-2,-2,pre,-181.61816548045044
AP,2018-10-01,-1,-1,pre,-242.47950951257826
AP,2019-08-01,4,1,post,-349.99346198354897
AP,2019-10-01,5,2,post,-312.8753400865603
AP,2019-12-01,6,3,post,-175.4863581546847
BA,2015-08-01,-20,-20,pre,-118.46567354401668
BA,2015-10-01,-19,-19,pre,-72.4558811498041
BA,2015-12-01,-18,-18,pre,-185.89793800674283
BA,2016-02-01,-17,-17,pre,-201.0502056872831
BA,2016-04-01,-16,-16,pre,28.626364993021298
BA,2016-06-01,-15,-15,pre,558.6457086751982
BA,2016-08-01,-14,-14,pre,514.6303715706217
BA,2016-10-01,-13,-13,pre,433.0311878520283
BA,2016-12-01,-12,-12,pre,286.0974597508937
BA,2017-02-01,-11,-11,pre,-196.46821214045417
BA,2017-04-01,-10,-10,pre,-41.460219639689285
BA,2017-06-01,-9,-9,pre,2.6381248014427
BA,2017-08-01,-8,-8,pre,-39.80492092245095
BA,2017-10-01,-7,-7,pre,-42.94333226080039
BA,2017-12-01,-6,-6,pre,134.77982068038
BA,2018-02-01,-5,-5,pre,78.35155365029232
BA,2018-04-01,-4,-4,pre,57.95592328124803
BA,2018-06-01,-3,-3,pre,43.128071483169606
BA,2018-08-01,-2,-2,pre,-183.4609620152046
BA,2018-10-01,-1,-1,pre,-245.02165652607619
BA,2019-08-01,4,1,post,-350.96750721184594
BA,2019-10-01,5,2,post,-314.4002802156542
BA,2019-12-01,6,3,post,-176.4738359922353
CE,2015-08-01,-20,-20,pre,-117.92859878352692
CE,2015-10-01,-19,-19,pre,-71.93398987312708
CE,2015-12-01,-18,-18,pre,-185.40004363278308
CE,2016-02-01,-17,-17,pre,-200.69070432973695
CE,2016-04-01,-16,-16,pre,29.034223446987653
CE,2016-06-01,-15,-15,pre,559.0696761079887
CE,2016-08-01,-14,-14,pre,515.050426631638
CE,2016-10-01,-13,-13,pre,433.5206559554747
CE,2016-12-01,-12,-12,pre,286.47664762768727
CE,2017-02-01,-11,-11,pre,-196.22008179179215
CE,2017-04-01,-10,-10,pre,-41.34826263501236
CE,2017-06-01,-9,-9,pre,2.6718244465337193
CE,2017-08-01,-8,-8,pre,-39.85377267572562
CE,2017-10-01,-7,-7,pre,-42.943986951198895
CE,2017-12-01,-6,-6,pre,134.76598403984462
CE,2018-02-01,-5,-5,pre,78.30904623134961
CE,2018-04-01,-4,-4,pre,57.99704053894061
CE,2018-06-01,-3,-3,pre,43.20270620353381
CE,2018-08-01,-2,-2,pre,-183.3260743443957
CE,2018-10-01,-1,-1,pre,-244.83557831123358
CE,2019-08-01,4,1,post,-350.8962097627634
CE,2019-10-01,5,2,post,-314.2886587651815
CE,2019-12-01,6,3,post,-176.40155531286177
DF,2015-08-01,-20,-20,pre,-5.089788118717479
DF,2015-10-01,-19,-19,pre,37.71478770664362
DF,2015-12-01,-18,-18,pre,-80.792988661055
DF,2016-02-01,-17,-17,pre,-125.15986839722154
DF,2016-04-01,-16,-16,pre,114.72483162836056
DF,2016-06-01,-15,-15,pre,648.1447628486003
DF,2016-08-01,-14,-14,pre,603.3035284077971
DF,2016-10-01,-13,-13,pre,536.3573608509989
DF,2016-12-01,-12,-12,pre,366.1435993889477
DF,2017-02-01,-11,-11,pre,-144.08817112911152
DF,2017-04-01,-10,-10,pre,-17.82622029971094
DF,2017-06-01,-9,-9,pre,9.752082451216666
DF,2017-08-01,-8,-8,pre,-50.117471780296455
DF,2017-10-01,-7,-7,pre,-43.0815366764773
DF,2017-12-01,-6,-6,pre,131.85892123172857
DF,2018-02-01,-5,-5,pre,69.37828472361412
DF,2018-04-01,-4,-4,pre,66.63573071267274
DF,2018-06-01,-3,-3,pre,58.8833780575776
DF,2018-08-01,-2,-2,pre,-154.9863245233073
DF,2018-10-01,-1,-1,pre,-205.7407520445613
DF,2019-08-01,4,1,post,-335.91669489847663
DF,2019-10-01,5,2,post,-290.8371159955127
DF,2019-12-01,6,3,post,-161.21546485628096
ES,2015-08-01,-20,-20,pre,-117.90914797400546
ES,2015-10-01,-19,-19,pre,-71.91508895176503
ES,2015-12-01,-18,-18,pre,-185.3820117881644
ES,2016-02-01,-17,-17,pre,-200.67768455494388
ES,2016-04-01,-16,-16,pre,29.048994532287907
ES,2016-06-01,-15,-15,pre,559.0850305993654
ES,2016-08-01,-14,-14,pre,515.0656394317575
ES,2016-10-01,-13,-13,pre,433.53838263255443
ES,2016-12-01,-12,-12,pre,286.49038037349374
ES,2017-02-01,-11,-11,pre,-196.21109545226614
ES,2017-04-01,-10,-10,pre,-41.34420797720122
ES,2017-06-01,-9,-9,pre,2.6730449197827966
ES,2017-08-01,-8,-8,pre,-39.85554190082712
ES,2017-10-01,-7,-7,pre,-42.94401066160003
ES,2017-12-01,-6,-6,pre,134.76548292923758
ES,2018-02-01,-5,-5,pre,78.30750677395986
ES,2018-04-01,-4,-4,pre,57.998529649966486
ES,2018-06-01,-3,-3,pre,43.20540918985216
ES,2018-08-01,-2,-2,pre,-183.3211892248837
ES,2018-10-01,-1,-1,pre,-244.82883926449495
ES,2019-08-01,4,1,post,-350.8936276397453
ES,2019-10-01,5,2,post,-314.28461625987075
ES,2019-12-01,6,3,post,-176.398937580974
GO,2015-08-01,-20,-20,pre,-117.42220328181156
GO,2015-10-01,-19,-19,pre,-71.44191053085092
GO,2015-12-01,-18,-18,pre,-184.93059042095115
GO,2016-02-01,-17,-17,pre,-200.35173872621408
GO,2016-04-01,-16,-16,pre,29.418783850161162
GO,2016-06-01,-15,-15,pre,559.469425298671
GO,2016-08-01,-14,-14,pre,515.4464869364992
GO,2016-10-01,-13,-13,pre,433.9821642296545
GO,2016-12-01,-12,-12,pre,286.8341751997191
GO,2017-02-01,-11,-11,pre,-195.98612536402857
GO,2017-04-01,-10,-10,pre,-41.24270093721816
GO,2017-06-01,-9,-9,pre,2.703599070749533
GO,2017-08-01,-8,-8,pre,-39.89983387599523
GO,2017-10-01,-7,-7,pre,-42.94460424378144
GO,2017-12-01,-6,-6,pre,134.75293778812443
GO,2018-02-01,-5,-5,pre,78.26896695874484
GO,2018-04-01,-4,-4,pre,58.035809060339716
GO,2018-06-01,-3,-3,pre,43.27307757349968
GO,2018-08-01,-2,-2,pre,-183.19889184623412
GO,2018-10-01,-1,-1,pre,-244.66012942050224
GO,2019-08-01,4,1,post,-350.8289850295223
GO,2019-10-01,5,2,post,-314.1834134537696
GO,2019-12-01,6,3,post,-176.33340351427637
MA,2015-08-01,-20,-20,pre,-118.81502199843112
MA,2015-10-01,-19,-19,pre,-72.79535327601889
MA,2015-12-01,-18,-18,pre,-186.22180098225567
MA,2016-02-01,-17,-17,pre,-201.28404881836673
MA,2016-04-01,-16,-16,pre,28.361067252380963
MA,2016-06-01,-15,-15,pre,558.3699326040369
MA,2016-08-01,-14,-14,pre,514.357140361243
MA,2016-10-01,-13,-13,pre,432.7128058724534
MA,2016-12-01,-12,-12,pre,285.8508112236559
MA,2017-02-01,-11,-11,pre,-196.62961230329142
MA,2017-04-01,-10,-10,pre,-41.53304377782115
MA,2017-06-01,-9,-9,pre,2.6162043542474294
MA,2017-08-01,-8,-8,pre,-39.773144555811314
MA,2017-10-01,-7,-7,pre,-42.94290640746431
MA,2017-12-01,-6,-6,pre,134.78882093386528
MA,2018-02-01,-5,-5,pre,78.37920324807874
MA,2018-04-01,-4,-4,pre,57.9291779350101
MA,2018-06-01,-3,-3,pre,43.07952419306548
MA,2018-08-01,-2,-2,pre,-183.54870175421888
MA,2018-10-01,-1,-1,pre,-245.14269393378527
MA,2019-08-01,4,1,post,-351.0138837230377
MA,2019-10-01,5,2,post,-314.47288608744543
MA,2019-12-01,6,3,post,-176.5208520605404
MG,2015-08-01,-20,-20,pre,-111.0730144386157
MG,2015-10-01,-19,-19,pre,-65.2722177524729
MG,2015-12-01,-18,-18,pre,-179.0445841573919
MG,2016-02-01,-17,-17,pre,-196.10178662202247
MG,2016-04-01,-16,-16,pre,34.24040373631465
MG,2016-06-01,-15,-15,pre,564.4814822638918
MG,2016-08-01,-14,-14,pre,520.412292636445
MG,2016-10-01,-13,-13,pre,439.76855683293275
MG,2016-12-01,-12,-12,pre,291.31685733996255
MG,2017-02-01,-11,-11,pre,-193.05277872909664
MG,2017-04-01,-10,-10,pre,-39.91916794459166
MG,2017-06-01,-9,-9,pre,3.1019894371886494
MG,2017-08-01,-8,-8,pre,-40.477349390929476
MG,2017-10-01,-7,-7,pre,-42.95234386082393
MG,2017-12-01,-6,-6,pre,134.589363831255
MG,2018-02-01,-5,-5,pre,77.76645287699307
MG,2018-04-01,-4,-4,pre,58.52188893788207
MG,2018-06-01,-3,-3,pre,44.15539409387202
MG,2018-08-01,-2,-2,pre,-181.60427717135144
MG,2018-10-01,-1,-1,pre,-242.4603505208845
MG,2019-08-01,4,1,post,-349.98612105309667
MG,2019-10-01,5,2,post,-312.8638473148592
MG,2019-12-01,6,3,post,-175.4789159888437
MS,2015-08-01,-20,-20,pre,-116.62711918245554
MS,2015-10-01,-19,-19,pre,-70.66930402202934
MS,2015-12-01,-18,-18,pre,-184.19350886543089
MS,2016-02-01,-17,-17,pre,-199.81953383760924
MS,2016-04-01,-16,-16,pre,30.022576460408573
MS,2016-06-01,-15,-15,pre,560.0970655998976
MS,2016-08-01,-14,-14,pre,516.0683353725778
MS,2016-10-01,-13,-13,pre,434.7067715558994
MS,2016-12-01,-12,-12,pre,287.39552396098
MS,2017-02-01,-11,-11,pre,-195.61879383162568
MS,2017-04-01,-10,-10,pre,-41.07696007435629
MS,2017-06-01,-9,-9,pre,2.7534879389875186
MS,2017-08-01,-8,-8,pre,-39.97215388638915
MS,2017-10-01,-7,-7,pre,-42.94557344578084
MS,2017-12-01,-6,-6,pre,134.73245406091496
MS,2018-02-01,-5,-5,pre,78.20603908464113
MS,2018-04-01,-4,-4,pre,58.0966789432689
MS,2018-06-01,-3,-3,pre,43.38356662229171
MS,2018-08-01,-2,-2,pre,-182.9992044839796
MS,2018-10-01,-1,-1,pre,-244.38465970801872
MS,2019-08-01,4,1,post,-350.72343646858576
MS,2019-10-01,5,2,post,-314.01816934449016
MS,2019-12-01,6,3,post,-176.2263993817371
MT,2015-08-01,-20,-20,pre,-115.73254770924427
MT,2015-10-01,-19,-19,pre,-69.80002271786043
MT,2015-12-01,-18,-18,pre,-183.36419768496307
MT,2016-02-01,-17,-17,pre,-199.22073515499483
MT,2016-04-01,-16,-16,pre,30.701920501259792
MT,2016-06-01,-15,-15,pre,560.803241348322
MT,2016-08-01,-14,-14,pre,516.7679945306847
MT,2016-10-01,-13,-13,pre,435.52204763029863
MT,2016-12-01,-12,-12,pre,288.02711323406857
MT,2017-02-01,-11,-11,pre,-195.20549879732857
MT,2017-04-01,-10,-10,pre,-40.890480369880834
MT,2017-06-01,-9,-9,pre,2.809619307248113
MT,2017-08-01,-8,-8,pre,-40.05352316326298
MT,2017-10-01,-7,-7,pre,-42.946663922170956
MT,2017-12-01,-6,-6,pre,134.70940724358456
MT,2018-02-01,-5,-5,pre,78.135237164361115
MT,2018-04-01,-4,-4,pre,58.16516535987694
MT,2018-06-01,-3,-3,pre,43.50788095740404
MT,2018-08-01,-2,-2,pre,-182.7745306186721
MT,2018-10-01,-1,-1,pre,-244.07472098992002
MT,2019-08-01,4,1,post,-350.60468081525664
MT,2019-10-01,5,2,post,-313.83224855143976
MT,2019-12-01,6,3,post,-176.10600602387058
PA,2015-08-01,-20,-20,pre,-119.49296123400586
PA,2015-10-01,-19,-19,pre,-73.45412668931363
PA,2015-12-01,-18,-18,pre,-186.8502835625336
PA,2016-02-01,-17,-17,pre,-201.73784053126315
PA,2016-04-01,-16,-16,pre,27.84623529817327
PA,2016-06-01,-15,-15,pre,557.834766592832
PA,2016-08-01,-14,-14,pre,513.8269128623683
PA,2016-10-01,-13,-13,pre,432.0949596128653
PA,2016-12-01,-12,-12,pre,285.3721695926597
PA,2017-02-01,-11,-11,pre,-196.94282251397863
PA,2017-04-01,-10,-10,pre,-41.674364971333034
PA,2017-06-01,-9,-9,pre,2.5736659344581767
PA,2017-08-01,-8,-8,pre,-39.71147991855787
PA,2017-10-01,-7,-7,pre,-42.942080004228046
PA,2017-12-01,-6,-6,pre,134.80628666156576
PA,2018-02-01,-5,-5,pre,78.43285955300644
PA,2018-04-01,-4,-4,pre,57.877276404183704
PA,2018-06-01,-3,-3,pre,42.98531420782183
PA,2018-08-01,-2,-2,pre,-183.7189678906234
PA,2018-10-01,-1,-1,pre,-245.37757691842717
PA,2019-08-01,4,1,post,-351.1038811343399
PA,2019-10-01,5,2,post,-314.6137837172819
PA,2019-12-01,6,3,post,-176.6120905846974
PB,2015-08-01,-20,-20,pre,-118.44567907138685
PB,2015-10-01,-19,-19,pre,-72.43645193507518
PB,2015-12-01,-18,-18,pre,-185.87940216003267
