donor_state,scm_weight
SC,0.40215947920001344
AC,0.29794552240453664
PI,0.2664038524659752
RN,0.023196006786718477
GO,0.010295139142753226
MG,1.253401239401091e-15
DF,6.828746742245582e-16
PA,3.8050439675368485e-16
SE,2.5677302984728804e-16
RS,2.073902634882399e-16
ES,1.25863676645884e-16
RJ,9.217489845842921e-17
BA,5.437870081781978e-17
MT,2.129785628266796e-19
AL,0
AP,0
CE,0
MA,0
MS,0
PB,0
PE,0
PR,0
RO,0
SP,0
