scm_rmspe_post,scm_rmspe_pre,augmented_rmspe_post,augmented_rmspe_pre,scm_mean_gap_post,scm_mean_gap_pre,augmented_mean_gap_post,augmented_mean_gap_pre,outcome,scm_post_pre_rmspe_ratio,augmented_post_pre_rmspe_ratio
1.0783905207021272,0.5235536873336236,1.1073343439834142,0.29101241280734885,0.32043241074425727,0.11678255254015782,0.29522488055150203,0.029363240835061238,formal_hiring_balance_per_1000,2.0597515532632387,3.805110350108925
