state_abbrev,unemployment_rate,formalization_rate,labor_income_real,transfer_dependency_ratio,health_expenditure_real_pc,education_expenditure_real_pc,public_security_expenditure_real_pc,donor_pool_main,excluded_from_main_donor_pool,donor_pool_exclusion_reason
AC,0.11310448460561628,0.4933422996831473,2683.274205759036,0.23696053008910603,253.1536432121836,352.94639625834265,158.19010565042348,TRUE,FALSE,
AL,0.13779920084511,0.5369154384379544,2124.1171570937468,0.19570582256653105,88.73290556460815,71.01122726418211,87.41036411067257,TRUE,FALSE,
AM,0.1211979818818908,0.4364162560219791,2634.869462418231,0.09468751475262184,166.53487830530634,156.68057848937357,103.11666916666992,FALSE,TRUE,coded_removal_in_scm_window:AM_2017_01
AP,0.14773554033773434,0.4971341327635576,2952.256074163199,0.24968285061877987,207.07960956072336,303.8225626137507,154.09167890604232,TRUE,FALSE,
BA,0.14585320662044743,0.458100920650657,2189.474843530417,0.12477877706141102,112.43925433093814,84.35838167555265,70.54281168375257,TRUE,FALSE,
CE,0.10157325249791102,0.458136221444597,2193.945157931936,0.14021613600579744,91.13652723805647,84.37355255742818,64.10823151522732,TRUE,FALSE,
DF,0.11420770712044834,0.722789549903282,5961.771301075858,0.03982011127841949,364.8722076577784,451.9074979291192,65.12950922415023,TRUE,FALSE,
ES,0.09869565754103196,0.6023988796091003,3116.5341973279146,0.1611797463275665,158.2304236428997,83.50268352423765,84.72224880672944,TRUE,FALSE,
GO,0.08527134714848227,0.6028198288887094,3107.023750942667,0.05793853206154777,131.29169215867816,159.804396481477,108.24133604187904,TRUE,FALSE,
MA,0.11467225188091462,0.3876802940561048,1772.0937416818697,0.21224717200836377,71.71116510236261,85.57711311676185,53.82958936989285,TRUE,FALSE,
MG,0.09478674496207395,0.6131900849447898,2912.040480817457,0.03958475174595761,80.51878498239344,110.14527721853108,173.14468321446455,TRUE,FALSE,
MS,0.06957458338478816,0.6346974477751403,3293.1708438291835,0.05761786559830954,101.17685306744076,156.95523951298512,111.42208410851616,TRUE,FALSE,
MT,0.07086614047404004,0.6144806296419806,3312.879613340335,0.0678538921903216,120.04282682958925,182.66894645982768,146.22995688500123,TRUE,FALSE,
PA,0.095674862830664,0.3868651684124449,2201.5491754120526,0.1091977269215638,82.49632305080833,101.86118541213445,76.45364781395905,TRUE,FALSE,
PB,0.1074707995378462,0.4824707900411065,2269.934359973978,0.17873771782517356,82.08416321346093,124.1322089032104,75.31020194155758,TRUE,FALSE,
PE,0.12998322652483488,0.5188890145052206,2597.043658570328,0.11523219192269002,136.26590871696175,81.21753907268973,69.96211936159166,TRUE,FALSE,
PI,0.0999356828900866,0.41573695384304127,2025.439265539188,0.1924600772048366,117.72825261739489,109.06124036936376,51.39744032669258,TRUE,FALSE,
PR,0.06982147550093341,0.6668620530593388,3569.9607539821923,0.04996692383684627,100.74266496922664,216.66412343916997,82.01315482488583,TRUE,FALSE,
RJ,0.11175354587169002,0.6457290440639335,3655.679722072375,0.02908486659694546,84.4476625965454,96.29810540342255,140.28979186638605,FALSE,TRUE,treated_unit
RN,0.12975078680459062,0.5368968914911956,2409.8173777580337,0.16959453017041953,95.7468366952016,98.059450665713,67.683641149758,TRUE,FALSE,
RO,0.07162224566579697,0.5101466026588001,2685.996197271685,0.16329127685528705,142.43253952791457,159.23646985466468,119.91217925215732,TRUE,FALSE,
RR,0.10322475397734454,0.5527690277228481,3281.460388179207,0.2433783998282168,280.1441325658392,294.6029141886605,158.45741368829502,FALSE,TRUE,coded_removal_in_scm_window:RR_2018_01
RS,0.07020232602668448,0.6714261031770307,3584.091483760574,0.0525249017068652,130.16492278143136,91.49611673664138,89.88156466339628,TRUE,FALSE,
SC,0.05097738279461983,0.7308441627525912,3573.1995439515968,0.04109649286846324,110.39038072182876,116.90850619532806,80.93253601825383,FALSE,TRUE,"coded_removal_in_scm_window:SC_2020_01,SC_2021_01"
SE,0.13041577313838956,0.4778775941199061,2433.463614917682,0.20835936270200991,126.35285948450677,107.88268900869116,98.80952705212763,TRUE,FALSE,
SP,0.10695047792742228,0.704065809270151,4336.93416362411,0.03716329782795919,132.9107158545583,184.2413631582932,65.69387296771843,TRUE,FALSE,
TO,0.09803553186659644,0.555829956189744,2650.168611900736,0.2100921460443364,247.12254452532804,184.5626838440072,140.59459513321823,FALSE,TRUE,"coded_removal_in_scm_window:TO_2018_01,TO_2021_01"
