state_abbrev,period,period_date,year,bimester,uf,state_name,macroregion,total_revenue_nominal,total_revenue_real,state_tax_revenue_nominal,state_tax_revenue_real,federal_current_transfers_nominal,federal_capital_transfers_nominal,federal_transfers_nominal,federal_transfers_real,transfer_dependency_ratio,own_revenue_ratio,liquidated_expenditure_total_nominal,liquidated_expenditure_total_real,liquidated_expenditure_health_nominal,liquidated_expenditure_health_real,liquidated_expenditure_education_nominal,liquidated_expenditure_education_real,liquidated_expenditure_public_security_nominal,liquidated_expenditure_public_security_real,public_investment_liquidated_cumulative_nominal,public_investment_liquidated_nominal,public_investment_liquidated_real,public_investment_flow_is_derived,public_investment_negative_flow_flag,ipca_month_code,deflator_base_month,source_system,source_frequency,fiscal_series_version,original_public_investment_missing,investment_recovered_from_raw,public_investment_imputed_adjacent_mean,public_investment_imputation_method,quarter,icms_revenue_cumulative_nominal,icms_revenue_nominal,icms_revenue_flow_is_derived,icms_revenue_negative_flow_flag,pnadc_population,treated_unit,donor_pool_main,excluded_from_main_donor_pool,donor_pool_exclusion_reason,analysis_period,fiscal_deflator_factor,icms_revenue_real,icms_revenue_real_pc,state_tax_revenue_real_pc,public_investment_liquidated_real_pc,liquidated_expenditure_total_real_pc,liquidated_expenditure_health_real_pc,liquidated_expenditure_education_real_pc,liquidated_expenditure_public_security_real_pc,public_investment_share_total,priority_expenditure_share_total,instability_start_date,removal_date,icms_revenue_real_pc_ma4_clean,public_investment_share_total_ma4_clean,priority_expenditure_share_total_ma4_clean,icms_revenue_real_pc_ma4_visual,public_investment_share_total_ma4_visual,priority_expenditure_share_total_ma4_visual
AC,2020B5,2020-10-01,2020,5,12,Acre,North,1061707706.84,1483017530.8471043,313428565.11,437804165.6209168,587312792.59,3071933.89,590384726.48,824662846.1614425,0.556070868353385,0.29521172643916194,949821467.6,1326732280.9760883,184223777.21,257327972.13505936,182267892.51,254595947.7937754,73833753.76,103132670.5918219,126497461.16,25143831.86999999,35121477.61163568,TRUE,FALSE,202010,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,FALSE,FALSE,FALSE,,4,925869543.01,228398829.65999997,TRUE,FALSE,640000,FALSE,TRUE,FALSE,,post,1.396822799055556,319032692.5466943,498.4885821042098,684.0690087826824,54.87730876818075,2073.019189025138,402.07495646103024,397.8061684277741,161.14479779972172,0.026472166325670846,0.4635875672431474,2018-11-07,2018-12-10,411.3248568753646,0.025994107843709965,0.4724342167315192,411.3248568753646,0.025994107843709965,0.4724342167315192
AC,2020B6,2020-12-01,2020,6,12,Acre,North,1266011974.01,1729446137.1289055,362006600.99,494522113.9688647,595024908.53,34350164.13,629375072.66,859763027.9667983,0.49713200631625987,0.28594247797149236,1427525206.94,1950082625.9776149,250754288.32,342544971.30064774,255735800.76,349350007.6062123,111253110.68,151978232.79638332,194941614.85,68444153.69,93498702.72814074,TRUE,FALSE,202012,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,FALSE,FALSE,FALSE,,4,1168249434.75,242379891.74,TRUE,FALSE,640000,FALSE,TRUE,FALSE,,post,1.366058277988487,331105057.52938026,517.3516523896567,772.690803076351,146.0917230127199,3047.0041030900234,535.2265176572621,545.8593868847067,237.46598874434895,0.047946021098089625,0.432737157114147,2018-11-07,2018-12-10,440.5179380362274,0.03318861293945693,0.45698700976568135,440.5179380362274,0.03318861293945693,0.45698700976568135
AC,2015B1,2015-02-01,2015,1,12,Acre,North,816467799.02,1490734623.4821749,186453327.33,340432814.4329886,,,0,0,0,0.2283658064087751,549535893.16,1003361288.4220386,80867425.4,147650490.4422922,101184913.86,184746850.57538745,65328459,119278918.0993164,24439497.69,24439497.69,44622464.51204279,TRUE,FALSE,201502,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,,1,145024367.43,145024367.43,TRUE,FALSE,568000,FALSE,TRUE,FALSE,,pre,1.8258339462640072,264790413.08915827,466.18030473443355,599.3535465369517,78.56067695782181,1766.481141588096,259.9480465533314,325.2585397454004,209.99809524527535,0.04447297800597772,0.4501631309967481,2018-11-07,2018-12-10,,,,466.18030473443355,0.04447297800597772,0.4501631309967481
AC,2015B2,2015-04-01,2015,2,12,Acre,North,835031264.38,1494155181.9928613,181348808.6,324494750.887092,,,0,0,0,0.21717607032911415,672801209.33,1203870389.353485,124294390.42,222404975.071895,133623478.17,239097888.73816141,63620826.94,113839316.33464336,54984647.7,30545150.01,54655671.133556075,TRUE,FALSE,201504,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,,2,280562339.68,135537972.25,TRUE,FALSE,567000,FALSE,TRUE,FALSE,,pre,1.789340406436461,242523570.3533888,427.73116464442467,572.3011479490159,96.39448171703012,2123.228199917963,392.24863328376546,421.6893981272688,200.77480835034103,0.045399963000093246,0.47791040068165147,2018-11-07,2018-12-10,,,,446.9557346894291,0.04493647050303548,0.4640367658391998
AC,2015B3,2015-06-01,2015,3,12,Acre,North,755050416.24,1330606027.8296168,158758329.62,279775741.8802442,,,0,0,0,0.21026189272311735,716541243.03,1262742297.2788432,120741340.22,212779374.26352137,160472027.98,282795748.6488689,66322470.96,116878393.47125116,92832610.33,37847962.629999995,66698496.06511631,TRUE,FALSE,201506,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,,2,395585748.81,115023409.13,TRUE,FALSE,567000,FALSE,TRUE,FALSE,,pre,1.7622744113641688,202702810.61767071,357.50054782657975,493.43164352776756,117.63403186087533,2227.0587253595118,375.2722650150289,498.7579341249893,206.1347327535294,0.05282035472229669,0.4850186120346592,2018-11-07,2018-12-10,,,,417.1373390684793,0.04756443190945588,0.4710307145710196
AC,2015B4,2015-08-01,2015,4,12,Acre,North,695472488.93,1215389235.0284204,176414778.85,308297778.16817474,,,0,0,0,0.25366176471109314,742423641.13,1297439820.5862403,122199661.14,213552879.57138088,163148498.78,285113979.7540106,66977748.46,117048532.84702504,176787328.22,83954717.89,146717033.3514431,TRUE,FALSE,201508,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,,3,525518696.31,129932947.5,TRUE,FALSE,572000,FALSE,TRUE,FALSE,,pre,1.7475734186097343,227067365.2526141,396.9709182738009,538.9821296646412,256.4983100549705,2268.251434591329,373.3441950548617,498.4510135559626,204.6303021801137,0.11308195649887631,0.4745618119645883,2018-11-07,2018-12-10,412.0957338698097,0.06394381305681099,0.47191348891941176,412.0957338698097,0.06394381305681099,0.47191348891941176
AC,2015B5,2015-10-01,2015,5,12,Acre,North,672868876.72,1160061404.637825,171855527.01,296287985.6025127,,,0,0,0,0.25540715725734775,862130560.32,1486358521.5313723,123513856.49,212944397.94939208,152126286.64,262273735.44485015,68059625.13,117338380.56576714,256700336.73,79913008.50999999,137774238.2035034,TRUE,FALSE,201510,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,,4,654819892.25,129301195.94,TRUE,FALSE,575000,FALSE,TRUE,FALSE,,pre,1.7240527014605251,222922076.16243368,387.6905672390151,515.2834532217612,239.60737078870156,2584.971341793691,370.3380833902471,456.12823555626113,204.06674881002982,0.09269246699750254,0.3986632467041044,2018-11-07,2018-12-10,392.4732994959551,0.0759986853046922,0.4590385178462508,392.4732994959551,0.0759986853046922,0.4590385178462508
AC,2015B6,2015-12-01,2015,6,12,Acre,North,866025450.25,1464090444.4722817,223198263.51,377335844.7300404,,,0,0,0,0.2577271412122683,1270157578.88,2147310536.515329,169972251.26,287352697.1099632,239330178.2,404608232.789598,92480533.86,156346289.69048744,362537770.08,105837433.35,178927276.08695006,TRUE,FALSE,201512,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,,4,817890500.51,163070608.26,TRUE,FALSE,575000,FALSE,TRUE,FALSE,,pre,1.6905859337616869,275684876.5343183,479.4519591901188,656.236251704418,311.1778714555653,3734.4531069831805,499.74382106080554,703.6664918079965,271.9065907660651,0.08332622275365656,0.39505567786515294,2018-11-07,2018-12-10,405.4034981323787,0.08548025024308302,0.4383248371421262,405.4034981323787,0.08548025024308302,0.4383248371421262
AC,2016B1,2016-02-01,2016,1,12,Acre,North,806219976.99,1333887912.2608936,179559474.74,297080473.96916837,,,0,0,0,0.22271771956132907,570513513.65,943912457.3424758,87155301.16,144198117.16997904,110429045.8,182704439.92849812,58318092.44,96487064.06687596,10169268.83,10169268.83,16825016.938319713,TRUE,FALSE,201602,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,,1,134352291.12,134352291.12,TRUE,FALSE,574000,FALSE,TRUE,FALSE,,pre,1.6544962297274335,222285359.11328256,387.25672319387206,517.5618013400145,29.31187619916326,1644.446789795254,251.2162320034478,318.30041799389915,168.0959304300975,0.01782476415841513,0.44854755106991495,2018-11-07,2018-12-10,412.8425419742017,0.07673135260211264,0.42920707190094015,412.8425419742017,0.07673135260211264,0.42920707190094015
AC,2016B2,2016-04-01,2016,2,12,Acre,North,738998185.4,1210053076.8444154,190524208.01,311968836.555476,,,0,0,0,0.2578141756963508,736223956.81,1205510489.450399,115628164.05,189332285.8470084,144341564.36,236348285.45054537,66484929.23,108863992.85946706,40035651.6,29866382.770000003,48903920.3059612,TRUE,FALSE,201604,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,,2,275362799.36,141010508.24,TRUE,FALSE,582000,FALSE,TRUE,FALSE,,pre,1.637423610437482,230893935.51196513,396.7249751064693,536.0289287894777,84.02735447759656,2071.3238650350495,325.31320592269486,406.09671039612607,187.05153412279563,0.04056698032404252,0.44341759680641485,2018-11-07,2018-12-10,412.78105618236884,0.058602608558404184,0.42142101811139676,412.78105618236884,0.058602608558404184,0.42142101811139676
AC,2016B3,2016-06-01,2016,3,12,Acre,North,821849230.22,1330644987.9852755,177577958.89,287514074.7048953,,,0,0,0,0.21607121155599832,785362104.32,1271569175.2698145,121663517.09,196983757.2192323,160408067.55,259714535.54890335,70723961.36,114508210.5740447,76819804.4,36784152.8,59556724.95732832,TRUE,FALSE,201606,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,,2,403978085.82,128615286.45999998,TRUE,FALSE,582000,FALSE,TRUE,FALSE,,pre,1.6190864930652507,208239273.10910398,357.7994383317938,494.01043763727716,102.33114253836482,2184.8267616319836,338.46006395057094,446.2449064414147,196.74950270454417,0.04683718834619514,0.4492138646102175,2018-11-07,2018-12-10,405.3082739555635,0.047138788895577335,0.4340586725879251,405.3082739555635,0.047138788895577335,0.4340586725879251
AC,2016B4,2016-08-01,2016,4,12,Acre,North,722930064.77,1159329377.525207,186874593.3,299682108.24748605,,,0,0,0,0.25849608752881803,714258789.51,1145423656.0184886,126840689.35,203408523.9984972,164604614.99,263968778.07930964,64604670.9,103603510.97522368,133785460.48,56965656.08,91353177.60584858,TRUE,FALSE,201608,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,,3,536877276.88,132899191.06,TRUE,FALSE,588000,FALSE,TRUE,FALSE,,pre,1.6036535676435693,213124261.88031334,362.45622768760774,509.6634494004865,155.36254694872207,1947.9994149974298,345.9328639430224,448.9264933321593,176.19644723677496,0.07975492484884913,0.4984887557131211,2018-11-07,2018-12-10,376.05934107993573,0.04624596441937548,0.4599169420499171,376.05934107993573,0.04624596441937548,0.4599169420499171
AC,2016B5,2016-10-01,2016,5,12,Acre,North,688336946.67,1100110122.5852478,182147140.13,291110209.36238223,,,0,0,0,0.26461915347008724,791836747.75,1265525010.460291,124739217.23,199360031.7721605,153704041.63,245652035.52918175,68675542.98,109758251.93145774,174858388.77,41072928.29000001,65643351.55135775,TRUE,FALSE,201610,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,,4,673074534.1,136197257.22000003,TRUE,FALSE,593000,FALSE,TRUE,FALSE,,pre,1.5982145487138275,217672437.98392344,367.0698785563633,490.9109770023309,110.69705151999621,2134.1062570999848,336.18892373045617,414.25301101042453,185.0898008962188,0.05187044982025464,0.438371675508034,2018-11-07,2018-12-10,371.01262992055854,0.05475738583483536,0.45737297315944686,371.01262992055854,0.05475738583483536,0.45737297315944686
AC,2016B6,2016-12-01,2016,6,12,Acre,North,1311851767.17,2086593397.8437436,232278482.66,369455422.1054085,,,0,0,0,0.17706153124379603,1316655447.87,2094233993.1341643,187737532.32,298609877.4798728,258699239.48,411479512.11793727,105307026.46,167498304.04391846,269456474.35,94598085.58,150464973.07062468,TRUE,FALSE,201612,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,,4,844675125.44,171600591.34000003,TRUE,FALSE,593000,FALSE,TRUE,FALSE,,pre,1.590571015767322,272942926.873937,460.274750209,623.027693263758,253.73519910729289,3531.5918939867865,503.55797214143814,693.8946241449195,282.45919737591646,0.07184725945807209,0.4190494932843481,2018-11-07,2018-12-10,386.9000736961912,0.06257745561834276,0.4512809472789302,386.9000736961912,0.06257745561834276,0.4512809472789302
AC,2017B1,2017-02-01,2017,1,12,Acre,North,912879839.64,1441744947.385373,197653476.99,312161458.0686345,,,0,0,0,0.2165164224329304,614345740.63,970258985.9475052,115590616.95,182556543.2779641,108523293.52,171394857.58364645,66947514.57,105732689.75834753,15140347.86,15140347.86,23911712.233036235,TRUE,FALSE,201702,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,,1,152458276.82,152458276.82,TRUE,FALSE,598000,FALSE,TRUE,FALSE,,pre,1.5793370439136158,240783004.23306254,402.64716426933535,522.0091272050744,39.98614085792013,1622.5066654640557,305.2785004648229,286.61347422014455,176.8105179905477,0.024644669700930707,0.4737746285040113,2018-11-07,2018-12-10,398.1120051805766,0.057029325957026644,0.4574211382523786,398.1120051805766,0.057029325957026644,0.4574211382523786
AC,2017B2,2017-04-01,2017,2,12,Acre,North,776019084.45,1220831325.8940363,190069245.76,299016472.61332405,,,0,0,0,0.2449285714341815,743934416.34,1170355804.4867723,130733734.6,205669991.5620188,153535485.44,241541650.22158912,82464345.34,129732706.42147788,54743423.44,39603075.58,62303461.65272473,TRUE,FALSE,201704,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,,2,289446406.15,136988129.32999998,TRUE,FALSE,597000,FALSE,TRUE,FALSE,,pre,1.5731975544896488,215509390.0560677,360.98725302523906,500.86511325514914,104.3609072909962,1960.3949823899034,344.5058485125943,404.59237893063505,217.30771594887418,0.05323463293288507,0.4929649137409876,2018-11-07,2018-12-10,397.7447615149844,0.05039925297803563,0.45604017775934524,397.7447615149844,0.05039925297803563,0.45604017775934524
AC,2017B3,2017-06-01,2017,3,12,Acre,North,938052622.71,1474572436.3169284,214360113.07,336963520.5172509,,,0,0,0,0.2285160852178222,966236710.39,1518876431.4548595,134005038.68,210649308.5582472,185682705.09,291884050.2097561,85851727.77,134954679.8495157,91772328.4,37028904.96000001,58207611.46989023,TRUE,FALSE,201706,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,,2,436235066.78,146788660.63,TRUE,FALSE,597000,FALSE,TRUE,FALSE,,pre,1.5719506567306873,230744531.4779465,386.5067528943827,564.4280075665844,97.50018671673405,2544.1816272275705,352.84641299538896,488.9180070515177,226.0547401164417,0.038322809060995125,0.4197102709710885,2018-11-07,2018-12-10,402.60398009948926,0.04701234278822075,0.45137482662510886,402.60398009948926,0.04701234278822075,0.45137482662510886
AC,2017B4,2017-08-01,2017,4,12,Acre,North,765325620.01,1197897885.029839,217950270.04,341138674.43662333,,,0,0,0,0.28478109753747977,864075456.13,1352462447.8020165,138746590.06,217168016.3873312,185771285.46,290771697.86750484,79765825.11,124850535.1169095,141481588.31,49709259.91,77805597.71644585,TRUE,FALSE,201708,202604,Siconfi/RREO,bimonthly,rreo_annex01_02_06_v1,TRUE,TRUE,FALSE,,3,595299658.25,159064591.47000003,TRUE,FALSE,597000,FALSE,TRUE,FALSE,,pre,1.5652133597908129,248970023.6385118,417.03521547489413,571.4215652204746,130.32763436590594,2265.431235849274,363.76552158681943,487.05477029732805,209.1298745676876,0.05752884144243213,0.46788008820513893,2018-11-07,2018-12-10,391.7940964159628,0.04343273828431076,0.4635824753553066,391.7940964159628,0.04343273828431076,0.4635824753553066
