donor_state,scm_weight
AC,0.39509963939383747
RO,0.2771407702280133
MS,0.24493511604506804
DF,0.06175585922900537
RS,0.009055558163736847
ES,0.00466964265692216
SC,0.004566373159409521
AL,0.0027770411240070126
PI,1.0586961703836669e-16
RN,8.628871002681309e-17
CE,3.625739843432318e-17
BA,2.8925616994987614e-17
GO,2.6991539909391405e-17
MA,2.2318651373099634e-17
PA,6.7384311085533e-18
MG,2.5208411680434444e-18
RJ,9.687746545491872e-20
AP,0
MT,0
PB,0
PE,0
PR,0
SE,0
SP,0
