dropped_donor,period_date,event_time,plot_time,analysis_period,loo_gap
AC,2015-02-01,-6,-6,pre,-19.460829049505087
AC,2015-04-01,-5,-5,pre,10.9803103090265
AC,2015-06-01,-4,-4,pre,4.073876123338977
AC,2015-08-01,-3,-3,pre,-1.1619213149137053
AC,2015-10-01,-2,-2,pre,1.226904983601841
AC,2015-12-01,-1,-1,pre,0.32706443785637873
AC,2016-02-01,0,0,crisis,8.895882552639621
AC,2016-04-01,1,1,crisis,19.00582161061513
AC,2016-06-01,2,2,crisis,13.044589789868034
AC,2016-08-01,3,3,crisis,3.895564807885087
AC,2016-10-01,4,4,crisis,-4.17085499447332
AC,2016-12-01,5,5,crisis,5.394436540085792
AC,2017-02-01,6,6,crisis,0.4306542024997988
AC,2017-04-01,7,7,crisis,-1.526477226987236
AC,2017-06-01,8,8,post,-0.08933220133477704
AC,2017-08-01,9,9,post,20.010361554473533
AC,2017-10-01,10,10,post,-8.346381105434855
AC,2017-12-01,11,11,post,-13.423195794546501
AC,2018-02-01,12,12,post,-8.688420573874646
AC,2018-04-01,13,13,post,-31.146197278260278
AC,2018-06-01,14,14,post,-8.051462925094633
AC,2018-08-01,15,15,post,30.648901404711403
AC,2018-10-01,16,16,post,25.698469299546957
AC,2018-12-01,17,17,post,66.553065320108
AC,2019-02-01,18,18,post,-5.860714922850458
AC,2019-04-01,19,19,post,-8.240765892615602
AC,2019-06-01,20,20,post,7.189644642874118
AC,2019-08-01,21,21,post,11.863018996845089
AC,2019-10-01,22,22,post,8.54188731775858
AC,2019-12-01,23,23,post,21.427020053656037
AL,2015-02-01,-6,-6,pre,-13.82277040268228
AL,2015-04-01,-5,-5,pre,9.26227889214806
AL,2015-06-01,-4,-4,pre,2.4019637786228145
AL,2015-08-01,-3,-3,pre,-3.0746238428799515
AL,2015-10-01,-2,-2,pre,-1.9014207204322702
AL,2015-12-01,-1,-1,pre,-2.3411609833634373
AL,2016-02-01,0,0,crisis,5.440262892039893
AL,2016-04-01,1,1,crisis,17.90088020360023
AL,2016-06-01,2,2,crisis,8.907180641658861
AL,2016-08-01,3,3,crisis,-4.494445217480298
AL,2016-10-01,4,4,crisis,-10.267221039158297
AL,2016-12-01,5,5,crisis,-8.169108758659647
AL,2017-02-01,6,6,crisis,-4.430233339159146
AL,2017-04-01,7,7,crisis,-9.331923118398588
AL,2017-06-01,8,8,post,-6.145832233071133
AL,2017-08-01,9,9,post,13.538628726553078
AL,2017-10-01,10,10,post,-14.826700178851684
AL,2017-12-01,11,11,post,-19.65091319074989
AL,2018-02-01,12,12,post,-11.501461486710687
AL,2018-04-01,13,13,post,-37.46293817398258
AL,2018-06-01,14,14,post,-10.69531052127028
AL,2018-08-01,15,15,post,26.06874888424707
AL,2018-10-01,16,16,post,15.591399839527782
