dropped_donor,period_date,event_time,plot_time,analysis_period,loo_gap
AC,2015-08-01,-11,-11,pre,1.0348787038387002
AC,2015-10-01,-10,-10,pre,-1.843150231742051
AC,2015-12-01,-9,-9,pre,-3.5569861109800343
AC,2016-02-01,-8,-8,pre,-1.6156103317330235
AC,2016-04-01,-7,-7,pre,2.6633278076376
AC,2016-06-01,-6,-6,pre,6.436116107179025
AC,2016-08-01,-5,-5,pre,4.462428649176481
AC,2016-10-01,-4,-4,pre,-2.4777850255156935
AC,2016-12-01,-3,-3,pre,0.24144851964167913
AC,2017-02-01,-2,-2,pre,-1.8076354119774365
AC,2017-04-01,-1,-1,pre,-3.200981505084002
AC,2018-02-01,4,1,post,-3.323586260939912
AC,2018-04-01,5,2,post,-11.00727576337406
AC,2018-06-01,6,3,post,-7.022953148307806
AC,2018-08-01,7,4,post,3.38247286680361
AC,2018-10-01,8,5,post,14.971424687363857
AC,2018-12-01,9,6,post,40.330049535769284
AC,2019-02-01,10,7,post,38.22678445164124
AC,2019-04-01,11,8,post,25.795202528193713
AC,2019-06-01,12,9,post,16.320047624155883
AC,2019-08-01,13,10,post,-2.415595681974839
AC,2019-10-01,14,11,post,1.9258320381236658
AC,2019-12-01,15,12,post,9.703626036159307
AL,2015-08-01,-11,-11,pre,-1.5731003398333314
AL,2015-10-01,-10,-10,pre,-3.9864470748952954
AL,2015-12-01,-9,-9,pre,-3.764284381799257
AL,2016-02-01,-8,-8,pre,-1.923910370505773
AL,2016-04-01,-7,-7,pre,2.282576164643878
AL,2016-06-01,-6,-6,pre,7.948463782050098
AL,2016-08-01,-5,-5,pre,3.766713062268053
AL,2016-10-01,-4,-4,pre,-3.0079093599334286
AL,2016-12-01,-3,-3,pre,-0.8146883325874086
AL,2017-02-01,-2,-2,pre,-3.1157915168957615
AL,2017-04-01,-1,-1,pre,-4.566257225387844
AL,2018-02-01,4,1,post,-6.6752363157270125
AL,2018-04-01,5,2,post,-14.712302381400526
AL,2018-06-01,6,3,post,-11.324904163692551
AL,2018-08-01,7,4,post,-0.8908820057071338
AL,2018-10-01,8,5,post,9.046524773837682
AL,2018-12-01,9,6,post,31.293668336544016
AL,2019-02-01,10,7,post,30.564396399574974
