dropped_donor,period_date,event_time,plot_time,analysis_period,loo_gap
AC,2014-10-01,-15,-15,pre,-1.6432540134574367
AC,2014-11-01,-14,-14,pre,-1.3572473985316833
AC,2014-12-01,-13,-13,pre,-1.2452875419825205
AC,2015-01-01,-12,-12,pre,0.3147867550468533
AC,2015-02-01,-11,-11,pre,1.1831090167060978
AC,2015-03-01,-10,-10,pre,1.1946971857808109
AC,2015-04-01,-9,-9,pre,0.4295899913942236
AC,2015-05-01,-8,-8,pre,-0.756828551248887
AC,2015-06-01,-7,-7,pre,-0.9902774917879071
AC,2015-07-01,-6,-6,pre,-2.7193731337290075
AC,2015-08-01,-5,-5,pre,-3.4200131415561827
AC,2015-09-01,-4,-4,pre,-4.443510102108661
AC,2015-10-01,-3,-3,pre,-5.026517087866239
AC,2015-11-01,-2,-2,pre,-5.061383373133012
AC,2015-12-01,-1,-1,pre,-5.2873685889219075
AC,2016-06-01,5,5,crisis,-6.5594622653349575
AC,2016-07-01,6,6,crisis,-7.390203753785542
AC,2016-08-01,7,7,crisis,-7.035558564854085
AC,2016-09-01,8,8,crisis,-6.388573040357599
AC,2016-10-01,9,9,crisis,-5.038578678756551
AC,2016-11-01,10,10,crisis,-3.7154239536847484
AC,2016-12-01,11,11,crisis,-1.86301074055703
AC,2017-01-01,12,12,crisis,-0.5666521472638664
AC,2017-02-01,13,13,crisis,-0.7443395315412147
AC,2017-03-01,14,14,crisis,-2.3232471454926156
AC,2017-04-01,15,15,crisis,-3.9044622275586818
AC,2017-10-01,21,21,post,-3.8899474893823793
AC,2017-11-01,22,22,post,-2.6020549433337408
AC,2017-12-01,23,23,post,-1.373269285079715
AC,2018-01-01,24,24,post,-1.0711553527066116
AC,2018-02-01,25,25,post,-1.4498225755746716
AC,2018-03-01,26,26,post,-1.7709292782166841
AC,2018-04-01,27,27,post,-2.632357728188879
AC,2018-05-01,28,28,post,-3.0823522686605287
AC,2018-06-01,29,29,post,-4.938167985438909
AC,2018-07-01,30,30,post,-6.07938859512447
AC,2018-08-01,31,31,post,-5.12997559935674
AC,2018-09-01,32,32,post,-4.8141179178822995
AC,2018-10-01,33,33,post,-3.385032407242548
AC,2018-11-01,34,34,post,-3.963385469050891
AC,2018-12-01,35,35,post,-1.8001923175353767
AC,2019-01-01,36,36,post,-0.677166972001018
AC,2019-02-01,37,37,post,-1.1441234132629177
AC,2019-03-01,38,38,post,-0.15803553307171114
AC,2019-04-01,39,39,post,-0.2605387010812592
AC,2019-05-01,40,40,post,0.8292536850842822
AC,2019-06-01,41,41,post,-0.3205191983773261
AC,2019-07-01,42,42,post,-0.7280291475061773
AC,2019-08-01,43,43,post,-0.4604978440681151
AC,2019-09-01,44,44,post,-0.900706842382121
AC,2019-10-01,45,45,post,-0.41871684885883553
AC,2019-11-01,46,46,post,0.25843450049585215
AC,2019-12-01,47,47,post,3.328398952944937
AL,2014-10-01,-15,-15,pre,-1.6560426676674354
AL,2014-11-01,-14,-14,pre,-1.3740795844134652
AL,2014-12-01,-13,-13,pre,-1.264623750038652
AL,2015-01-01,-12,-12,pre,0.2926432572614033
AL,2015-02-01,-11,-11,pre,1.1617870591006323
AL,2015-03-01,-10,-10,pre,1.1784867326457515
AL,2015-04-01,-9,-9,pre,0.4167308673306849
AL,2015-05-01,-8,-8,pre,-0.7651233500802732
AL,2015-06-01,-7,-7,pre,-0.993937736103689
